,Team Av Shots Diff,Team Av Shots Inside Box Diff,Team Av Fouls Diff,Team Av Corners Diff,Team Av Possession Diff,Team Av Pass Accuracy Diff,Team Av Goal Diff,Opponent Av Shots Diff,Opponent Av Shots Inside Box Diff,Opponent Av Fouls Diff,Opponent Av Corners Diff,Opponent Av Possession Diff,Opponent Av Pass Accuracy Diff,Opponent Av Goal Diff,Fixture ID,Team Result Indicator,Opponent Result Indicator
0,6.5,4.5,0.5,3.0,-6.0,-0.5,2.0,-12.0,-4.5,1.0,-5.0,-33.0,-12.5,-1.0,867966,2,0
1,-8.5,-5.0,3.0,-2.0,-17.0,-7.0,-1.0,2.5,-1.5,0.0,-1.5,24.0,10.5,-0.5,867967,2,0
2,-2.0,-1.5,0.5,-4.5,-21.0,-10.5,-1.0,-12.0,-6.0,2.0,-5.5,-18.0,-10.0,-0.5,867968,1,1
3,0.0,1.0,2.5,-1.0,-27.0,-11.0,0.0,-4.0,0.0,-5.0,3.5,-22.0,-12.0,2.0,867969,2,0
4,6.5,3.5,-1.5,7.5,27.0,10.5,0.5,-2.0,0.5,3.0,2.5,-3.0,-2.5,0.5,867970,0,2
5,-3.5,-5.0,-2.5,-2.5,5.0,0.5,-1.0,-3.5,-5.0,-3.5,-5.5,-15.0,-3.5,-1.5,867971,0,2
6,9.5,6.5,0.5,1.0,40.0,16.5,0.0,2.0,1.5,2.0,-1.0,30.0,16.0,-2.5,867972,0,2
7,12.0,7.5,-2.0,6.5,42.0,13.0,3.0,4.5,3.5,-3.5,3.0,6.0,4.0,1.0,867973,1,1
8,1.0,2.5,2.5,2.5,-6.0,-2.0,1.5,0.5,-1.5,-5.5,0.0,20.0,8.0,-0.5,867974,2,0
9,3.5,1.0,3.5,0.0,-8.0,-4.5,0.5,-1.0,-2.0,2.5,-1.0,-18.0,-3.0,-1.5,867975,2,0
10,3.5,3.0,6.5,0.5,-16.0,-6.5,0.5,10.5,8.5,2.0,2.5,8.0,6.5,2.5,867976,0,2
11,4.0,-0.5,2.0,1.0,7.0,4.5,-1.5,-3.5,-2.5,0.0,-2.5,7.0,2.0,-0.5,867977,2,0
12,-3.5,-1.0,-7.5,1.5,-11.0,-7.0,1.5,4.0,1.5,-2.5,3.5,-10.0,-1.5,-0.5,867978,1,1
13,3.5,3.0,-0.5,1.5,5.0,1.5,1.0,-1.5,1.0,1.5,0.5,-4.0,-3.5,1.5,867979,2,0
14,-8.0,-6.0,-5.0,-3.5,12.0,3.5,-1.5,4.0,1.5,-0.5,2.5,25.0,9.0,-1.5,867980,0,2
15,11.0,9.0,-2.5,2.0,43.0,18.0,-0.5,-12.0,-9.0,1.0,-5.5,-25.0,-10.5,-3.5,867981,2,0
16,-6.5,-3.5,1.5,0.0,-22.0,-7.5,1.0,12.5,7.5,-3.5,5.0,36.0,15.0,2.0,867982,0,2
17,-5.5,-1.0,1.0,-2.5,-5.0,-6.5,0.5,-7.5,0.0,1.0,-0.5,-14.0,-2.0,0.5,867983,0,2
18,2.0,0.0,1.0,0.0,-19.0,-7.0,0.5,-1.5,-3.5,6.5,-4.0,-3.0,1.0,-1.5,867984,0,2
19,-9.0,-4.5,2.5,-2.0,-24.0,-11.0,0.0,3.5,-3.5,-4.5,0.0,10.0,2.0,-0.5,867985,1,1
20,-1.0,-4.5,-1.5,-5.5,-14.0,-8.0,-0.5,-11.0,-10.0,0.5,-4.0,-27.0,-13.0,-6.0,867986,1,1
21,9.5,7.0,-4.0,4.0,30.0,17.0,2.0,-1.0,0.0,-1.0,-0.5,7.0,1.0,-1.5,867987,2,0
22,0.5,2.5,-3.5,0.5,-7.0,-2.5,1.5,-3.0,-2.5,6.0,-2.0,-28.0,-15.0,0.0,867988,0,2
23,-2.5,-2.0,2.5,-2.0,-4.0,-3.0,1.0,-0.5,-2.0,-1.5,0.5,-10.0,-0.5,0.0,867989,1,1
24,-5.5,-6.0,7.0,-2.0,-18.0,-8.5,1.0,3.5,2.0,-3.5,2.5,17.0,7.0,-1.0,867990,2,0
25,0.0,-2.5,1.5,0.0,-8.0,-2.5,-0.5,-4.0,2.5,2.0,-1.5,-5.0,-0.5,1.5,867991,1,1
26,-6.0,-4.5,-2.0,-1.5,-23.0,-7.0,0.0,0.5,2.0,-3.0,0.0,14.0,5.5,-0.5,867992,1,1
27,4.5,3.5,-3.0,2.5,-14.0,-5.5,0.0,-4.0,-3.0,1.0,-3.0,6.0,3.5,-1.0,867993,2,0
28,9.5,10.0,-1.5,4.5,39.0,17.0,4.0,1.0,1.0,4.0,4.5,-5.0,-3.0,0.0,867994,2,0
29,-3.0,-2.0,0.5,0.5,7.0,0.0,-1.0,12.5,8.5,-0.5,2.5,43.0,18.0,1.0,867995,0,2
30,12.5,10.5,4.0,7.0,49.0,17.5,4.0,-8.0,-3.5,2.0,-3.0,-1.0,-1.5,-1.0,867996,1,1
31,1.0,3.5,-1.5,2.5,9.0,2.0,0.0,2.0,1.5,2.5,3.0,26.0,9.0,-0.5,867997,2,0
32,5.5,0.5,-5.5,3.0,9.0,4.0,-1.0,0.0,1.5,-1.0,1.0,4.0,2.0,0.0,867998,0,2
33,0.0,-1.5,0.0,-1.0,-20.0,-5.5,0.5,-4.5,-1.0,-1.0,-5.0,13.0,8.5,0.0,867999,0,2
34,16.0,13.5,0.0,10.0,41.0,18.0,5.0,-6.5,-6.5,-0.5,-5.5,-27.0,-9.0,0.0,868000,1,1
35,-3.5,0.0,9.0,0.0,-2.0,-1.5,1.0,14.5,9.0,-5.0,7.0,31.0,16.0,1.0,868001,2,0
36,-6.0,-7.0,-1.5,-3.5,-25.0,-8.0,-1.0,-3.5,-4.0,1.0,-2.0,-8.0,-3.5,-0.5,868002,1,1
37,-13.0,-10.0,-0.5,-5.0,-35.0,-15.5,-4.5,-5.0,-5.0,-2.0,-2.0,-20.0,-7.0,-4.0,868003,2,0
38,-4.0,-3.0,2.0,-3.5,-33.0,-16.5,0.0,-0.5,0.5,1.0,-2.0,7.0,1.0,1.0,868004,0,2
39,2.5,0.5,-2.5,2.0,-20.0,-11.0,0.0,0.5,0.5,-0.5,-3.0,2.0,1.0,0.0,868005,0,2
40,0.0,-6.5,-2.0,-5.0,-3.0,0.0,0.0,-3.5,1.5,6.0,-0.5,-14.0,-4.5,1.5,868008,1,1
41,1.5,3.0,-5.0,2.5,36.0,16.5,0.0,-5.5,-5.0,-2.5,-3.5,-13.0,-5.5,0.0,868009,0,2
42,9.5,7.0,0.5,6.0,47.0,17.5,3.0,6.0,5.0,1.5,4.0,14.0,4.0,0.5,868013,2,0
43,2.0,-1.5,4.5,1.5,-19.0,-12.0,0.0,-14.0,-8.5,2.5,-5.0,-31.0,-12.5,-0.5,868016,0,2
44,12.0,6.5,-4.0,5.0,19.0,6.5,-0.5,-3.5,1.0,-2.0,-1.0,-18.0,-9.0,1.5,868017,2,0
45,-8.0,-8.0,-2.5,-5.0,-30.0,-11.0,0.0,0.0,-0.5,2.5,-4.0,-30.0,-9.0,-0.5,868020,2,0
46,-7.0,-1.0,4.0,-2.5,-20.0,-9.5,-0.5,-7.5,-4.5,-1.5,-0.5,-19.0,-8.5,0.5,868022,1,1
47,-3.0,-3.0,0.5,-5.5,-22.0,-8.0,-3.5,-13.0,-9.5,-3.5,-4.5,-4.0,-1.0,0.0,868023,0,2
48,3.5,3.5,3.5,1.0,-6.0,-1.5,-0.5,-8.0,-6.0,-3.0,-5.5,0.0,1.0,-2.0,868024,2,0
49,8.5,5.0,-2.5,4.0,30.0,11.0,1.0,3.5,3.0,-2.0,1.0,17.0,9.0,0.5,868025,2,0
50,-5.5,-1.5,-0.5,-2.0,-33.0,-14.5,0.0,-6.5,-5.0,-1.0,-2.5,-25.0,-10.5,0.5,868026,1,1
51,7.0,3.0,-2.0,1.5,24.0,8.5,0.5,-5.0,-1.0,2.0,0.0,-14.0,-4.0,1.0,868027,2,0
52,-4.5,-7.5,-4.0,-4.0,-13.0,-4.0,0.0,7.0,5.0,-0.5,4.5,20.0,6.0,0.0,868028,0,2
53,7.0,10.0,3.0,7.5,24.0,10.0,0.0,-4.0,-2.5,-2.5,3.0,7.0,4.5,1.0,868029,2,0
54,-3.0,-1.5,0.5,0.0,-19.0,-8.5,0.5,5.0,3.0,1.0,6.0,38.0,15.0,-1.5,868030,1,1
55,-7.0,-4.5,1.0,-7.0,2.0,0.5,-3.5,-0.5,-0.5,2.0,-5.0,-6.0,-3.5,-1.0,868031,2,0
56,7.0,3.0,0.0,4.5,15.0,5.5,1.0,13.5,11.5,1.5,7.5,33.0,14.5,0.5,868032,1,1
57,8.5,3.5,-1.0,3.5,17.0,6.0,2.5,-0.5,0.5,2.5,-1.5,1.0,1.0,1.0,868033,2,0
58,0.5,-1.0,2.0,-1.0,-4.0,-1.5,-1.0,-8.0,-9.0,-3.5,-5.5,-7.0,-3.0,0.5,868034,0,2
59,-7.5,-2.0,-3.0,-1.5,-8.0,-2.0,-1.0,2.5,3.5,4.0,1.0,-22.0,-7.5,-1.0,868035,0,2
60,5.0,0.0,0.5,-2.5,8.0,5.0,0.0,-8.0,-6.5,1.0,-4.0,-30.0,-11.5,0.0,868036,0,2
61,9.0,7.5,0.0,4.5,15.0,6.5,0.0,11.5,5.5,0.0,1.5,29.0,12.0,2.5,868037,0,2
62,-9.0,-2.5,0.0,1.0,-21.0,-7.5,1.0,4.0,0.5,1.0,1.0,0.0,-1.0,1.5,868038,2,0
63,9.0,7.0,3.0,-0.5,16.0,5.0,0.0,-6.5,-4.0,-2.0,1.5,2.0,-0.5,-2.5,868039,2,0
64,-5.0,-4.5,6.0,-1.5,13.0,6.0,-1.5,-5.5,-4.5,-1.5,1.5,-25.0,-8.5,-0.5,868040,0,2
65,-8.5,-9.0,-2.0,-5.0,0.0,0.0,1.0,-2.5,-4.0,3.5,-2.0,7.0,2.5,-1.5,868041,0,2
66,10.0,7.0,-2.0,3.0,13.0,4.5,3.0,3.0,3.0,0.5,-1.0,1.0,1.5,-1.0,868042,2,0
67,13.0,11.0,0.0,7.0,40.0,19.5,1.5,-1.0,0.5,-0.5,0.5,-6.0,-4.0,-1.5,868043,2,0
68,8.5,5.5,-5.5,5.0,9.0,2.5,0.5,-5.5,-2.5,0.0,-4.0,-11.0,-8.0,-2.5,868044,1,1
69,5.0,7.0,2.5,2.0,-15.0,-4.5,0.5,-6.0,-5.5,-1.0,0.5,-9.0,-5.5,-1.0,868045,2,0
70,9.0,8.5,1.0,-0.5,21.0,7.0,2.0,9.5,6.0,-2.5,5.0,16.0,8.5,0.0,868046,2,0
71,-2.0,0.0,-3.0,-1.5,4.0,0.0,-2.0,-1.5,-1.0,-0.5,-1.5,5.0,1.5,-0.5,868047,2,0
72,-2.5,-2.5,-3.5,2.0,-14.0,-2.5,0.5,-12.5,-10.5,-1.5,-4.5,-18.0,-10.0,-2.5,868048,1,1
73,9.0,6.0,0.0,2.0,9.0,4.5,1.5,-8.0,-5.5,10.5,-4.5,-11.0,-9.0,-0.5,868049,2,0
74,-1.5,-1.5,-6.0,2.5,-9.0,1.5,0.0,3.0,1.0,4.5,-2.5,8.0,4.0,1.5,868050,1,1
75,3.0,0.5,-2.0,3.0,10.0,3.5,-0.5,13.0,15.5,-5.0,6.0,19.0,5.5,3.5,868051,2,0
76,13.0,9.5,3.0,5.5,22.0,12.0,3.5,-4.5,-6.5,6.0,-2.5,6.0,1.5,-1.0,868052,1,1
77,6.0,6.0,2.0,-1.5,-11.0,-3.0,2.0,-3.0,-5.5,2.5,-3.5,-11.0,-3.0,-2.5,868053,1,1
78,-10.5,-5.5,2.5,-3.5,-24.0,-9.5,-0.5,-5.5,-3.5,-3.5,0.0,-14.0,-4.0,0.0,868054,2,0
79,-6.5,-3.0,-3.5,-1.5,-12.0,-9.5,-2.0,-7.5,-8.0,-1.0,1.5,4.0,1.0,-2.5,868055,0,2
80,-4.0,-2.0,-3.0,3.0,-25.0,-8.0,0.5,-15.5,-15.5,4.0,-9.0,-26.0,-8.5,-2.0,868056,0,2
81,1.0,2.0,-0.5,-2.0,16.0,4.5,2.5,-12.0,-6.5,-4.0,-6.5,-26.0,-11.0,-1.0,868058,1,1
82,10.0,6.0,-1.0,6.5,31.0,12.5,-1.5,-2.5,-3.0,-5.0,-1.0,-18.0,-11.0,-0.5,868059,1,1
83,0.0,-1.5,-2.0,-1.5,19.0,7.5,-1.0,8.0,5.5,3.5,4.5,1.0,3.5,-1.0,868060,2,0
84,2.0,0.0,4.5,0.5,-8.0,-9.0,-1.0,2.5,3.0,6.5,1.0,9.0,1.5,-0.5,868061,0,2
85,-6.5,-4.5,2.0,-1.5,1.0,3.0,-1.0,-1.5,-1.5,-7.5,-2.5,2.0,5.5,0.5,868062,0,2
86,2.0,2.0,1.5,2.0,-9.0,-2.5,2.0,-9.0,-5.0,-2.5,-2.5,-22.0,-5.5,-1.5,868063,2,0
87,12.0,9.0,-1.0,6.0,11.0,4.0,1.0,-3.0,-3.5,1.5,-1.0,-7.0,-4.0,0.0,868064,0,2
88,5.5,4.0,2.0,1.0,3.0,-0.5,1.5,3.5,-0.5,4.0,-0.5,23.0,7.0,0.5,868065,0,2
89,-10.0,-2.5,-1.5,-2.5,-38.0,-16.5,1.0,2.0,1.5,0.5,2.0,-19.0,-7.0,-2.5,868066,0,2
