Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sun,9/12/2021,20:45 (21:45),Roma,2,2–1,1.9,Sassuolo,"29,604",Stadio Olimpico,Simone Sozza,Match Report,
3,Mon,9/13/2021,20:45 (21:45),Bologna,1.4,1–0,0.3,Hellas Verona,"10,218",Stadio Renato Dall'Ara,Ivan Pezzuto,Match Report,
,,,,,,,,,,,,,
4,Fri,9/17/2021,20:45 (21:45),Sassuolo,0.9,0–1,2.3,Torino,"20,000",Mapei Stadium - Città del Tricolore,Marco Piccinini,Match Report,
4,Sat,9/18/2021,15:00 (16:00),Genoa,1.1,1–2,1.3,Fiorentina,"6,269",Stadio Comunale Luigi Ferraris,Livio Marinelli,Match Report,
4,Sat,9/18/2021,18:00 (19:00),Inter,3.2,6–1,0.7,Bologna,"35,278",Stadio Giuseppe Meazza,Giovanni Ayroldi,Match Report,
4,Sat,9/18/2021,20:45 (21:45),Salernitana,0.9,0–1,1.7,Atalanta,"11,949",Stadio Arechi,Paolo Valeri,Match Report,
4,Sun,9/19/2021,12:30 (13:30),Empoli,1.6,0–3,1.4,Sampdoria,"3,064",Stadio Carlo Castellani,Maurizio Mariani,Match Report,
4,Sun,9/19/2021,15:00 (16:00),Venezia,1.1,1–2,0.5,Spezia,"3,688",Stadio Pierluigi Penzo,Rosario Abisso,Match Report,
4,Sun,9/19/2021,18:00 (19:00),Lazio,2.3,2–2,1.6,Cagliari,"20,000",Stadio Olimpico,Davide Ghersini,Match Report,
4,Sun,9/19/2021,18:00 (19:00),Hellas Verona,1,3–2,0.9,Roma,"10,148",Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,
4,Sun,9/19/2021,20:45 (21:45),Juventus,1.2,1–1,1,Milan,"18,785",Allianz Stadium,Daniele Doveri,Match Report,
4,Mon,9/20/2021,20:45 (21:45),Udinese,0.3,0–4,3.1,Napoli,"11,484",Dacia Arena,Gianluca Manganiello,Match Report,
,,,,,,,,,,,,,
5,Tue,9/21/2021,18:30 (19:30),Bologna,2.5,2–2,1.6,Genoa,"9,707",Stadio Renato Dall'Ara,Francesco Fourneau,Match Report,
5,Tue,9/21/2021,20:45 (21:45),Fiorentina,1.6,1–3,2.5,Inter,"15,927",Stadio Artemio Franchi,Michael Fabbri,Match Report,
5,Tue,9/21/2021,20:45 (21:45),Atalanta,1.9,2–1,1.1,Sassuolo,"7,353",Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
5,Wed,9/22/2021,18:30 (19:30),Spezia,0.9,2–3,2.4,Juventus,"5,700",Stadio Alberto Picco,Gianluca Aureliano,Match Report,
5,Wed,9/22/2021,18:30 (19:30),Salernitana,2.5,2–2,1.6,Hellas Verona,"9,561",Stadio Arechi,Massimiliano Irrati,Match Report,
5,Wed,9/22/2021,20:45 (21:45),Cagliari,1.3,0–2,1,Empoli,"7,226",Unipol Domus,Marco Di Bello,Match Report,
5,Wed,9/22/2021,20:45 (21:45),Milan,1.8,2–0,1,Venezia,"26,185",Stadio Giuseppe Meazza,Ivan Pezzuto,Match Report,
5,Thu,9/23/2021,18:30 (19:30),Torino,1.1,1–1,1,Lazio,"8,646",Stadio Olimpico di Torino,Rosario Abisso,Match Report,
5,Thu,9/23/2021,18:30 (19:30),Sampdoria,0.8,0–4,2,Napoli,"4,596",Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
5,Thu,9/23/2021,20:45 (21:45),Roma,1.7,1–0,0.8,Udinese,"29,593",Stadio Olimpico,Antonio Rapuano,Match Report,
,,,,,,,,,,,,,
6,Sat,9/25/2021,15:00 (16:00),Spezia,1.1,1–2,1.6,Milan,"3,618",Stadio Alberto Picco,Gianluca Manganiello,Match Report,
6,Sat,9/25/2021,18:00 (19:00),Inter,4.1,2–2,2.4,Atalanta,"36,517",Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
6,Sat,9/25/2021,20:45 (21:45),Genoa,1.7,3–3,2.2,Hellas Verona,"13,478",Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
6,Sun,9/26/2021,12:30 (13:30),Juventus,2.9,3–2,0.5,Sampdoria,"15,381",Allianz Stadium,Giovanni Ayroldi,Match Report,
6,Sun,9/26/2021,15:00 (16:00),Sassuolo,1.4,1–0,1.1,Salernitana,"5,177",Mapei Stadium - Città del Tricolore,Antonio Giua,Match Report,
6,Sun,9/26/2021,15:00 (16:00),Udinese,0.9,0–1,1.1,Fiorentina,"7,208",Dacia Arena,Davide Ghersini,Match Report,
6,Sun,9/26/2021,15:00 (16:00),Empoli,2.1,4–2,3,Bologna,"5,022",Stadio Carlo Castellani,Piero Giacomelli,Match Report,
6,Sun,9/26/2021,18:00 (19:00),Lazio,2.3,3–2,2.6,Roma,"32,000",Stadio Olimpico,Marco Guida,Match Report,
6,Sun,9/26/2021,20:45 (21:45),Napoli,1.9,2–0,0.2,Cagliari,"20,000",Stadio Diego Armando Maradona,Marco Piccinini,Match Report,
6,Mon,9/27/2021,20:45 (21:45),Venezia,1.6,1–1,1.4,Torino,"4,888",Stadio Pierluigi Penzo,Lorenzo Maggioni,Match Report,
,,,,,,,,,,,,,
7,Fri,10/1/2021,20:45 (21:45),Cagliari,0.6,1–1,0.8,Venezia,"8,135",Unipol Domus,Manuel Volpi,Match Report,
7,Sat,10/2/2021,15:00 (16:00),Salernitana,0.7,1–0,1.7,Genoa,"10,077",Stadio Arechi,Maurizio Mariani,Match Report,
7,Sat,10/2/2021,18:00 (19:00),Torino,1.1,0–1,1.1,Juventus,"12,073",Stadio Olimpico di Torino,Paolo Valeri,Match Report,
7,Sat,10/2/2021,20:45 (21:45),Sassuolo,1.7,1–2,2.4,Inter,"10,400",Mapei Stadium - Città del Tricolore,Luca Pairetto,Match Report,
7,Sun,10/3/2021,12:30 (13:30),Bologna,0.7,3–0,0.6,Lazio,"12,975",Stadio Renato Dall'Ara,Davide Massa,Match Report,
7,Sun,10/3/2021,15:00 (16:00),Sampdoria,1.6,3–3,2.5,Udinese,"4,292",Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
7,Sun,10/3/2021,15:00 (16:00),Hellas Verona,0.7,4–0,1.9,Spezia,"8,398",Stadio Marc'Antonio Bentegodi,Giacomo Camplone,Match Report,
7,Sun,10/3/2021,18:00 (19:00),Fiorentina,0.5,1–2,1.6,Napoli,"15,264",Stadio Artemio Franchi,Simone Sozza,Match Report,
7,Sun,10/3/2021,18:00 (19:00),Roma,1.6,2–0,0.7,Empoli,"31,946",Stadio Olimpico,Giovanni Ayroldi,Match Report,
7,Sun,10/3/2021,20:45 (21:45),Atalanta,2.3,2–3,2.5,Milan,"9,363",Stadio Atleti Azzurri d'Italia,Marco Di Bello,Match Report,
,,,,,,,,,,,,,
8,Sat,10/16/2021,15:00 (16:00),Spezia,1.6,2–1,1.8,Salernitana,"6,023",Stadio Alberto Picco,Davide Massa,Match Report,
8,Sat,10/16/2021,18:00 (19:00),Lazio,2.7,3–1,1.6,Inter,"42,000",Stadio Olimpico,Massimiliano Irrati,Match Report,
8,Sat,10/16/2021,20:45 (21:45),Milan,1.9,3–2,1.8,Hellas Verona,"40,128",Stadio Giuseppe Meazza,Alessandro Prontera,Match Report,
8,Sun,10/17/2021,12:30 (13:30),Cagliari,1,3–1,1.5,Sampdoria,"9,923",Unipol Domus,Matteo Marchetti,Match Report,
8,Sun,10/17/2021,15:00 (16:00),Genoa,1.6,2–2,2.4,Sassuolo,"10,370",Stadio Comunale Luigi Ferraris,Daniele Chiffi,Match Report,
8,Sun,10/17/2021,15:00 (16:00),Empoli,1,1–4,4.3,Atalanta,"6,214",Stadio Carlo Castellani,Marco Serra,Match Report,
8,Sun,10/17/2021,15:00 (16:00),Udinese,1,1–1,1.7,Bologna,"10,627",Dacia Arena,Rosario Abisso,Match Report,
8,Sun,10/17/2021,18:00 (19:00),Napoli,1.6,1–0,1.1,Torino,"27,579",Stadio Diego Armando Maradona,Juan Sacchi,Match Report,
8,Sun,10/17/2021,20:45 (21:45),Juventus,1,1–0,1.9,Roma,"20,239",Allianz Stadium,Daniele Orsato,Match Report,
8,Mon,10/18/2021,20:45 (21:45),Venezia,1.2,1–0,0.5,Fiorentina,"8,043",Stadio Pierluigi Penzo,Luca Massimi,Match Report,
,,,,,,,,,,,,,
9,Fri,10/22/2021,18:30 (19:30),Torino,2,3–2,2.4,Genoa,"9,881",Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
9,Fri,10/22/2021,20:45 (21:45),Sampdoria,0.6,2–1,1.1,Spezia,"7,493",Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
9,Sat,10/23/2021,15:00 (16:00),Salernitana,1.7,2–4,2.6,Empoli,"11,142",Stadio Arechi,Daniele Doveri,Match Report,
9,Sat,10/23/2021,18:00 (19:00),Sassuolo,1.7,3–1,0.9,Venezia,"4,482",Mapei Stadium - Città del Tricolore,Antonio Di Martino,Match Report,
9,Sat,10/23/2021,20:45 (21:45),Bologna,0.8,2–4,1.2,Milan,"22,167",Stadio Renato Dall'Ara,Paolo Valeri,Match Report,
9,Sun,10/24/2021,12:30 (13:30),Atalanta,0.6,1–1,0.7,Udinese,"9,951",Stadio Atleti Azzurri d'Italia,Livio Marinelli,Match Report,
9,Sun,10/24/2021,15:00 (16:00),Fiorentina,3,3–0,0.2,Cagliari,"20,290",Stadio Artemio Franchi,Antonio Rapuano,Match Report,
9,Sun,10/24/2021,15:00 (16:00),Hellas Verona,2.4,4–1,1.2,Lazio,"13,953",Stadio Marc'Antonio Bentegodi,Marco Piccinini,Match Report,
9,Sun,10/24/2021,18:00 (19:00),Roma,1.5,0–0,1.1,Napoli,"47,801",Stadio Olimpico,Davide Massa,Match Report,
9,Sun,10/24/2021,20:45 (21:45),Inter,0.8,1–1,2,Juventus,"56,532",Stadio Giuseppe Meazza,Maurizio Mariani,Match Report,
,,,,,,,,,,,,,
10,Tue,10/26/2021,18:30 (19:30),Venezia,0.8,1–2,1.7,Salernitana,"5,103",Stadio Pierluigi Penzo,Marco Di Bello,Match Report,
10,Tue,10/26/2021,18:30 (19:30),Spezia,1.8,1–1,1.2,Genoa,"7,283",Stadio Alberto Picco,Simone Sozza,Match Report,
10,Tue,10/26/2021,20:45 (21:45),Milan,0.9,1–0,0.7,Torino,"35,929",Stadio Giuseppe Meazza,Gianluca Aureliano,Match Report,
10,Wed,10/27/2021,18:30 (19:30),Juventus,1.3,1–2,0.9,Sassuolo,"18,288",Allianz Stadium,Juan Sacchi,Match Report,
10,Wed,10/27/2021,18:30 (19:30),Sampdoria,1.5,1–3,1.7,Atalanta,"5,462",Stadio Comunale Luigi Ferraris,Alessandro Prontera,Match Report,
10,Wed,10/27/2021,18:30 (19:30),Udinese,1.4,1–1,1,Hellas Verona,"8,751",Dacia Arena,Matteo Marchetti,Match Report,
10,Wed,10/27/2021,20:45 (21:45),Lazio,0.5,1–0,0.7,Fiorentina,"7,000",Stadio Olimpico,Giovanni Ayroldi,Match Report,
10,Wed,10/27/2021,20:45 (21:45),Empoli,0.5,0–2,1.9,Inter,"9,335",Stadio Carlo Castellani,Daniele Chiffi,Match Report,
10,Wed,10/27/2021,20:45 (21:45),Cagliari,0.9,1–2,2.8,Roma,"8,547",Unipol Domus,Ivan Pezzuto,Match Report,
10,Thu,10/28/2021,20:45 (21:45),Napoli,2.7,3–0,0.3,Bologna,"20,000",Stadio Diego Armando Maradona,Marco Serra,Match Report,
,,,,,,,,,,,,,
11,Sat,10/30/2021,15:00 (16:00),Atalanta,1.3,2–2,1.8,Lazio,"11,981",Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
11,Sat,10/30/2021,18:00 (19:00),Hellas Verona,1.7,2–1,1.3,Juventus,"22,314",Stadio Marc'Antonio Bentegodi,Livio Marinelli,Match Report,
11,Sat,10/30/2021,20:45 (21:45),Torino,2.8,3–0,0.3,Sampdoria,"13,137",Stadio Olimpico di Torino,Francesco Fourneau,Match Report,
11,Sun,10/31/2021,12:30 (14:30),Inter,2.2,2–0,0.5,Udinese,"48,076",Stadio Giuseppe Meazza,Juan Sacchi,Match Report,
11,Sun,10/31/2021,15:00 (17:00),Sassuolo,1.3,1–2,1.7,Empoli,"3,539",Mapei Stadium - Città del Tricolore,Luca Massimi,Match Report,
11,Sun,10/31/2021,15:00 (17:00),Fiorentina,3.1,3–0,0.1,Spezia,"19,511",Stadio Artemio Franchi,Antonio Giua,Match Report,
11,Sun,10/31/2021,15:00 (17:00),Genoa,1.2,0–0,0.6,Venezia,"7,920",Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
11,Sun,10/31/2021,18:00 (20:00),Salernitana,0.5,0–1,1.9,Napoli,"17,043",Stadio Arechi,Michael Fabbri,Match Report,
11,Sun,10/31/2021,20:45 (22:45),Roma,1.7,1–2,1.9,Milan,"51,001",Stadio Olimpico,Fabio Maresca,Match Report,
11,Mon,11/1/2021,20:45 (22:45),Bologna,1.3,2–0,0.7,Cagliari,"10,126",Stadio Renato Dall'Ara,Davide Massa,Match Report,
,,,,,,,,,,,,,
12,Fri,11/5/2021,20:45 (22:45),Empoli,0.9,2–2,2,Genoa,"5,631",Stadio Carlo Castellani,Luca Pairetto,Match Report,
12,Sat,11/6/2021,15:00 (17:00),Spezia,0.4,1–0,0.5,Torino,"6,953",Stadio Alberto Picco,Daniele Orsato,Match Report,
12,Sat,11/6/2021,18:00 (20:00),Juventus,0.9,1–0,0.6,Fiorentina,"6,953",Allianz Stadium,Simone Sozza,Match Report,
12,Sat,11/6/2021,20:45 (22:45),Cagliari,0.9,1–2,3.2,Atalanta,"6,976",Unipol Domus,Marco Piccinini,Match Report,
12,Sun,11/7/2021,12:30 (14:30),Venezia,2.8,3–2,3.6,Roma,"8,263",Stadio Pierluigi Penzo,Gianluca Aureliano,Match Report,
12,Sun,11/7/2021,15:00 (17:00),Sampdoria,1.2,1–2,1.4,Bologna,"5,694",Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
12,Sun,11/7/2021,15:00 (17:00),Udinese,1.7,3–2,1.2,Sassuolo,"8,322",Dacia Arena,Federico Dionisi,Match Report,
12,Sun,11/7/2021,18:00 (20:00),Lazio,1.7,3–0,0.4,Salernitana,"25,000",Stadio Olimpico,Antonio Rapuano,Match Report,
12,Sun,11/7/2021,18:00 (20:00),Napoli,0.9,1–1,1.2,Hellas Verona,"28,000",Stadio Diego Armando Maradona,Giovanni Ayroldi,Match Report,
12,Sun,11/7/2021,20:45 (22:45),Milan,1.2,1–1,2.7,Inter,"56,608",Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
,,,,,,,,,,,,,
13,Sat,11/20/2021,15:00 (17:00),Atalanta,2.9,5–2,1,Spezia,"10,744",Stadio Atleti Azzurri d'Italia,Rosario Abisso,Match Report,
13,Sat,11/20/2021,18:00 (20:00),Lazio,0.3,0–2,2.5,Juventus,"45,000",Stadio Olimpico,Marco Di Bello,Match Report,
13,Sat,11/20/2021,20:45 (22:45),Fiorentina,1.3,4–3,2.2,Milan,"32,567",Stadio Artemio Franchi,Marco Guida,Match Report,
13,Sun,11/21/2021,12:30 (14:30),Sassuolo,3.1,2–2,1.4,Cagliari,"4,135",Mapei Stadium - Città del Tricolore,Niccolò Baroni,Match Report,
13,Sun,11/21/2021,15:00 (17:00),Bologna,2,0–1,0.9,Venezia,"15,255",Stadio Renato Dall'Ara,Daniele Chiffi,Match Report,
13,Sun,11/21/2021,15:00 (17:00),Salernitana,1.3,0–2,1.3,Sampdoria,"11,849",Stadio Arechi,Piero Giacomelli,Match Report,
13,Sun,11/21/2021,18:00 (20:00),Inter,2.1,3–2,0.9,Napoli,"56,649",Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
13,Sun,11/21/2021,20:45 (22:45),Genoa,0.1,0–2,2.3,Roma,"14,667",Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
13,Mon,11/22/2021,18:30 (20:30),Hellas Verona,1.6,2–1,1.7,Empoli,"13,797",Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Match Report,
13,Mon,11/22/2021,20:45 (22:45),Torino,1.9,2–1,1.7,Udinese,"7,034",Stadio Olimpico di Torino,Ivan Pezzuto,Match Report,
,,,,,,,,,,,,,
14,Fri,11/26/2021,20:45 (22:45),Cagliari,2,1–1,0.4,Salernitana,"9,700",Unipol Domus,Daniele Doveri,Match Report,
14,Sat,11/27/2021,15:00 (17:00),Sampdoria,0.9,3–1,1,Hellas Verona,"6,813",Stadio Comunale Luigi Ferraris,Lorenzo Maggioni,Match Report,
14,Sat,11/27/2021,15:00 (17:00),Empoli,2.2,2–1,2.6,Fiorentina,"7,878",Stadio Carlo Castellani,Juan Sacchi,Match Report,
14,Sat,11/27/2021,18:00 (20:00),Juventus,1,0–1,0.6,Atalanta,"29,886",Allianz Stadium,Giovanni Ayroldi,Match Report,
14,Sat,11/27/2021,20:45 (22:45),Venezia,0.2,0–2,2.9,Inter,"8,303",Stadio Pierluigi Penzo,Livio Marinelli,Match Report,
14,Sun,11/28/2021,12:30 (14:30),Udinese,1.3,0–0,1.1,Genoa,"11,537",Dacia Arena,Francesco Meraviglia,Match Report,
14,Sun,11/28/2021,15:00 (17:00),Milan,1.1,1–3,1.5,Sassuolo,"52,824",Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
14,Sun,11/28/2021,15:00 (17:00),Spezia,0.9,0–1,2.6,Bologna,"6,265",Stadio Alberto Picco,Luca Massimi,Match Report,
14,Sun,11/28/2021,18:00 (20:00),Roma,1,1–0,1.1,Torino,"46,728",Stadio Olimpico,Daniele Chiffi,Match Report,
14,Sun,11/28/2021,20:45 (22:45),Napoli,1.1,4–0,0.4,Lazio,"36,000",Stadio Diego Armando Maradona,Daniele Orsato,Match Report,
,,,,,,,,,,,,,
15,Tue,11/30/2021,18:30 (20:30),Atalanta,2.3,4–0,0.7,Venezia,"8,667",Stadio Atleti Azzurri d'Italia,Alberto Santoro,Match Report,
15,Tue,11/30/2021,18:30 (20:30),Fiorentina,3.1,3–1,0.8,Sampdoria,"17,913",Stadio Artemio Franchi,Federico Dionisi,Match Report,
15,Tue,11/30/2021,20:45 (22:45),Hellas Verona,1.4,0–0,0.8,Cagliari,"12,188",Stadio Marc'Antonio Bentegodi,Matteo Marcenaro,Match Report,
15,Tue,11/30/2021,20:45 (22:45),Salernitana,0.3,0–2,2,Juventus,"19,500",Stadio Arechi,Francesco Fourneau,Match Report,
15,Wed,12/1/2021,18:30 (20:30),Inter,3.3,2–0,0.4,Spezia,"30,076",Stadio Giuseppe Meazza,Davide Ghersini,Match Report,
15,Wed,12/1/2021,18:30 (20:30),Bologna,0.3,1–0,1,Roma,"15,780",Stadio Renato Dall'Ara,Luca Pairetto,Match Report,
15,Wed,12/1/2021,20:45 (22:45),Genoa,0.5,0–3,1.4,Milan,"14,000",Stadio Comunale Luigi Ferraris,Juan Sacchi,Match Report,
15,Wed,12/1/2021,20:45 (22:45),Sassuolo,0.5,2–2,1.1,Napoli,"8,192",Mapei Stadium - Città del Tricolore,Ivan Pezzuto,Match Report,
15,Thu,12/2/2021,18:30 (20:30),Torino,0.9,2–2,1.1,Empoli,"7,002",Stadio Olimpico di Torino,Andrea Colombo,Match Report,
15,Thu,12/2/2021,20:45 (22:45),Lazio,1.6,4–4,1.6,Udinese,"7,000",Stadio Olimpico,Marco Piccinini,Match Report,
,,,,,,,,,,,,,
16,Sat,12/4/2021,15:00 (17:00),Milan,2.3,2–0,0.4,Salernitana,"43,609",Stadio Giuseppe Meazza,Antonio Giua,Match Report,
16,Sat,12/4/2021,18:00 (20:00),Roma,0.9,0–3,1.4,Inter,"51,185",Stadio Olimpico,Marco Di Bello,Match Report,
16,Sat,12/4/2021,20:45 (22:45),Napoli,1.5,2–3,2.1,Atalanta,"30,000",Stadio Diego Armando Maradona,Maurizio Mariani,Match Report,
16,Sun,12/5/2021,12:30 (14:30),Bologna,0.6,2–3,1.3,Fiorentina,"18,175",Stadio Renato Dall'Ara,Massimiliano Irrati,Match Report,
16,Sun,12/5/2021,15:00 (17:00),Venezia,1.3,3–4,2.2,Hellas Verona,"7,608",Stadio Pierluigi Penzo,Alessandro Prontera,Match Report,
16,Sun,12/5/2021,15:00 (17:00),Spezia,2.2,2–2,1.7,Sassuolo,"4,987",Stadio Alberto Picco,Fabio Maresca,Match Report,
16,Sun,12/5/2021,18:00 (20:00),Sampdoria,1.7,1–3,0.9,Lazio,"5,883",Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
16,Sun,12/5/2021,20:45 (22:45),Juventus,2.8,2–0,0,Genoa,"18,458",Allianz Stadium,Daniele Chiffi,Match Report,
16,Mon,12/6/2021,18:30 (20:30),Empoli,2.5,3–1,2.2,Udinese,"4,808",Stadio Carlo Castellani,Daniele Paterna,Match Report,
16,Mon,12/6/2021,20:45 (22:45),Cagliari,1.5,1–1,1.4,Torino,"8,799",Unipol Domus,Luca Massimi,Match Report,
,,,,,,,,,,,,,
17,Fri,12/10/2021,20:45 (22:45),Genoa,1.1,1–3,1.9,Sampdoria,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
17,Sat,12/11/2021,15:00 (17:00),Fiorentina,2.1,4–0,1,Salernitana,"18,579",Stadio Artemio Franchi,Davide Ghersini,Match Report,
17,Sat,12/11/2021,18:00 (20:00),Venezia,0.5,1–1,2.3,Juventus,"8,350",Stadio Pierluigi Penzo,Paolo Valeri,Match Report,
17,Sat,12/11/2021,20:45 (22:45),Udinese,2.4,1–1,0.9,Milan,"16,385",Dacia Arena,Francesco Fourneau,Match Report,
17,Sun,12/12/2021,12:30 (14:30),Torino,1.8,2–1,1.2,Bologna,"6,562",Stadio Olimpico di Torino,Federico Dionisi,Match Report,
17,Sun,12/12/2021,15:00 (17:00),Hellas Verona,1.6,1–2,1.3,Atalanta,"15,000",Stadio Marc'Antonio Bentegodi,Juan Sacchi,Match Report,
17,Sun,12/12/2021,18:00 (20:00),Sassuolo,1.1,2–1,0.7,Lazio,"5,100",Mapei Stadium - Città del Tricolore,Simone Sozza,Match Report,
17,Sun,12/12/2021,18:00 (20:00),Napoli,2.5,0–1,0.8,Empoli,"20,000",Stadio Diego Armando Maradona,Livio Marinelli,Match Report,
17,Sun,12/12/2021,20:45 (22:45),Inter,3.1,4–0,0.4,Cagliari,"33,712",Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
17,Mon,12/13/2021,20:45 (22:45),Roma,2,2–0,0.9,Spezia,"44,844",Stadio Olimpico,Alessandro Prontera,Match Report,
,,,,,,,,,,,,,
18,Fri,12/17/2021,18:30 (20:30),Lazio,1.4,3–1,0.2,Genoa,"6,000",Stadio Olimpico,Luca Pairetto,Match Report,
18,Fri,12/17/2021,20:45 (22:45),Salernitana,0.8,0–5,3.5,Inter,"18,000",Stadio Arechi,Maurizio Mariani,Match Report,
18,Sat,12/18/2021,15:00 (17:00),Atalanta,1.5,1–4,1.8,Roma,"14,469",Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
18,Sat,12/18/2021,18:00 (20:00),Bologna,0.6,0–2,1,Juventus,"22,394",Stadio Renato Dall'Ara,Daniele Orsato,Match Report,
