Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sun,9/30/2018,15:00 (16:00),Fiorentina,1.1,2–0,0.8,Atalanta,"30,535",Stadio Artemio Franchi,Paolo Valeri,Match Report,
7,Sun,9/30/2018,15:00 (16:00),Frosinone,1.6,1–2,1,Genoa,"12,384",Stadio Benito Stirpe,Juan Sacchi,Match Report,
7,Sun,9/30/2018,18:00 (19:00),Parma,0.6,1–0,1.3,Empoli,"14,584",Stadio Ennio Tardini,Luca Pairetto,Match Report,
7,Sun,9/30/2018,20:30 (21:30),Sassuolo,0.7,1–4,1.2,Milan,"16,795",Stadio Città del Tricolore,Piero Giacomelli,Match Report,
7,Mon,10/1/2018,20:30 (21:30),Sampdoria,1.2,2–1,1.3,SPAL,"17,885",Stadio Comunale Luigi Ferraris,Federico La Penna,Match Report,
,,,,,,,,,,,,,
8,Fri,10/5/2018,20:30 (21:30),Torino,1.8,3–2,2,Frosinone,"16,554",Stadio Olimpico di Torino,Ivan Pezzuto,Match Report,
8,Sat,10/6/2018,15:00 (16:00),Cagliari,1.7,2–0,0.4,Bologna,"15,019",Sardegna Arena,Fabrizio Pasqua,Match Report,
8,Sat,10/6/2018,18:00 (19:00),Udinese,0.7,0–2,2.3,Juventus,"25,000",Dacia Arena,Rosario Abisso,Match Report,
8,Sat,10/6/2018,20:30 (21:30),Empoli,2.1,0–2,0.8,Roma,"10,670",Stadio Carlo Castellani,Paolo Mazzoleni,Match Report,
8,Sun,10/7/2018,12:30 (13:30),Genoa,1.8,1–3,1.2,Parma,"20,511",Stadio Comunale Luigi Ferraris,Daniele Chiffi,Match Report,
8,Sun,10/7/2018,15:00 (16:00),Milan,2.7,3–1,0.5,Chievo,"48,088",Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
8,Sun,10/7/2018,15:00 (16:00),Atalanta,2,0–1,0.5,Sampdoria,"19,164",Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
8,Sun,10/7/2018,15:00 (16:00),Lazio,1.5,1–0,1.1,Fiorentina,"30,000",Stadio Olimpico,Daniele Orsato,Match Report,
8,Sun,10/7/2018,18:00 (19:00),Napoli,1.5,2–0,1,Sassuolo,"29,647",Stadio San Paolo,Marco Di Bello,Match Report,
8,Sun,10/7/2018,20:30 (21:30),SPAL,3,1–2,1.4,Inter,"15,750",Stadio Paolo Mazza,Fabio Maresca,Match Report,
,,,,,,,,,,,,,
9,Sat,10/20/2018,15:00 (16:00),Roma,1.6,0–2,1.6,SPAL,"39,838",Stadio Olimpico,Luca Pairetto,Match Report,
9,Sat,10/20/2018,18:00 (19:00),Juventus,1.8,1–1,1,Genoa,"37,735",Allianz Stadium,Federico La Penna,Match Report,
9,Sat,10/20/2018,20:30 (21:30),Udinese,2,0–3,1.8,Napoli,"21,449",Dacia Arena,Maurizio Mariani,Match Report,
9,Sun,10/21/2018,12:30 (13:30),Frosinone,1.1,3–3,1.6,Empoli,"12,287",Stadio Benito Stirpe,Daniele Orsato,Match Report,
9,Sun,10/21/2018,15:00 (16:00),Chievo,0.9,1–5,2.1,Atalanta,"12,000",Stadio Marc'Antonio Bentegodi,Gianluca Rocchi,Match Report,
9,Sun,10/21/2018,15:00 (16:00),Bologna,1.5,2–2,0.9,Torino,"23,245",Stadio Renato Dall'Ara,Luca Banti,Match Report,
9,Sun,10/21/2018,15:00 (16:00),Parma,0.2,0–2,2.8,Lazio,"18,969",Stadio Ennio Tardini,Michael Fabbri,Match Report,
9,Sun,10/21/2018,18:00 (19:00),Fiorentina,1.6,1–1,1,Cagliari,"31,567",Stadio Artemio Franchi,Piero Giacomelli,Match Report,
9,Sun,10/21/2018,20:30 (21:30),Inter,1.6,1–0,0.7,Milan,"78,275",Stadio Giuseppe Meazza,Marco Guida,Match Report,
9,Mon,10/22/2018,20:30 (21:30),Sampdoria,1.3,0–0,0.6,Sassuolo,"19,064",Stadio Comunale Luigi Ferraris,Francesco Fourneau,Match Report,
,,,,,,,,,,,,,
10,Sat,10/27/2018,15:00 (16:00),Atalanta,3.3,3–0,0.9,Parma,"18,152",Stadio Atleti Azzurri d'Italia,Rosario Abisso,Match Report,
10,Sat,10/27/2018,18:00 (19:00),Empoli,0.3,1–2,1.7,Juventus,"15,889",Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
10,Sat,10/27/2018,20:30 (21:30),Torino,0.9,1–1,1.2,Fiorentina,"17,871",Stadio Olimpico di Torino,Michael Fabbri,Match Report,
10,Sun,10/28/2018,12:30 (14:30),Sassuolo,2.2,2–2,1.3,Bologna,"12,647",Stadio Città del Tricolore,Daniele Doveri,Match Report,
10,Sun,10/28/2018,15:00 (17:00),SPAL,0.9,0–3,1,Frosinone,"13,676",Stadio Paolo Mazza,Daniele Chiffi,Match Report,
10,Sun,10/28/2018,15:00 (17:00),Genoa,1.7,2–2,0.5,Udinese,"18,880",Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
10,Sun,10/28/2018,15:00 (17:00),Cagliari,1.5,2–1,1.2,Chievo,"15,805",Sardegna Arena,Marco Piccinini,Match Report,
10,Sun,10/28/2018,18:00 (20:00),Milan,2,3–2,0.6,Sampdoria,"47,347",Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
10,Sun,10/28/2018,20:30 (22:30),Napoli,2.1,1–1,0.6,Roma,"30,037",Stadio San Paolo,Davide Massa,Match Report,
10,Mon,10/29/2018,20:30 (22:30),Lazio,1.4,0–3,1.9,Inter,"40,068",Stadio Olimpico,Massimiliano Irrati,Match Report,
,,,,,,,,,,,,,
1,Wed,10/31/2018,20:30 (22:30),Milan,1.4,2–1,0.4,Genoa,"46,720",Stadio Giuseppe Meazza,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,,
11,Fri,11/2/2018,20:30 (22:30),Napoli,2,5–1,1.2,Empoli,"31,370",Stadio San Paolo,Luca Pairetto,Match Report,
11,Sat,11/3/2018,15:00 (17:00),Inter,2.9,5–0,0.4,Genoa,"67,532",Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
11,Sat,11/3/2018,18:00 (20:00),Fiorentina,1.3,1–1,1.6,Roma,"30,590",Stadio Artemio Franchi,Luca Banti,Match Report,
11,Sat,11/3/2018,20:30 (22:30),Juventus,1.8,3–1,0.7,Cagliari,"40,644",Allianz Stadium,Maurizio Mariani,Match Report,
11,Sun,11/4/2018,12:30 (14:30),Lazio,2.2,4–1,1.2,SPAL,"35,573",Stadio Olimpico,Marco Guida,Match Report,
11,Sun,11/4/2018,15:00 (17:00),Sampdoria,1.4,1–4,2.3,Torino,"20,364",Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
11,Sun,11/4/2018,15:00 (17:00),Parma,0.5,0–0,0.5,Frosinone,"14,004",Stadio Ennio Tardini,Gianluca Manganiello,Match Report,
11,Sun,11/4/2018,15:00 (17:00),Chievo,0.3,0–2,0.9,Sassuolo,"8,100",Stadio Marc'Antonio Bentegodi,Gianluca Aureliano,Match Report,
11,Sun,11/4/2018,18:00 (20:00),Bologna,1.9,1–2,1.7,Atalanta,"19,038",Stadio Renato Dall'Ara,Federico La Penna,Match Report,
11,Sun,11/4/2018,20:30 (22:30),Udinese,0.5,0–1,0.7,Milan,"23,540",Dacia Arena,Marco Di Bello,Match Report,
,,,,,,,,,,,,,
12,Fri,11/9/2018,20:30 (22:30),Frosinone,0.4,1–1,2.1,Fiorentina,"13,378",Stadio Benito Stirpe,Fabrizio Pasqua,Match Report,
12,Sat,11/10/2018,15:00 (17:00),Torino,2.6,1–2,1.6,Parma,"17,431",Stadio Olimpico di Torino,Davide Massa,Match Report,
12,Sat,11/10/2018,18:00 (20:00),SPAL,1.7,2–2,1.2,Cagliari,"13,250",Stadio Paolo Mazza,Daniele Doveri,Match Report,
12,Sat,11/10/2018,20:30 (22:30),Genoa,0.7,1–2,1.7,Napoli,"25,365",Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
12,Sun,11/11/2018,12:30 (14:30),Atalanta,3.4,4–1,1.4,Inter,"20,633",Stadio Atleti Azzurri d'Italia,Fabio Maresca,Match Report,
12,Sun,11/11/2018,15:00 (17:00),Roma,2.7,4–1,0.9,Sampdoria,"37,582",Stadio Olimpico,Massimiliano Irrati,Match Report,
12,Sun,11/11/2018,15:00 (17:00),Empoli,1.3,2–1,3.9,Udinese,"7,553",Stadio Carlo Castellani,Piero Giacomelli,Match Report,
12,Sun,11/11/2018,15:00 (17:00),Chievo,2.2,2–2,1.6,Bologna,"9,500",Stadio Marc'Antonio Bentegodi,Daniele Orsato,Match Report,
12,Sun,11/11/2018,18:00 (20:00),Sassuolo,0.7,1–1,1.6,Lazio,"11,317",Stadio Città del Tricolore,Giampaolo Calvarese,Match Report,
12,Sun,11/11/2018,20:30 (22:30),Milan,0.9,0–2,1.3,Juventus,"74,729",Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,,,
13,Sat,11/24/2018,15:00 (17:00),Udinese,1.4,1–0,1.3,Roma,"21,986",Dacia Arena,Michael Fabbri,Match Report,
13,Sat,11/24/2018,18:00 (20:00),Juventus,1.6,2–0,0.5,SPAL,"41,052",Allianz Stadium,Federico La Penna,Match Report,
13,Sat,11/24/2018,20:30 (22:30),Inter,2.5,3–0,0.2,Frosinone,"63,645",Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
13,Sun,11/25/2018,12:30 (14:30),Parma,2.1,2–1,1.5,Sassuolo,"14,354",Stadio Ennio Tardini,Paolo Valeri,Match Report,
13,Sun,11/25/2018,15:00 (17:00),Bologna,0.5,0–0,1.3,Fiorentina,"21,241",Stadio Renato Dall'Ara,Marco Di Bello,Match Report,
13,Sun,11/25/2018,15:00 (17:00),Empoli,2.2,3–2,1.9,Atalanta,"8,736",Stadio Carlo Castellani,Gianluca Manganiello,Match Report,
13,Sun,11/25/2018,15:00 (17:00),Napoli,1.5,0–0,0.4,Chievo,"44,468",Stadio San Paolo,Daniele Chiffi,Match Report,
13,Sun,11/25/2018,18:00 (20:00),Lazio,1.1,1–1,0.5,Milan,"38,269",Stadio Olimpico,Luca Banti,Match Report,
13,Sun,11/25/2018,20:30 (22:30),Genoa,2.1,1–1,0.6,Sampdoria,"31,756",Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
13,Mon,11/26/2018,20:30 (22:30),Cagliari,0.2,0–0,0.7,Torino,"15,804",Sardegna Arena,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,,
14,Sat,12/1/2018,15:00 (17:00),SPAL,0.8,2–2,2.1,Empoli,"12,622",Stadio Paolo Mazza,Paolo Mazzoleni,Match Report,
14,Sat,12/1/2018,18:00 (20:00),Fiorentina,1.3,0–3,1.7,Juventus,"40,872",Stadio Artemio Franchi,Daniele Orsato,Match Report,
14,Sat,12/1/2018,20:30 (22:30),Sampdoria,1.3,4–1,1.2,Bologna,"17,844",Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
14,Sun,12/2/2018,12:30 (14:30),Milan,1.4,2–1,1.4,Parma,"53,275",Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
14,Sun,12/2/2018,15:00 (17:00),Torino,2.2,2–1,1.6,Genoa,"15,324",Stadio Olimpico di Torino,Maurizio Mariani,Match Report,
14,Sun,12/2/2018,15:00 (17:00),Sassuolo,1.5,0–0,0.1,Udinese,"10,655",Stadio Città del Tricolore,Marco Guida,Match Report,
14,Sun,12/2/2018,15:00 (17:00),Frosinone,1.9,1–1,1.9,Cagliari,"12,377",Stadio Benito Stirpe,Marco Serra,Match Report,
14,Sun,12/2/2018,18:00 (20:00),Chievo,1,1–1,1.1,Lazio,"7,000",Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,
14,Sun,12/2/2018,20:30 (22:30),Roma,1.6,2–2,1.9,Inter,"41,009",Stadio Olimpico,Gianluca Rocchi,Match Report,
14,Mon,12/3/2018,20:30 (22:30),Atalanta,1.3,1–2,1.6,Napoli,"19,871",Stadio Atleti Azzurri d'Italia,Piero Giacomelli,Match Report,
,,,,,,,,,,,,,
15,Fri,12/7/2018,20:30 (22:30),Juventus,1.5,1–0,1,Inter,"41,495",Allianz Stadium,Massimiliano Irrati,Match Report,
15,Sat,12/8/2018,15:00 (17:00),Napoli,2.2,4–0,0.6,Frosinone,"34,631",Stadio San Paolo,Gianluca Manganiello,Match Report,
15,Sat,12/8/2018,18:00 (20:00),Cagliari,1.8,2–2,1.8,Roma,"14,938",Sardegna Arena,Paolo Mazzoleni,Match Report,
15,Sat,12/8/2018,20:30 (22:30),Lazio,4,2–2,0.8,Sampdoria,"28,000",Stadio Olimpico,Davide Massa,Match Report,
15,Sun,12/9/2018,12:30 (14:30),Sassuolo,1,3–3,2.2,Fiorentina,"11,436",Stadio Città del Tricolore,Daniele Chiffi,Match Report,
15,Sun,12/9/2018,15:00 (17:00),Udinese,1,1–3,2.2,Atalanta,"24,413",Dacia Arena,Giampaolo Calvarese,Match Report,
15,Sun,12/9/2018,15:00 (17:00),Parma,1.6,1–1,1.6,Chievo,"13,994",Stadio Ennio Tardini,Federico La Penna,Match Report,
15,Sun,12/9/2018,15:00 (17:00),Empoli,2,2–1,2.4,Bologna,"8,379",Stadio Carlo Castellani,Paolo Valeri,Match Report,
15,Sun,12/9/2018,18:00 (20:00),Genoa,1,1–1,2,SPAL,"19,571",Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
15,Sun,12/9/2018,20:30 (22:30),Milan,1,0–0,1,Torino,"44,572",Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
,,,,,,,,,,,,,
16,Sat,12/15/2018,18:00 (20:00),Inter,2.2,1–0,0.3,Udinese,"57,025",Stadio Giuseppe Meazza,Rosario Abisso,Match Report,
16,Sat,12/15/2018,20:30 (22:30),Torino,0.5,0–1,1.6,Juventus,"26,588",Stadio Olimpico di Torino,Marco Guida,Match Report,
16,Sun,12/16/2018,12:30 (14:30),SPAL,0.6,0–0,1.1,Chievo,"11,882",Stadio Paolo Mazza,Luca Banti,Match Report,
16,Sun,12/16/2018,15:00 (17:00),Frosinone,0.6,0–2,0.9,Sassuolo,"12,000",Stadio Benito Stirpe,Eugenio Abbattista,Match Report,
16,Sun,12/16/2018,15:00 (17:00),Sampdoria,1.5,2–0,0.5,Parma,"19,000",Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
16,Sun,12/16/2018,15:00 (17:00),Fiorentina,1.6,3–1,1.4,Empoli,"30,000",Stadio Artemio Franchi,Piero Giacomelli,Match Report,
16,Sun,12/16/2018,18:00 (20:00),Cagliari,0.6,0–1,1,Napoli,"15,081",Sardegna Arena,Daniele Doveri,Match Report,
16,Sun,12/16/2018,20:30 (22:30),Roma,1.9,3–2,2,Genoa,"29,111",Stadio Olimpico,Marco Di Bello,Match Report,
16,Mon,12/17/2018,20:30 (22:30),Atalanta,0.7,1–0,0.8,Lazio,"17,401",Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
16,Tue,12/18/2018,20:30 (22:30),Bologna,0.4,0–0,0.6,Milan,"22,214",Stadio Renato Dall'Ara,Fabio Maresca,Match Report,
,,,,,,,,,,,,,
17,Sat,12/22/2018,12:30 (14:30),Lazio,2.7,3–1,1.8,Cagliari,"20,000",Stadio Olimpico,Gianluca Manganiello,Match Report,
17,Sat,12/22/2018,15:00 (17:00),Empoli,1.4,2–4,1.8,Sampdoria,"8,815",Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
17,Sat,12/22/2018,15:00 (17:00),Sassuolo,2.5,1–1,0.3,Torino,"11,148",Stadio Città del Tricolore,Luca Banti,Match Report,
17,Sat,12/22/2018,15:00 (17:00),Napoli,2.2,1–0,0.6,SPAL,"37,093",Stadio San Paolo,Federico La Penna,Match Report,
17,Sat,12/22/2018,15:00 (17:00),Milan,0.7,0–1,0.3,Fiorentina,"52,592",Stadio Giuseppe Meazza,Maurizio Mariani,Match Report,
17,Sat,12/22/2018,15:00 (17:00),Genoa,1.5,3–1,2.4,Atalanta,"19,841",Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
17,Sat,12/22/2018,15:00 (17:00),Udinese,0.4,1–1,1.4,Frosinone,"18,000",Dacia Arena,Paolo Valeri,Match Report,
17,Sat,12/22/2018,18:00 (20:00),Chievo,0.7,1–1,2.1,Inter,"22,000",Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,Match Report,
17,Sat,12/22/2018,18:00 (20:00),Parma,0.8,0–0,0.3,Bologna,"15,058",Stadio Ennio Tardini,Rosario Abisso,Match Report,
17,Sat,12/22/2018,20:30 (22:30),Juventus,1.5,1–0,0.4,Roma,"40,069",Allianz Stadium,Davide Massa,Match Report,
,,,,,,,,,,,,,
18,Wed,12/26/2018,12:30 (14:30),Frosinone,0.8,0–0,1.7,Milan,"15,217",Stadio Benito Stirpe,Marco Guida,Match Report,
18,Wed,12/26/2018,15:00 (17:00),Fiorentina,1.8,0–1,0.4,Parma,"31,767",Stadio Artemio Franchi,Michael Fabbri,Match Report,
18,Wed,12/26/2018,15:00 (17:00),Atalanta,1.4,2–2,1.1,Juventus,"19,787",Stadio Atleti Azzurri d'Italia,Luca Banti,Match Report,
18,Wed,12/26/2018,15:00 (17:00),Sampdoria,0.7,2–0,0.3,Chievo,"19,190",Stadio Comunale Luigi Ferraris,Antonio Giua,Match Report,
18,Wed,12/26/2018,15:00 (17:00),Cagliari,1.2,1–0,0.6,Genoa,"15,777",Sardegna Arena,Daniele Orsato,Match Report,
