Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
1,Sat,8/19/2017,18:00 (19:00),Juventus,1.1,3–0,1.4,Cagliari,"39,226",Allianz Stadium,Fabio Maresca,Match Report,
1,Sat,8/19/2017,20:45 (21:45),Hellas Verona,1.3,1–3,2.1,Napoli,"15,215",Stadio Marc'Antonio Bentegodi,Michael Fabbri,Match Report,
1,Sun,8/20/2017,18:00 (19:00),Atalanta,1.5,0–1,0.4,Roma,"19,108",Stadio Atleti Azzurri d'Italia,Piero Giacomelli,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Udinese,0.8,1–2,0.5,Chievo,"13,000",Dacia Arena,Claudio Gavillucci,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Inter,2.3,3–0,0.6,Fiorentina,"51,752",Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Bologna,0.6,1–1,0.4,Torino,"19,033",Stadio Renato Dall'Ara,Davide Massa,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Sampdoria,2.7,2–1,0.9,Benevento,"19,223",Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Crotone,0.4,0–3,1.8,Milan,"13,478",Stadio Ezio Scida,Maurizio Mariani,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Lazio,0.8,0–0,0.6,SPAL,"25,000",Stadio Olimpico,Rosario Abisso,Match Report,
1,Sun,8/20/2017,20:45 (21:45),Sassuolo,0.5,0–0,0.9,Genoa,"8,134",Stadio Città del Tricolore,Antonio Damato,Match Report,
,,,,,,,,,,,,,
2,Sat,8/26/2017,18:00 (19:00),Genoa,1.2,2–4,2.1,Juventus,"26,296",Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
2,Sat,8/26/2017,18:00 (19:00),Benevento,0.9,0–1,1.7,Bologna,"11,054",Stadio Ciro Vigorito,Giampaolo Calvarese,Match Report,
2,Sat,8/26/2017,20:45 (21:45),Roma,1.4,1–3,2.4,Inter,"49,388",Stadio Olimpico,Massimiliano Irrati,Match Report,
2,Sun,8/27/2017,18:00 (19:00),Torino,1.1,3–0,0.8,Sassuolo,"18,289",Stadio Olimpico di Torino,Paolo Mazzoleni,Match Report,
2,Sun,8/27/2017,20:45 (21:45),SPAL,1.5,3–2,1.2,Udinese,"11,000",Stadio Paolo Mazza,Paolo Valeri,Match Report,
2,Sun,8/27/2017,20:45 (21:45),Napoli,1.2,3–1,0.9,Atalanta,"35,102",Stadio San Paolo,Marco Di Bello,Match Report,
2,Sun,8/27/2017,20:45 (21:45),Crotone,0.8,0–0,0.2,Hellas Verona,"9,158",Stadio Ezio Scida,Marco Guida,Match Report,
2,Sun,8/27/2017,20:45 (21:45),Milan,1.4,2–1,0.7,Cagliari,"49,525",Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
2,Sun,8/27/2017,20:45 (21:45),Fiorentina,2,1–2,2.2,Sampdoria,"25,611",Stadio Artemio Franchi,Daniele Doveri,Match Report,
2,Sun,8/27/2017,20:45 (21:45),Chievo,0.9,1–2,1.5,Lazio,"10,000",Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,Match Report,
,,,,,,,,,,,,,
3,Sat,9/9/2017,18:00 (19:00),Juventus,1.3,3–0,0.6,Chievo,"39,457",Allianz Stadium,Michael Fabbri,Match Report,
