Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,1,Wed,9/13/2017,21:45,Shakhtar ua,1.4,2–1,1.9,it Napoli,"32,679",L'viv Arena,Felix Zwayer,Match Report,
,,,,,,,,,,,,,,
Group stage,2,Tue,9/26/2017,19:45 (21:45),Manchester City eng,3.2,2–0,0.5,ua Shakhtar,"45,310",Academy Stadium,Jorge de Sousa,Match Report,
Group stage,2,Tue,9/26/2017,20:45 (21:45),Sevilla es,3.9,3–0,0.4,si NK Maribor,"34,705",Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakov,Match Report,
Group stage,2,Tue,9/26/2017,20:45 (21:45),Dortmund de,1.2,1–3,3.2,es Real Madrid,"65,849",Signal Iduna Park,Björn Kuipers,Match Report,
Group stage,2,Tue,9/26/2017,20:45 (21:45),Monaco fr,0.6,0–3,2.9,pt Porto,"11,703",Stade Louis II.,Slavko Vinčić,Match Report,
Group stage,2,Tue,9/26/2017,20:45 (21:45),Napoli it,0.9,3–1,1.6,nl Feyenoord,"22,577",Stadio San Paolo,William Collum,Match Report,
Group stage,2,Tue,9/26/2017,21:45,Spartak Moscow ru,0.2,1–1,2.8,eng Liverpool,"43,376",Otkrytie Arena,Clément Turpin,Match Report,
Group stage,2,Tue,9/26/2017,21:45,Beşiktaş tr,1,2–0,1.1,de RB Leipzig,"36,641",Vodafone Arena,Sergey Karasev,Match Report,
Group stage,2,Tue,9/26/2017,21:45,APOEL FC cy,1,0–3,1.8,eng Tottenham,"16,324",Neo GSP,Pavel Královec,Match Report,
Group stage,2,Thu,9/28/2017,00:45 (21:45),CSKA Moscow ru,0.6,1–4,4.3,eng Manchester Utd,"29,073",Stadion CSKA,Jonas Eriksson,Match Report,
Group stage,2,Wed,9/27/2017,19:45 (21:45),Sporting CP pt,0.7,0–1,0.9,es Barcelona,"48,575",Estádio José Alvalade,Ovidiu Hațegan,Match Report,
Group stage,2,Wed,9/27/2017,20:00 (19:00),Qarabağ FK az,0.9,1–2,1.9,it Roma,"67,200",Bakı Olimpiya Stadionu,Artur Soares Dias,Match Report,
Group stage,2,Wed,9/27/2017,20:45 (21:45),Atlético Madrid es,1.4,1–2,2.5,eng Chelsea,"60,643",Estadio Wanda Metropolitano,Cüneyt Çakιr,Match Report,
Group stage,2,Wed,9/27/2017,20:45 (21:45),Juventus it,2.3,2–0,0.5,gr Olympiacos,"33,460",Allianz Stadium,Tobias Stieler,Match Report,
Group stage,2,Wed,9/27/2017,20:45 (21:45),Basel ch,3.2,5–0,0.4,pt Benfica,"34,111",St. Jakob-Park,Craig Thomson,Match Report,
Group stage,2,Wed,9/27/2017,20:45 (21:45),Paris S-G fr,2,3–0,1,de Bayern Munich,"46,252",Parc des Princes,Antonio Matéu Lahoz,Match Report,
Group stage,2,Wed,9/27/2017,20:45 (21:45),Anderlecht be,0.6,0–3,1.2,sct Celtic,"19,898",Stade Constant Vanden Stock,Jesús Gil,Match Report,
,,,,,,,,,,,,,,
Group stage,3,Tue,10/17/2017,19:45 (21:45),Manchester City eng,2.7,2–1,2.2,it Napoli,"48,520",Etihad Stadium,Antonio Matéu Lahoz,Match Report,
Group stage,3,Tue,10/17/2017,20:45 (21:45),Feyenoord nl,1.6,1–2,1.3,ua Shakhtar,"43,500",Stadion Feijenoord,Alberto Undiano,Match Report,
Group stage,3,Tue,10/17/2017,20:45 (21:45),Monaco fr,0.7,1–2,1.2,tr Beşiktaş,"7,403",Stade Louis II.,Milorad Mažić,Match Report,
Group stage,3,Tue,10/17/2017,20:45 (21:45),RB Leipzig de,2.5,3–2,1.1,pt Porto,"41,496",Red Bull Arena,Paolo Tagliavento,Match Report,
Group stage,3,Tue,10/17/2017,20:45 (21:45),Real Madrid es,2.9,1–1,0.9,eng Tottenham,"76,589",Estadio Santiago Bernabéu,Szymon Marciniak,Match Report,
Group stage,3,Tue,10/17/2017,20:45 (21:45),NK Maribor si,0.4,0–7,4.6,eng Liverpool,"12,506",Ljudski vrt,Viktor Kassai,Match Report,
Group stage,3,Tue,10/17/2017,21:45,Spartak Moscow ru,1.7,5–1,1.3,es Sevilla,"44,307",Otkrytie Arena,Gianluca Rocchi,Match Report,
Group stage,3,Tue,10/17/2017,21:45,APOEL FC cy,1,1–1,2.1,de Dortmund,"15,604",Neo GSP,Aliaksei Kulbakov,Match Report,
Group stage,3,Wed,10/18/2017,19:45 (21:45),Benfica pt,0.5,0–1,0.6,eng Manchester Utd,"57,684",Estádio do Sport Lisboa e Benfica,Felix Zwayer,Match Report,
Group stage,3,Wed,10/18/2017,19:45 (21:45),Chelsea eng,1.6,3–3,1.6,it Roma,"41,105",Stamford Bridge,Damir Skomina,Match Report,
Group stage,3,Wed,10/18/2017,20:00 (19:00),Qarabağ FK az,0.4,0–0,1.9,es Atlético Madrid,"47,923",Bakı Olimpiya Stadionu,Ruddy Buquet,Match Report,
Group stage,3,Wed,10/18/2017,20:45 (21:45),Barcelona es,3.5,3–1,0.2,gr Olympiacos,"55,026",Camp Nou,William Collum,Match Report,
Group stage,3,Wed,10/18/2017,20:45 (21:45),Anderlecht be,1.2,0–4,3.3,fr Paris S-G,"19,108",Stade Constant Vanden Stock,Pavel Královec,Match Report,
Group stage,3,Wed,10/18/2017,20:45 (21:45),Bayern Munich de,3.2,3–0,0.6,sct Celtic,"70,000",Allianz Arena,Sergey Karasev,Match Report,
Group stage,3,Wed,10/18/2017,20:45 (21:45),Juventus it,1.5,2–1,0.5,pt Sporting CP,"36,288",Allianz Stadium,Michael Oliver,Match Report,
Group stage,3,Wed,10/18/2017,21:45,CSKA Moscow ru,0.4,0–2,1.4,ch Basel,"27,996",VEB Arena,Björn Kuipers,Match Report,
,,,,,,,,,,,,,,
Group stage,4,Tue,10/31/2017,19:45 (22:45),Celtic sct,1.4,1–2,0.7,de Bayern Munich,"58,269",Celtic Park,Danny Makkelie,Match Report,
Group stage,4,Tue,10/31/2017,19:45 (22:45),Sporting CP pt,0.5,1–1,2,it Juventus,"48,442",Estádio José Alvalade,Clément Turpin,Match Report,
Group stage,4,Tue,10/31/2017,19:45 (22:45),Manchester Utd eng,2.7,2–0,0.9,pt Benfica,"74,437",Old Trafford,Gediminas Mažeika,Match Report,
Group stage,4,Tue,10/31/2017,20:45 (22:45),Paris S-G fr,2.6,5–0,0.2,be Anderlecht,"46,403",Parc des Princes,David Fernández,Match Report,
Group stage,4,Tue,10/31/2017,20:45 (22:45),Atlético Madrid es,3.2,1–1,0.2,az Qarabağ FK,"55,893",Estadio Wanda Metropolitano,Deniz Aytekin,Match Report,
Group stage,4,Tue,10/31/2017,20:45 (22:45),Roma it,1.5,3–0,1.3,eng Chelsea,"55,036",Stadio Olimpico,Jonas Eriksson,Match Report,
Group stage,4,Tue,10/31/2017,20:45 (22:45),Basel ch,1.2,1–2,1.3,ru CSKA Moscow,"33,303",St. Jakob-Park,Milorad Mažić,Match Report,
Group stage,4,Tue,10/31/2017,21:45 (22:45),Olympiacos gr,0.3,0–0,1.8,es Barcelona,"31,600",Stadio Georgios Karaiskáki,Anthony Taylor,Match Report,
Group stage,4,Wed,11/1/2017,19:45 (22:45),Tottenham eng,2.3,3–1,2.2,es Real Madrid,"83,782",Wembley Stadium,Cüneyt Çakιr,Match Report,
Group stage,4,Wed,11/1/2017,19:45 (22:45),Porto pt,1.8,3–1,0.6,de RB Leipzig,"41,616",Estádio Do Dragão,Ovidiu Hațegan,Match Report,
Group stage,4,Wed,11/1/2017,19:45 (22:45),Liverpool eng,2.7,3–0,0.3,si NK Maribor,"47,957",Anfield,Ivan Kružliak,Match Report,
Group stage,4,Wed,11/1/2017,20:00,Beşiktaş tr,1.3,1–1,1,fr Monaco,"39,346",Vodafone Arena,Paolo Tagliavento,Match Report,
Group stage,4,Wed,11/1/2017,20:45 (22:45),Sevilla es,0.9,2–1,1.2,ru Spartak Moscow,"38,002",Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,Match Report,
Group stage,4,Wed,11/1/2017,20:45 (22:45),Dortmund de,2.8,1–1,0.6,cy APOEL FC,"64,500",Fußballpark BVB Hohenbuschei,Matej Jug,Match Report,
Group stage,4,Wed,11/1/2017,20:45 (22:45),Napoli it,2.1,2–4,1.4,eng Manchester City,"44,483",Stadio San Paolo,Felix Brych,Match Report,
Group stage,4,Wed,11/1/2017,21:45 (22:45),Shakhtar ua,2.6,3–1,1,nl Feyenoord,"24,570",Oblasny SportKomplex Metalist,Tasos Sidiropoulos,Match Report,
,,,,,,,,,,,,,,
Group stage,5,Tue,11/21/2017,19:45 (22:45),Manchester City eng,1.3,1–0,0.3,nl Feyenoord,"43,548",Etihad Stadium,Ivan Kružliak,Match Report,
Group stage,5,Tue,11/21/2017,20:00,Beşiktaş tr,0.7,1–1,0.7,pt Porto,"36,919",Vodafone Arena,Antonio Matéu Lahoz,Match Report,
Group stage,5,Tue,11/21/2017,20:00,Spartak Moscow ru,1.4,1–1,1.2,si NK Maribor,"42,920",Otkrytie Arena,William Collum,Match Report,
Group stage,5,Tue,11/21/2017,20:45 (22:45),Sevilla es,1.9,3–3,2.3,eng Liverpool,"39,495",Estadio Ramón Sánchez Pizjuán,Felix Brych,Match Report,
Group stage,5,Tue,11/21/2017,20:45 (22:45),Napoli it,1.9,3–0,0.5,ua Shakhtar,"10,573",Stadio San Paolo,Damir Skomina,Match Report,
Group stage,5,Tue,11/21/2017,20:45 (22:45),Dortmund de,1.1,1–2,1.1,eng Tottenham,"65,849",Signal Iduna Park,Clément Turpin,Match Report,
Group stage,5,Tue,11/21/2017,20:45 (22:45),Monaco fr,0.8,1–4,1.5,de RB Leipzig,"9,029",Stade Louis II.,Alberto Undiano,Match Report,
Group stage,5,Tue,11/21/2017,21:45 (22:45),APOEL FC cy,0.5,0–6,3.7,es Real Madrid,"19,705",Neo GSP,Artur Soares Dias,Match Report,
Group stage,5,Wed,11/22/2017,19:45 (22:45),Sporting CP pt,2,3–1,0.4,gr Olympiacos,"42,528",Estádio José Alvalade,Felix Zwayer,Match Report,
Group stage,5,Wed,11/22/2017,20:00,CSKA Moscow ru,1,2–0,1,pt Benfica,"27,709",VEB Arena,Deniz Aytekin,Match Report,
Group stage,5,Wed,11/22/2017,20:45 (22:45),Juventus it,0.5,0–0,0.9,es Barcelona,"40,876",Allianz Stadium,Milorad Mažić,Match Report,
Group stage,5,Wed,11/22/2017,20:45 (22:45),Basel ch,1.1,1–0,1.5,eng Manchester Utd,"36,000",St. Jakob-Park,Daniele Orsato,Match Report,
Group stage,5,Wed,11/22/2017,20:45 (22:45),Anderlecht be,1.8,1–2,2.2,de Bayern Munich,"19,753",Stade Constant Vanden Stock,Anthony Taylor,Match Report,
Group stage,5,Wed,11/22/2017,20:45 (22:45),Paris S-G fr,2.8,7–1,0.3,sct Celtic,"46,288",Parc des Princes,Tasos Sidiropoulos,Match Report,
Group stage,5,Wed,11/22/2017,20:45 (22:45),Atlético Madrid es,1.4,2–0,0.5,it Roma,"56,253",Estadio Wanda Metropolitano,Björn Kuipers,Match Report,
Group stage,5,Wed,11/22/2017,21:00 (20:00),Qarabağ FK az,0.2,0–4,3.9,eng Chelsea,"67,100",Bakı Olimpiya Stadionu,Jorge de Sousa,Match Report,
,,,,,,,,,,,,,,
Group stage,6,Tue,12/5/2017,19:45 (22:45),Chelsea eng,2.9,1–1,1,es Atlético Madrid,"40,875",Stamford Bridge,Danny Makkelie,Match Report,
Group stage,6,Tue,12/5/2017,19:45 (22:45),Celtic sct,0.8,0–1,0.7,be Anderlecht,"57,931",Celtic Park,Matej Jug,Match Report,
Group stage,6,Tue,12/5/2017,19:45 (22:45),Manchester Utd eng,2.9,2–1,0.8,ru CSKA Moscow,"74,669",Old Trafford,Gianluca Rocchi,Match Report,
Group stage,6,Tue,12/5/2017,19:45 (22:45),Benfica pt,1.4,0–2,1.4,ch Basel,"22,470",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,
Group stage,6,Tue,12/5/2017,20:45 (22:45),Barcelona es,1.2,2–0,1,pt Sporting CP,"48,336",Camp Nou,Craig Thomson,Match Report,
Group stage,6,Tue,12/5/2017,20:45 (22:45),Roma it,1.9,1–0,0.4,az Qarabağ FK,"34,258",Stadio Olimpico,Tobias Stieler,Match Report,
Group stage,6,Tue,12/5/2017,20:45 (22:45),Bayern Munich de,1.8,3–1,1.9,fr Paris S-G,"70,000",Allianz Arena,Cüneyt Çakιr,Match Report,
Group stage,6,Tue,12/5/2017,21:45 (22:45),Olympiacos gr,1,0–2,1.5,it Juventus,"29,567",Stadio Georgios Karaiskáki,David Fernández,Match Report,
Group stage,6,Wed,12/6/2017,19:45 (22:45),Tottenham eng,2.3,3–0,0.6,cy APOEL FC,"42,679",Wembley Stadium,Slavko Vinčić,Match Report,
Group stage,6,Wed,12/6/2017,19:45 (22:45),Porto pt,1.9,5–2,1.7,fr Monaco,"42,509",Estádio Do Dragão,Jonas Eriksson,Match Report,
Group stage,6,Wed,12/6/2017,19:45 (22:45),Liverpool eng,4.2,7–0,0.6,ru Spartak Moscow,"48,779",Anfield,Szymon Marciniak,Match Report,
Group stage,6,Wed,12/6/2017,20:45 (22:45),RB Leipzig de,3,1–2,1.8,tr Beşiktaş,"42,558",Red Bull Arena,Viktor Kassai,Match Report,
Group stage,6,Wed,12/6/2017,20:45 (22:45),Feyenoord nl,0.7,2–1,1.3,it Napoli,"36,500",Stadion Feijenoord,Michael Oliver,Match Report,
Group stage,6,Wed,12/6/2017,20:45 (22:45),NK Maribor si,0.8,1–1,1.7,es Sevilla,"11,976",Ljudski vrt,Ovidiu Hațegan,Match Report,
Group stage,6,Wed,12/6/2017,20:45 (22:45),Real Madrid es,2.7,3–2,1.7,de Dortmund,"73,323",Estadio Santiago Bernabéu,Pavel Královec,Match Report,
Group stage,6,Wed,12/6/2017,21:45 (22:45),Shakhtar ua,1.7,2–1,1.7,eng Manchester City,"33,154",Oblasny SportKomplex Metalist,Benoît Bastien,Match Report,
,,,,,,,,,,,,,,
Round of 16,,Tue,2/13/2018,20:45 (22:45),Basel ch,1,0–4,0.7,eng Manchester City,"36,000",St. Jakob-Park,Jonas Eriksson,Match Report,Leg 1 of 2
Round of 16,,Tue,2/13/2018,20:45 (22:45),Juventus it,2.5,2–2,1.8,eng Tottenham,"41,232",Allianz Stadium,Felix Brych,Match Report,Leg 1 of 2
Round of 16,,Wed,2/14/2018,19:45 (22:45),Porto pt,0.5,0–5,2.6,eng Liverpool,"47,718",Estádio Do Dragão,Daniele Orsato,Match Report,Leg 1 of 2
Round of 16,,Wed,2/14/2018,20:45 (22:45),Real Madrid es,2.4,3–1,1,fr Paris S-G,"78,158",Estadio Ramón Sánchez Pizjuán,Gianluca Rocchi,Match Report,Leg 1 of 2
Round of 16,,Tue,2/20/2018,19:45 (22:45),Chelsea eng,0.5,1–1,0.6,es Barcelona,"37,741",Stamford Bridge,Cüneyt Çakιr,Match Report,Leg 1 of 2
Round of 16,,Tue,2/20/2018,20:45 (22:45),Bayern Munich de,4.9,5–0,0.3,tr Beşiktaş,"70,000",Allianz Arena,Ovidiu Hațegan,Match Report,Leg 1 of 2
Round of 16,,Wed,2/21/2018,20:45 (22:45),Sevilla es,2,0–0,0.7,eng Manchester Utd,"39,725",Estadio Ramón Sánchez Pizjuán,Clément Turpin,Match Report,Leg 1 of 2
Round of 16,,Wed,2/21/2018,21:45 (22:45),Shakhtar ua,1.7,2–1,1.8,it Roma,"35,124",Oblasny SportKomplex Metalist,William Collum,Match Report,Leg 1 of 2
Round of 16,,Tue,3/6/2018,19:45 (22:45),Liverpool eng,1.6,0–0,0.6,pt Porto,"48,768",Anfield,Felix Zwayer,Match Report,Leg 2 of 2; Liverpool won
Round of 16,,Tue,3/6/2018,20:45 (22:45),Paris S-G fr,1.1,1–2,2.2,es Real Madrid,"46,585",Parc des Princes,Felix Brych,Match Report,Leg 2 of 2; Real Madrid won
Round of 16,,Wed,3/7/2018,19:45 (22:45),Tottenham eng,1.7,1–2,1.5,it Juventus,"84,010",Wembley Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Juventus won
Round of 16,,Wed,3/7/2018,19:45 (22:45),Manchester City eng,1.6,1–2,0.6,ch Basel,"49,411",Etihad Stadium,Pavel Královec,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Tue,3/13/2018,19:45 (22:45),Manchester Utd eng,1.9,1–2,1.7,es Sevilla,"74,909",Old Trafford,Danny Makkelie,Match Report,Leg 2 of 2; Sevilla won
Round of 16,,Tue,3/13/2018,20:45 (22:45),Roma it,0.7,1–0,0.2,ua Shakhtar,"47,693",Stadio Olimpico,Alberto Undiano,Match Report,Leg 2 of 2; Roma won
Round of 16,,Wed,3/14/2018,20:00,Beşiktaş tr,1.2,1–3,2.1,de Bayern Munich,"36,885",Vodafone Arena,Michael Oliver,Match Report,Leg 2 of 2; Bayern Munich won
Round of 16,,Wed,3/14/2018,20:45 (22:45),Barcelona es,1,3–0,0.7,eng Chelsea,"97,183",Camp Nou,Damir Skomina,Match Report,Leg 2 of 2; Barcelona won
Quarter-finals,,Tue,4/3/2018,20:45 (21:45),Sevilla es,0.9,1–2,1.4,de Bayern Munich,"40,635",Estadio Ramón Sánchez Pizjuán,Daniele Orsato,Match Report,Leg 1 of 2
Quarter-finals,,Tue,4/3/2018,20:45 (21:45),Juventus it,1.6,0–3,3.1,es Real Madrid,"40,849",Allianz Stadium,Cüneyt Çakιr,Match Report,Leg 1 of 2
Quarter-finals,,Wed,4/4/2018,19:45 (21:45),Liverpool eng,1.6,3–0,0.6,eng Manchester City,"50,685",Anfield,Felix Brych,Match Report,Leg 1 of 2
Quarter-finals,,Wed,4/4/2018,20:45 (21:45),Barcelona es,1.9,4–1,1.7,it Roma,"90,106",Camp Nou,Danny Makkelie,Match Report,Leg 1 of 2
Quarter-finals,,Tue,4/10/2018,19:45 (21:45),Manchester City eng,1.2,1–2,0.8,eng Liverpool,"53,461",Etihad Stadium,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won
Quarter-finals,,Tue,4/10/2018,20:45 (21:45),Roma it,2.7,3–0,0.9,es Barcelona,"56,580",Stadio Olimpico,Clément Turpin,Match Report,Leg 2 of 2; Roma won
Quarter-finals,,Wed,4/11/2018,20:45 (21:45),Bayern Munich de,1.2,0–0,0.6,es Sevilla,"70,000",Allianz Arena,William Collum,Match Report,Leg 2 of 2; Bayern Munich won
Quarter-finals,,Wed,4/11/2018,20:45 (21:45),Real Madrid es,2.7,1–3,2.7,it Juventus,"75,796",Estadio Santiago Bernabéu,Michael Oliver,Match Report,Leg 2 of 2; Real Madrid won
Semi-finals,,Tue,4/24/2018,19:45 (21:45),Liverpool eng,3.7,5–2,1.9,it Roma,"51,236",Anfield,Felix Brych,Match Report,Leg 1 of 2
Semi-finals,,Wed,4/25/2018,20:45 (21:45),Bayern Munich de,1.9,1–2,0.7,es Real Madrid,"70,000",Allianz Arena,Björn Kuipers,Match Report,Leg 1 of 2
Semi-finals,,Tue,5/1/2018,20:45 (21:45),Real Madrid es,1.8,2–2,3,de Bayern Munich,"77,459",Estadio Santiago Bernabéu,Cüneyt Çakιr,Match Report,Leg 2 of 2; Real Madrid won
Semi-finals,,Wed,5/2/2018,20:45 (21:45),Roma it,2.4,4–2,1.6,eng Liverpool,"61,889",Stadio Olimpico,Damir Skomina,Match Report,Leg 2 of 2; Liverpool won
Final,,Sat,5/26/2018,21:45,Real Madrid es,1.5,3–1,1.9,eng Liverpool,"61,561",NSK Olimpijs'kyj (Neutral Site),Milorad Mažić,Match Report,
