Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,2,Wed,10/28/2020,21:00 (23:00),Dortmund de,1.7,2–0,0.2,ru Zenit,,Signal Iduna Park,Björn Kuipers,Match Report,
Group stage,2,Wed,10/28/2020,21:00 (23:00),Club Brugge be,2.1,1–1,0.8,it Lazio,,Jan Breydelstadion,Anthony Taylor,Match Report,
Group stage,2,Wed,10/28/2020,21:00 (23:00),Sevilla es,2.6,1–0,0.1,fr Rennes,,Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,Match Report,
Group stage,2,Wed,10/28/2020,21:00 (23:00),Ferencváros hu,1,2–2,1.6,ua Dynamo Kyiv,"6,171",Groupama Arena,Ivan Kružliak,Match Report,
Group stage,2,Wed,10/28/2020,21:00 (23:00),Juventus it,0.4,0–2,2.3,es Barcelona,,Allianz Stadium,Danny Makkelie,Match Report,
,,,,,,,,,,,,,,
Group stage,3,Tue,11/3/2020,19:55 (20:55),Shakhtar ua,0.4,0–6,2.3,de M'Gladbach,,Oblasny SportKomplex Metalist,Serdar Gözübüyük,Match Report,
Group stage,3,Tue,11/3/2020,20:00 (23:00),Porto pt,2.4,3–0,1,fr Marseille,,Estádio Do Dragão,Antonio Matéu Lahoz,Match Report,
Group stage,3,Tue,11/3/2020,20:00 (23:00),Manchester City eng,1.7,3–0,0.6,gr Olympiacos,,Etihad Stadium,Carlos del Cerro,Match Report,
Group stage,3,Tue,11/3/2020,20:55,Loko Moscow ru,0.9,1–1,1,es Atlético Madrid,"8,147",RZD Arena,Benoît Bastien,Match Report,
Group stage,3,Tue,11/3/2020,21:00 (23:00),RB Salzburg at,1.8,2–6,2.9,de Bayern Munich,,Red Bull Arena,Danny Makkelie,Match Report,
Group stage,3,Tue,11/3/2020,21:00 (23:00),Midtjylland dk,0.7,1–2,0.7,nl Ajax,132,MCH Arena,Bobby Madden,Match Report,
Group stage,3,Tue,11/3/2020,21:00 (23:00),Real Madrid es,1.2,3–2,0.7,it Inter,,Estadio Alfredo Di Stéfano,Clément Turpin,Match Report,
Group stage,3,Tue,11/3/2020,21:00 (23:00),Atalanta it,1.2,0–5,2.5,eng Liverpool,,Stadio Atleti Azzurri d'Italia,Ovidiu Hațegan,Match Report,
Group stage,3,Wed,11/4/2020,20:00 (23:00),Chelsea eng,3.3,3–0,0.6,fr Rennes,,Stamford Bridge,Felix Zwayer,Match Report,
Group stage,3,Wed,11/4/2020,20:55,Başakşehir tr,1,2–1,0.7,eng Manchester Utd,350,Başakşehir Fatih Terim Stadium,Davide Massa,Match Report,
Group stage,3,Wed,11/4/2020,20:55,Zenit ru,1.2,1–1,0.7,it Lazio,"17,427",Gazprom Arena,Artur Soares Dias,Match Report,
Group stage,3,Wed,11/4/2020,21:00 (23:00),Sevilla es,2,3–2,1.4,ru Krasnodar,,Estadio Ramón Sánchez Pizjuán,Felix Brych,Match Report,
Group stage,3,Wed,11/4/2020,21:00 (23:00),Club Brugge be,1.2,0–3,1.8,de Dortmund,,Jan Breydelstadion,Damir Skomina,Match Report,
Group stage,3,Wed,11/4/2020,21:00 (23:00),Ferencváros hu,1.5,1–4,2.7,it Juventus,"18,531",Puskás Aréna,Orel Grinfeeld,Match Report,
Group stage,3,Wed,11/4/2020,21:00 (23:00),Barcelona es,3.5,2–1,2.7,ua Dynamo Kyiv,,Camp Nou,Michael Oliver,Match Report,
Group stage,3,Wed,11/4/2020,21:00 (23:00),RB Leipzig de,1.9,2–1,1.3,fr Paris S-G,,Red Bull Arena,Szymon Marciniak,Match Report,
,,,,,,,,,,,,,,
Group stage,4,Tue,11/24/2020,18:55 (20:55),Rennes fr,1.1,1–2,2.2,eng Chelsea,,Roazhon Park,Björn Kuipers,Match Report,
Group stage,4,Tue,11/24/2020,20:00 (23:00),Manchester Utd eng,2.9,4–1,1.3,tr Başakşehir,545,Old Trafford,Ovidiu Hațegan,Match Report,
Group stage,4,Tue,11/24/2020,20:55,Krasnodar ru,1.1,1–2,1.6,es Sevilla,"10,554",Krasnodar Stadium,Marco Guida,Match Report,
Group stage,4,Tue,11/24/2020,21:00 (23:00),Lazio it,3.3,3–1,0.6,ru Zenit,,Stadio Olimpico,Michael Oliver,Match Report,
Group stage,4,Tue,11/24/2020,21:00 (23:00),Paris S-G fr,1.1,1–0,1.4,de RB Leipzig,,Parc des Princes,Danny Makkelie,Match Report,
Group stage,4,Tue,11/24/2020,21:00 (23:00),Dortmund de,1.6,3–0,0.1,be Club Brugge,,Signal Iduna Park,Ivan Kružliak,Match Report,
Group stage,4,Tue,11/24/2020,21:00 (23:00),Juventus it,1,2–1,0.4,hu Ferencváros,,Allianz Stadium,Daniel Siebert,Match Report,
Group stage,4,Tue,11/24/2020,22:00 (23:00),Dynamo Kyiv ua,0.3,0–4,3,es Barcelona,,NSK Olimpijs'kyj,Matej Jug,Match Report,
Group stage,4,Wed,11/25/2020,18:55 (20:55),M'Gladbach de,3.2,4–0,0.7,ua Shakhtar,,Stadion im Borussia-Park,Cüneyt Çakιr,Match Report,
Group stage,4,Wed,11/25/2020,19:55 (20:55),Olympiacos gr,0.1,0–1,2.4,eng Manchester City,,Stadio Georgios Karaiskáki,Davide Massa,Match Report,
Group stage,4,Wed,11/25/2020,20:00 (23:00),Liverpool eng,0.2,0–2,1.2,it Atalanta,,Anfield,Carlos del Cerro,Match Report,
Group stage,4,Wed,11/25/2020,21:00 (23:00),Marseille fr,1.3,0–2,2.1,pt Porto,,Orange Vélodrome,Andreas Ekberg,Match Report,
Group stage,4,Wed,11/25/2020,21:00 (23:00),Inter it,0.2,0–2,2,es Real Madrid,,Stadio Giuseppe Meazza,Anthony Taylor,Match Report,
Group stage,4,Wed,11/25/2020,21:00 (23:00),Ajax nl,2.4,3–1,1.4,dk Midtjylland,,Johan Cruyff ArenA,Sergey Karasev,Match Report,
Group stage,4,Wed,11/25/2020,21:00 (23:00),Atlético Madrid es,1.6,0–0,0.2,ru Loko Moscow,,Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,
Group stage,4,Wed,11/25/2020,21:00 (23:00),Bayern Munich de,1.3,3–1,3.3,at RB Salzburg,,Allianz Arena,Orel Grinfeeld,Match Report,
,,,,,,,,,,,,,,
Group stage,5,Tue,12/1/2020,19:55 (20:55),Shakhtar ua,1.3,2–0,1.4,es Real Madrid,,Oblasny SportKomplex Metalist,Ovidiu Hațegan,Match Report,
Group stage,5,Tue,12/1/2020,20:00 (23:00),Liverpool eng,2,1–0,1.5,nl Ajax,,Anfield,Tobias Stieler,Match Report,
Group stage,5,Tue,12/1/2020,20:00 (23:00),Porto pt,0.1,0–0,2.5,eng Manchester City,,Estádio Do Dragão,Björn Kuipers,Match Report,
Group stage,5,Tue,12/1/2020,20:55,Loko Moscow ru,1.1,1–3,2.4,at RB Salzburg,"6,759",RZD Arena,Ali Palabıyık,Match Report,
Group stage,5,Tue,12/1/2020,21:00 (23:00),Marseille fr,2,2–1,0.3,gr Olympiacos,,Orange Vélodrome,Jesús Gil,Match Report,
Group stage,5,Tue,12/1/2020,21:00 (23:00),Atalanta it,2.4,1–1,0.7,dk Midtjylland,,Stadio Atleti Azzurri d'Italia,Anastasios Sidiropoulos,Match Report,
Group stage,5,Tue,12/1/2020,21:00 (23:00),M'Gladbach de,1.3,2–3,1.6,it Inter,,Stadion im Borussia-Park,Danny Makkelie,Match Report,
Group stage,5,Tue,12/1/2020,21:00 (23:00),Atlético Madrid es,1.6,1–1,1.1,de Bayern Munich,,Estadio Wanda Metropolitano,Clément Turpin,Match Report,
Group stage,5,Wed,12/2/2020,20:00 (23:00),Manchester Utd eng,1.2,1–3,2.8,fr Paris S-G,,Old Trafford,Daniele Orsato,Match Report,
Group stage,5,Wed,12/2/2020,20:55,Krasnodar ru,1.5,1–0,0.7,fr Rennes,"8,747",Krasnodar Stadium,William Collum,Match Report,
Group stage,5,Wed,12/2/2020,20:55,Başakşehir tr,0.6,3–4,2.1,de RB Leipzig,,Başakşehir Fatih Terim Stadium,Carlos del Cerro,Match Report,
Group stage,5,Wed,12/2/2020,21:00 (23:00),Club Brugge be,2,3–0,0.2,ru Zenit,,Jan Breydelstadion,Serdar Gözübüyük,Match Report,
Group stage,5,Wed,12/2/2020,21:00 (23:00),Juventus it,2.9,3–0,0.6,ua Dynamo Kyiv,,Allianz Stadium,Stéphanie Frappart,Match Report,
Group stage,5,Wed,12/2/2020,21:00 (23:00),Dortmund de,1.4,1–1,1.9,it Lazio,,Signal Iduna Park,Antonio Matéu Lahoz,Match Report,
Group stage,5,Wed,12/2/2020,21:00 (23:00),Ferencváros hu,0.8,0–3,4,es Barcelona,,Puskás Aréna,Aliaksei Kulbakou,Match Report,
Group stage,5,Wed,12/2/2020,21:00 (23:00),Sevilla es,1.3,0–4,2.4,eng Chelsea,,Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,Match Report,
,,,,,,,,,,,,,,
Group stage,6,Tue,12/8/2020,18:55 (20:55),Lazio it,2.7,2–2,1.1,be Club Brugge,,Stadio Olimpico,Cüneyt Çakιr,Match Report,
Group stage,6,Tue,12/8/2020,20:00 (23:00),Chelsea eng,2.5,1–1,0.4,ru Krasnodar,"2,000",Stamford Bridge,Pavel Královec,Match Report,
Group stage,6,Tue,12/8/2020,20:55,Zenit ru,1.2,1–2,1.6,de Dortmund,"10,860",Gazprom Arena,István Kovács,Match Report,
Group stage,6,Tue,12/8/2020,21:00 (23:00),Barcelona es,0.9,0–3,2.9,it Juventus,,Camp Nou,Tobias Stieler,Match Report,
Group stage,6,Tue,12/8/2020,21:00 (23:00),Rennes fr,2.4,1–3,1.5,es Sevilla,,Roazhon Park,Bartosz Frankowski,Match Report,
Group stage,6,Tue,12/8/2020,21:00 (23:00),RB Leipzig de,1.5,3–2,2,eng Manchester Utd,,Red Bull Arena,Antonio Matéu Lahoz,Match Report,
Group stage,6,Tue,12/8/2020,22:00 (23:00),Dynamo Kyiv ua,0.5,1–0,0.7,hu Ferencváros,,NSK Olimpijs'kyj,Andreas Ekberg,Match Report,
Group stage,6,Wed,12/9/2020,18:55 (20:55),Ajax nl,0.7,0–1,1.2,it Atalanta,,Johan Cruyff ArenA,Carlos del Cerro,Match Report,
Group stage,6,Wed,12/9/2020,18:55 (20:55),Paris S-G fr,3.1,5–1,0.8,tr Başakşehir,,Parc des Princes,Danny Makkelie,Match Report,
Group stage,6,Wed,12/9/2020,18:55 (20:55),Midtjylland dk,2.3,1–1,1.1,eng Liverpool,,MCH Arena,François Letexier,Match Report,
Group stage,6,Wed,12/9/2020,20:00 (23:00),Manchester City eng,2.4,3–0,0.5,fr Marseille,,Etihad Stadium,Halil Umut Meler,Match Report,
Group stage,6,Wed,12/9/2020,21:00 (23:00),Real Madrid es,2.8,2–0,1,de M'Gladbach,,Estadio Alfredo Di Stéfano,Björn Kuipers,Match Report,
Group stage,6,Wed,12/9/2020,21:00 (23:00),Bayern Munich de,1.7,2–0,0.4,ru Loko Moscow,,Allianz Arena,Sandro Schärer,Match Report,
Group stage,6,Wed,12/9/2020,21:00 (23:00),RB Salzburg at,1.4,0–2,0.6,es Atlético Madrid,,Red Bull Arena,Anthony Taylor,Match Report,
Group stage,6,Wed,12/9/2020,21:00 (23:00),Inter it,1.3,0–0,0.4,ua Shakhtar,,Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,
Group stage,6,Wed,12/9/2020,22:00 (23:00),Olympiacos gr,1,0–2,1,pt Porto,,Stadio Georgios Karaiskáki,Felix Brych,Match Report,
,,,,,,,,,,,,,,
Round of 16,,Tue,2/16/2021,21:00 (23:00),Barcelona es,1.6,1–4,2.8,fr Paris S-G,,Camp Nou,Björn Kuipers,Match Report,Leg 1 of 2
Round of 16,,Tue,2/16/2021,21:00 (23:00),RB Leipzig de,1.3,0–2,1.4,eng Liverpool,,Puskás Aréna,Slavko Vinčič,Match Report,Leg 1 of 2
Round of 16,,Wed,2/17/2021,20:00 (23:00),Porto pt,1.3,2–1,0.9,it Juventus,,Estádio Do Dragão,Carlos del Cerro,Match Report,Leg 1 of 2
Round of 16,,Wed,2/17/2021,21:00 (23:00),Sevilla es,0.9,2–3,1.2,de Dortmund,,Estadio Ramón Sánchez Pizjuán,Danny Makkelie,Match Report,Leg 1 of 2
Round of 16,,Tue,2/23/2021,21:00 (23:00),Lazio it,0.9,1–4,1.9,de Bayern Munich,,Stadio Olimpico,Orel Grinfeeld,Match Report,Leg 1 of 2
Round of 16,,Tue,2/23/2021,21:00 (23:00),Atlético Madrid es,0.8,0–1,1,eng Chelsea,,Arena Naţională,Felix Brych,Match Report,Leg 1 of 2
Round of 16,,Wed,2/24/2021,21:00 (23:00),M'Gladbach de,0.4,0–2,1.6,eng Manchester City,,Puskás Aréna,Artur Soares Dias,Match Report,Leg 1 of 2
Round of 16,,Wed,2/24/2021,21:00 (23:00),Atalanta it,0.1,0–1,1.5,es Real Madrid,,Stadio Atleti Azzurri d'Italia,Tobias Stieler,Match Report,Leg 1 of 2
Round of 16,,Tue,3/9/2021,21:00 (23:00),Juventus it,3,3–2,2.2,pt Porto,,Allianz Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Porto won; Required Extra Time
Round of 16,,Tue,3/9/2021,21:00 (23:00),Dortmund de,2.2,2–2,2,es Sevilla,,Fußballpark BVB Hohenbuschei,Cüneyt Çakιr,Match Report,Leg 2 of 2; Dortmund won
Round of 16,,Wed,3/10/2021,20:00 (23:00),Liverpool eng,2.4,2–0,0.9,de RB Leipzig,,Puskás Aréna,Clément Turpin,Match Report,Leg 2 of 2; Liverpool won
Round of 16,,Wed,3/10/2021,21:00 (23:00),Paris S-G fr,1.7,1–1,2.2,es Barcelona,,Parc des Princes,Anthony Taylor,Match Report,Leg 2 of 2; Paris S-G won
Round of 16,,Tue,3/16/2021,20:00 (23:00),Manchester City eng,1.4,2–0,0.3,de M'Gladbach,,Etihad Stadium,Sergey Karasev,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Tue,3/16/2021,21:00 (23:00),Real Madrid es,2.7,3–1,1.3,it Atalanta,,Estadio Alfredo Di Stéfano,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won
Round of 16,,Wed,3/17/2021,20:00 (23:00),Chelsea eng,2,2–0,0.5,es Atlético Madrid,,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
Round of 16,,Wed,3/17/2021,21:00 (23:00),Bayern Munich de,1.9,2–1,1.1,it Lazio,,Allianz Arena,István Kovács,Match Report,Leg 2 of 2; Bayern Munich won
Quarter-finals,,Tue,4/6/2021,20:00 (22:00),Manchester City eng,2.1,2–1,1.1,de Dortmund,,Etihad Stadium,Ovidiu Hațegan,Match Report,Leg 1 of 2
Quarter-finals,,Tue,4/6/2021,21:00 (22:00),Real Madrid es,2.1,3–1,0.7,eng Liverpool,,Estadio Alfredo Di Stéfano,Felix Brych,Match Report,Leg 1 of 2
Quarter-finals,,Wed,4/7/2021,20:00 (22:00),Porto pt,1.4,0–2,1.6,eng Chelsea,,Estadio Ramón Sánchez Pizjuán,Slavko Vinčič,Match Report,Leg 1 of 2
Quarter-finals,,Wed,4/7/2021,21:00 (22:00),Bayern Munich de,3.7,2–3,1.3,fr Paris S-G,,Allianz Arena,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
Quarter-finals,,Tue,4/13/2021,20:00 (22:00),Chelsea eng,1.2,0–1,0.4,pt Porto,,Estadio Ramón Sánchez Pizjuán,Clément Turpin,Match Report,Leg 2 of 2; Chelsea won
Quarter-finals,,Tue,4/13/2021,21:00 (22:00),Paris S-G fr,1.6,0–1,1.5,de Bayern Munich,,Parc des Princes,Daniele Orsato,Match Report,Leg 2 of 2; Paris S-G won
Quarter-finals,,Wed,4/14/2021,20:00 (22:00),Liverpool eng,1.2,0–0,0.8,es Real Madrid,,Anfield,Björn Kuipers,Match Report,Leg 2 of 2; Real Madrid won
Quarter-finals,,Wed,4/14/2021,21:00 (22:00),Dortmund de,0.5,1–2,2.5,eng Manchester City,,Signal Iduna Park,Carlos del Cerro,Match Report,Leg 2 of 2; Manchester City won
Semi-finals,,Tue,4/27/2021,21:00 (22:00),Real Madrid es,0.7,1–1,1.7,eng Chelsea,,Estadio Alfredo Di Stéfano,Danny Makkelie,Match Report,Leg 1 of 2
Semi-finals,,Wed,4/28/2021,21:00 (22:00),Paris S-G fr,1,1–2,0.8,eng Manchester City,,Parc des Princes,Felix Brych,Match Report,Leg 1 of 2
Semi-finals,,Tue,5/4/2021,20:00 (22:00),Manchester City eng,1.4,2–0,0.8,fr Paris S-G,,Etihad Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Manchester City won
Semi-finals,,Wed,5/5/2021,20:00 (22:00),Chelsea eng,4,2–0,0.5,es Real Madrid,,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
Final,,Sat,5/29/2021,22:00,Manchester City eng,0.5,0–1,1.4,eng Chelsea,"14,110",Estádio Do Dragão,Antonio Matéu Lahoz,Match Report,
