Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Round of 16,,Wed,3/9/2022,20:00 (23:00),Manchester City eng,1.5,0–0,0.8,pt Sporting CP,"51,213",Etihad Stadium,Halil Umut Meler,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Wed,3/9/2022,21:00 (23:00),Real Madrid es,1.9,3–1,1.1,fr Paris S-G,"59,895",Estadio Santiago Bernabéu,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won
Round of 16,,Tue,3/15/2022,20:00 (23:00),Manchester Utd eng,1,0–1,0.5,es Atlético Madrid,"73,008",Old Trafford,Slavko Vinčič,Match Report,Leg 2 of 2; Atlético Madrid won
Round of 16,,Tue,3/15/2022,21:00 (23:00),Ajax nl,1.3,0–1,0.4,pt Benfica,"54,066",Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 2 of 2; Benfica won
Round of 16,,Wed,3/16/2022,21:00 (23:00),Lille fr,1.7,1–2,1,eng Chelsea,"49,048",Stade Pierre-Mauroy,Davide Massa,Match Report,Leg 2 of 2; Chelsea won
Round of 16,,Wed,3/16/2022,21:00 (23:00),Juventus it,1.5,0–3,2.5,es Villarreal,"30,385",Allianz Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Villarreal won
Quarter-finals,,Tue,4/5/2022,20:00 (22:00),Benfica pt,1.2,1–3,3.9,eng Liverpool,"59,633",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,Leg 1 of 2
Quarter-finals,,Tue,4/5/2022,20:00 (22:00),Manchester City eng,1,1–0,0,es Atlético Madrid,"52,018",Etihad Stadium,István Kovács,Match Report,Leg 1 of 2
Quarter-finals,,Wed,4/6/2022,20:00 (22:00),Chelsea eng,1.3,1–3,1.8,es Real Madrid,"38,689",Stamford Bridge,Clément Turpin,Match Report,Leg 1 of 2
Quarter-finals,,Wed,4/6/2022,21:00 (22:00),Villarreal es,1.5,1–0,1.6,de Bayern Munich,"21,626",Estadio de la Cerámica,Anthony Taylor,Match Report,Leg 1 of 2
Quarter-finals,,Tue,4/12/2022,21:00 (22:00),Bayern Munich de,1.4,1–1,0.7,es Villarreal,"70,000",Allianz Arena,Slavko Vinčič,Match Report,Leg 2 of 2; Villarreal won
Quarter-finals,,Tue,4/12/2022,21:00 (22:00),Real Madrid es,1.2,2–3,2.7,eng Chelsea,"59,839",Estadio Santiago Bernabéu,Szymon Marciniak,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time
Quarter-finals,,Wed,4/13/2022,20:00 (22:00),Liverpool eng,1.8,3–3,1.2,pt Benfica,"51,373",Anfield,Serdar Gözübüyük,Match Report,Leg 2 of 2; Liverpool won
Quarter-finals,,Wed,4/13/2022,21:00 (22:00),Atlético Madrid es,0.8,0–0,1.2,eng Manchester City,"65,675",Estadio Wanda Metropolitano,Daniel Siebert,Match Report,Leg 2 of 2; Manchester City won
Semi-finals,,Tue,4/26/2022,20:00 (22:00),Manchester City eng,2.7,4–3,1.6,es Real Madrid,"52,217",Etihad Stadium,István Kovács,Match Report,Leg 1 of 2
Semi-finals,,Wed,4/27/2022,20:00 (22:00),Liverpool eng,1.6,2–0,0.1,es Villarreal,"51,586",Anfield,Szymon Marciniak,Match Report,Leg 1 of 2
Semi-finals,,Tue,5/3/2022,21:00 (22:00),Villarreal es,1.2,2–3,2.5,eng Liverpool,"23,665",Estadio de la Cerámica,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
Semi-finals,,Wed,5/4/2022,21:00 (22:00),Real Madrid es,2.3,3–1,1.4,eng Manchester City,"61,416",Estadio Santiago Bernabéu,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time
Final,,Sat,5/28/2022,21:30 (22:30),Liverpool eng,2.2,0–1,0.9,es Real Madrid,"75,000",Stade de France (Neutral Site),Clément Turpin,Match Report,
