Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
12,Sun,11/3/2019,17:00 (19:00),Nice,1,2–0,0.8,Reims,"15,468",Stade de Nice,Jeremy Stinat,Match Report,
12,Sun,11/3/2019,21:00 (23:00),Saint-Étienne,1.7,1–0,1,Monaco,"15,685",Stade Geoffroy-Guichard,Jérôme Brisard,Match Report,
,,,,,,,,,,,,,
13,Fri,11/8/2019,20:45 (22:45),Nice,1.5,1–1,1.7,Bordeaux,"16,173",Stade de Nice,Johan Hamel,Match Report,
13,Sat,11/9/2019,17:30 (19:30),Brest,1.1,1–2,2.4,Paris S-G,"15,144",Stade Francis-Le Blé,Mikael Lesage,Match Report,
13,Sat,11/9/2019,20:00 (22:00),Monaco,2,1–0,1.2,Dijon,"5,223",Stade Louis II.,Eric Wattellier,Match Report,
13,Sat,11/9/2019,20:00 (22:00),Reims,0.5,0–0,1,Angers,"10,876",Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,Match Report,
13,Sat,11/9/2019,20:00 (22:00),Lille,1.4,0–0,0.1,Metz,"33,425",Stade Pierre-Mauroy,Florent Batta,Match Report,
13,Sat,11/9/2019,20:00 (22:00),Strasbourg,3.5,4–1,0.5,Nîmes,"24,745",Stade de la Meinau,Ruddy Buquet,Match Report,
13,Sun,11/10/2019,15:00 (17:00),Rennes,3.4,3–1,0.8,Amiens,"20,677",Roazhon Park,Benoît Bastien,Match Report,
13,Sun,11/10/2019,17:00 (19:00),Nantes,0.9,2–3,0.9,Saint-Étienne,"34,191",Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
13,Sun,11/10/2019,17:00 (19:00),Montpellier,1,3–0,0.3,Toulouse,"12,734",Stade de la Mosson,Thomas Léonard,Match Report,
13,Sun,11/10/2019,21:00 (23:00),Marseille,1.2,2–1,1.1,Lyon,"65,421",Orange Vélodrome,Antony Gautier,Match Report,
,,,,,,,,,,,,,
14,Fri,11/22/2019,20:45 (22:45),Paris S-G,2.6,2–0,1,Lille,"47,476",Parc des Princes,Willy Delajod,Match Report,
14,Sat,11/23/2019,17:30 (19:30),Lyon,1.3,2–1,1.7,Nice,"49,401",Groupama Stadium,Amaury Delerue,Match Report,
14,Sat,11/23/2019,20:00 (22:00),Metz,1.1,1–1,1.8,Reims,"14,445",Stade Saint-Symphorien,Antony Gautier,Match Report,
14,Sat,11/23/2019,20:00 (22:00),Angers,1.1,1–0,0.6,Nîmes,"8,714",Stade Raymond Kopa,Thomas Léonard,Match Report,
14,Sat,11/23/2019,20:00 (22:00),Amiens,0.3,0–4,2,Strasbourg,"10,358",Stade Crédit Agricole la Licorne,Alain Bieri,Match Report,
14,Sat,11/23/2019,20:00 (22:00),Brest,1,1–1,1.5,Nantes,"14,232",Stade Francis-Le Blé,Ruddy Buquet,Match Report,
14,Sat,11/23/2019,20:00 (22:00),Dijon,1.3,2–1,0.9,Rennes,"12,084",Stade Gaston Gérard,Jérôme Brisard,Match Report,
14,Sun,11/24/2019,15:00 (17:00),Bordeaux,1.6,2–1,1.7,Monaco,"34,554",Stade Matmut-Atlantique,Benoît Millot,Match Report,
14,Sun,11/24/2019,17:00 (19:00),Saint-Étienne,0.5,0–0,1,Montpellier,"24,336",Stade Geoffroy-Guichard,Franck Schneider,Match Report,
14,Sun,11/24/2019,21:00 (23:00),Toulouse,0.9,0–2,1.6,Marseille,"23,002",Stadium Municipal,François Letexier,Match Report,
,,,,,,,,,,,,,
15,Fri,11/29/2019,20:45 (22:45),Marseille,5,2–1,0.7,Brest,"50,014",Orange Vélodrome,Johan Hamel,Match Report,
15,Sat,11/30/2019,17:30 (19:30),Strasbourg,0.5,1–2,0.7,Lyon,"25,455",Stade de la Meinau,Mikael Lesage,Match Report,
15,Sat,11/30/2019,20:00 (22:00),Nice,1.2,3–1,0.6,Angers,"15,814",Stade de Nice,Antony Gautier,Match Report,
15,Sat,11/30/2019,20:00 (22:00),Montpellier,1.5,4–2,1,Amiens,"11,744",Stade de la Mosson,Jérémie Pignard,Match Report,
15,Sat,11/30/2019,20:00 (22:00),Lille,1.7,1–0,0.8,Dijon,"40,074",Stade Pierre-Mauroy,Jeremy Stinat,Match Report,
15,Sat,11/30/2019,20:00 (22:00),Nîmes,0.7,1–1,0.8,Metz,"12,180",Stade des Costières,Hakim Ben El Hadj Salem,Match Report,
15,Sat,11/30/2019,20:00 (22:00),Reims,1.4,1–1,0.3,Bordeaux,"12,949",Stade Auguste-Delaune II,Jérôme Brisard,Match Report,
15,Sun,12/1/2019,15:00 (17:00),Nantes,2.8,2–1,1.1,Toulouse,"13,751",Stade de la Beaujoire - Louis Fonteneau,Florent Batta,Match Report,
15,Sun,12/1/2019,17:00 (19:00),Rennes,1.4,2–1,0.5,Saint-Étienne,"26,738",Roazhon Park,Eric Wattellier,Match Report,
,,,,,,,,,,,,,
16,Tue,12/3/2019,19:00 (21:00),Brest,2,5–0,0.8,Strasbourg,"12,437",Stade Francis-Le Blé,Jérôme Brisard,Match Report,
16,Tue,12/3/2019,19:00 (21:00),Angers,0.7,0–2,1.8,Marseille,"12,455",Stade Raymond Kopa,Franck Schneider,Match Report,
16,Tue,12/3/2019,19:00 (21:00),Bordeaux,1.7,6–0,0.3,Nîmes,"12,419",Stade Matmut-Atlantique,Clément Turpin,Match Report,
16,Tue,12/3/2019,21:05 (23:05),Lyon,0.8,0–1,0.9,Lille,"42,535",Groupama Stadium,Ruddy Buquet,Match Report,
16,Wed,12/4/2019,19:00 (21:00),Saint-Étienne,2.7,4–1,1.2,Nice,"20,138",Stade Geoffroy-Guichard,Thomas Léonard,Match Report,
16,Wed,12/4/2019,19:00 (21:00),Dijon,1.5,2–2,1.1,Montpellier,"11,926",Stade Gaston Gérard,François Letexier,Match Report,
16,Wed,12/4/2019,19:00 (21:00),Metz,0.9,0–1,1.1,Rennes,"14,214",Stade Saint-Symphorien,Karim Abed,Match Report,
16,Wed,12/4/2019,19:00 (21:00),Toulouse,1.8,1–2,4.3,Monaco,"13,030",Stadium Municipal,Willy Delajod,Match Report,
16,Wed,12/4/2019,21:05 (23:05),Paris S-G,1.9,2–0,0.6,Nantes,"47,485",Parc des Princes,Amaury Delerue,Match Report,
,,,,,,,,,,,,,
17,Fri,12/6/2019,19:00 (21:00),Lille,2.6,1–0,0.3,Brest,"32,682",Stade Pierre-Mauroy,Eric Wattellier,Match Report,
17,Fri,12/6/2019,20:45 (22:45),Nîmes,0.2,0–4,3.2,Lyon,"12,801",Stade des Costières,Olivier Thual,Match Report,
17,Sat,12/7/2019,17:30 (19:30),Montpellier,0.4,1–3,1.2,Paris S-G,"20,197",Stade de la Mosson,Antony Gautier,Match Report,
17,Sat,12/7/2019,20:00 (22:00),Strasbourg,2.3,4–2,1.7,Toulouse,"23,634",Stade de la Meinau,Johan Hamel,Match Report,
17,Sat,12/7/2019,20:00 (22:00),Monaco,2.4,3–0,0.4,Amiens,"4,203",Stade Louis II.,Jeremy Stinat,Match Report,
17,Sat,12/7/2019,20:00 (22:00),Nice,1.6,4–1,1.7,Metz,"14,967",Stade de Nice,Jérémie Pignard,Match Report,
17,Sat,12/7/2019,20:00 (22:00),Rennes,1.2,2–1,0.8,Angers,"25,656",Roazhon Park,Amaury Delerue,Match Report,
17,Sun,12/8/2019,15:00 (17:00),Reims,1.2,3–1,0.6,Saint-Étienne,"14,512",Stade Auguste-Delaune II,Stéphanie Frappart,Match Report,
17,Sun,12/8/2019,17:00 (19:00),Nantes,1.2,1–0,0.5,Dijon,"16,001",Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,Match Report,
17,Sun,12/8/2019,21:00 (23:00),Marseille,1.9,3–1,0.1,Bordeaux,"52,079",Orange Vélodrome,Mikael Lesage,Match Report,
,,,,,,,,,,,,,
18,Fri,12/13/2019,20:45 (22:45),Lille,2,2–1,1.3,Montpellier,"30,170",Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
18,Sat,12/14/2019,17:30 (19:30),Metz,1.1,1–1,1.8,Marseille,"20,586",Stade Saint-Symphorien,Willy Delajod,Match Report,
18,Sat,12/14/2019,20:00 (22:00),Angers,1.1,0–0,0.4,Monaco,"9,959",Stade Raymond Kopa,Hakim Ben El Hadj Salem,Match Report,
18,Sat,12/14/2019,20:00 (22:00),Brest,2,0–0,1.2,Nice,"13,042",Stade Francis-Le Blé,Franck Schneider,Match Report,
18,Sat,12/14/2019,20:00 (22:00),Toulouse,0.8,0–1,1.3,Reims,"12,577",Stadium Municipal,Clément Turpin,Match Report,
18,Sat,12/14/2019,20:00 (22:00),Nîmes,0.8,0–1,1.4,Nantes,"12,098",Stade des Costières,Karim Abed,Match Report,
18,Sat,12/14/2019,20:00 (22:00),Amiens,0.4,1–1,1,Dijon,"10,530",Stade Crédit Agricole la Licorne,Thomas Léonard,Match Report,
18,Sun,12/15/2019,15:00 (17:00),Bordeaux,1.4,0–1,0.6,Strasbourg,"18,710",Stade Matmut-Atlantique,Florent Batta,Match Report,
18,Sun,12/15/2019,17:00 (19:00),Lyon,0.6,0–1,2.1,Rennes,"45,010",Groupama Stadium,Benoît Bastien,Match Report,
18,Sun,12/15/2019,21:00 (23:00),Saint-Étienne,1.1,0–4,4.3,Paris S-G,"36,391",Stade Geoffroy-Guichard,Ruddy Buquet,Match Report,
,,,,,,,,,,,,,
