Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Regular season,4,Sat,9/19/2020,17:00 (18:00),Lens,3.1,2–1,0.4,Bordeaux,,Stade Bollaert-Delelis,Benoît Millot,Match Report,
Regular season,4,Sat,9/19/2020,21:00 (22:00),Rennes,1,2–1,0.9,Monaco,,Roazhon Park,Jérôme Miguelgorry,Match Report,
Regular season,4,Sun,9/20/2020,13:00 (14:00),Nice,1,0–3,3.3,Paris S-G,,Stade de Nice,Benoît Bastien,Match Report,
Regular season,4,Sun,9/20/2020,15:00 (16:00),Montpellier,1.6,4–1,1.1,Angers,,Stade de la Mosson,Stéphanie Frappart,Match Report,
Regular season,4,Sun,9/20/2020,15:00 (16:00),Strasbourg,2.7,1–0,0.6,Dijon,,Stade de la Meinau,Florent Batta,Match Report,
Regular season,4,Sun,9/20/2020,15:00 (16:00),Metz,1.7,2–1,1.2,Reims,,Stade Saint-Symphorien,Johan Hamel,Match Report,
Regular season,4,Sun,9/20/2020,15:00 (16:00),Brest,1.1,3–2,1.7,Lorient,,Stade Francis-Le Blé,Karim Abed,Match Report,
Regular season,4,Sun,9/20/2020,17:00 (18:00),Nantes,1.4,2–2,1,Saint-Étienne,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
Regular season,4,Sun,9/20/2020,21:00 (22:00),Marseille,0.7,1–1,1.5,Lille,,Orange Vélodrome,Hakim Ben El Hadj Salem,Match Report,
,,,,,,,,,,,,,,
Regular season,5,Fri,9/25/2020,21:00 (22:00),Lille,1.8,2–0,0.8,Nantes,,Stade Pierre-Mauroy,Willy Delajod,Match Report,
Regular season,5,Sat,9/26/2020,17:00 (18:00),Saint-Étienne,0.3,0–3,1,Rennes,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
Regular season,5,Sat,9/26/2020,21:00 (22:00),Marseille,0.9,1–1,1.1,Metz,,Orange Vélodrome,Eric Wattellier,Match Report,
Regular season,5,Sun,9/27/2020,13:00 (14:00),Bordeaux,1.2,0–0,0.8,Nice,,Stade Matmut-Atlantique,François Letexier,Match Report,
Regular season,5,Sun,9/27/2020,15:00 (16:00),Monaco,1.3,3–2,1.5,Strasbourg,,Stade Louis II.,Jérémie Pignard,Match Report,
Regular season,5,Sun,9/27/2020,15:00 (16:00),Angers,1.1,3–2,3,Brest,,Stade Raymond Kopa,Jeremy Stinat,Match Report,
Regular season,5,Sun,9/27/2020,15:00 (16:00),Dijon,1.3,2–2,2.4,Montpellier,,Stade Gaston Gérard,Aurélien Petit,Match Report,
Regular season,5,Sun,9/27/2020,15:00 (16:00),Nîmes,0.5,1–1,1.3,Lens,,Stade des Costières,Franck Schneider,Match Report,
Regular season,5,Sun,9/27/2020,17:00 (18:00),Lorient,0.2,1–1,1,Lyon,,Stade Yves Allainmat - Le Moustoir,Clément Turpin,Match Report,
Regular season,5,Sun,9/27/2020,21:00 (22:00),Reims,0.3,0–2,3.8,Paris S-G,,Stade Auguste-Delaune II,Ruddy Buquet,Match Report,
,,,,,,,,,,,,,,
Regular season,6,Fri,10/2/2020,21:00 (22:00),Paris S-G,2.4,6–1,1,Angers,,Parc des Princes,Franck Schneider,Match Report,
Regular season,6,Sat,10/3/2020,17:00 (18:00),Lens,2.1,2–0,0.1,Saint-Étienne,,Stade Bollaert-Delelis,Bastien Dechepy,Match Report,
Regular season,6,Sat,10/3/2020,21:00 (22:00),Nice,1.6,2–1,1.2,Nantes,,Stade de Nice,Jérôme Brisard,Match Report,
Regular season,6,Sun,10/4/2020,13:00 (14:00),Montpellier,0.8,0–1,0.7,Nîmes,,Stade de la Mosson,Benoît Millot,Match Report,
Regular season,6,Sun,10/4/2020,15:00 (16:00),Bordeaux,1.6,3–0,0.3,Dijon,,Stade Matmut-Atlantique,Antony Gautier,Match Report,
Regular season,6,Sun,10/4/2020,15:00 (16:00),Brest,0.6,1–0,1.2,Monaco,,Stade Francis-Le Blé,Johan Hamel,Match Report,
Regular season,6,Sun,10/4/2020,15:00 (16:00),Metz,1.6,3–1,0.7,Lorient,,Stade Saint-Symphorien,Jérôme Miguelgorry,Match Report,
Regular season,6,Sun,10/4/2020,15:00 (16:00),Strasbourg,1.6,0–3,1.8,Lille,,Stade de la Meinau,Mikael Lesage,Match Report,
Regular season,6,Sun,10/4/2020,17:00 (18:00),Rennes,1.8,2–2,1.1,Reims,,Roazhon Park,Florent Batta,Match Report,
Regular season,6,Sun,10/4/2020,21:00 (22:00),Lyon,3.2,1–1,0.3,Marseille,,Groupama Stadium,Stéphanie Frappart,Match Report,
,,,,,,,,,,,,,,
Regular season,7,Fri,10/16/2020,19:00 (20:00),Dijon,1.1,1–1,0.9,Rennes,,Stade Gaston Gérard,Bastien Dechepy,Match Report,
Regular season,7,Fri,10/16/2020,21:00 (22:00),Nîmes,0.2,0–4,3.8,Paris S-G,,Stade des Costières,Clément Turpin,Match Report,
Regular season,7,Sat,10/17/2020,17:00 (18:00),Reims,0.3,1–3,2.7,Lorient,,Stade Auguste-Delaune II,Mikael Lesage,Match Report,
Regular season,7,Sat,10/17/2020,21:00 (22:00),Marseille,1,3–1,0.8,Bordeaux,,Orange Vélodrome,Franck Schneider,Match Report,
Regular season,7,Sun,10/18/2020,13:00 (14:00),Strasbourg,2.1,2–3,3.9,Lyon,,Stade de la Meinau,Ruddy Buquet,Match Report,
Regular season,7,Sun,10/18/2020,15:00 (16:00),Angers,1.1,1–1,1.1,Metz,,Stade Raymond Kopa,Aurélien Petit,Match Report,
Regular season,7,Sun,10/18/2020,15:00 (16:00),Nantes,1.4,3–1,1.1,Brest,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Match Report,
Regular season,7,Sun,10/18/2020,15:00 (16:00),Monaco,2.2,1–1,0.1,Montpellier,,Stade Louis II.,Hakim Ben El Hadj Salem,Match Report,
Regular season,7,Sun,10/18/2020,17:00 (18:00),Saint-Étienne,0.8,1–3,2.3,Nice,,Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
Regular season,7,Sun,10/18/2020,21:00 (22:00),Lille,2.5,4–0,0.4,Lens,,Stade Pierre-Mauroy,François Letexier,Match Report,
,,,,,,,,,,,,,,
Regular season,8,Fri,10/23/2020,21:00 (22:00),Rennes,1.4,1–2,1.2,Angers,,Roazhon Park,Jérémie Pignard,Match Report,
Regular season,8,Sat,10/24/2020,17:00 (18:00),Lorient,0.8,0–1,1.2,Marseille,,Stade Yves Allainmat - Le Moustoir,Benoît Bastien,Match Report,
Regular season,8,Sat,10/24/2020,21:00 (22:00),Paris S-G,3.8,4–0,1.6,Dijon,,Parc des Princes,Johan Hamel,Match Report,
Regular season,8,Sun,10/25/2020,15:00 (17:00),Montpellier,0.3,0–4,4,Reims,,Stade de la Mosson,Willy Delajod,Match Report,
Regular season,8,Sun,10/25/2020,15:00 (17:00),Brest,0.9,0–3,1.2,Strasbourg,,Stade Francis-Le Blé,Jérôme Miguelgorry,Match Report,
Regular season,8,Sun,10/25/2020,15:00 (17:00),Bordeaux,2.1,2–0,0.7,Nîmes,,Stade Matmut-Atlantique,Bastien Dechepy,Match Report,
Regular season,8,Sun,10/25/2020,15:00 (17:00),Metz,0.4,2–0,0.5,Saint-Étienne,"5,000",Stade Saint-Symphorien,Karim Abed,Match Report,
Regular season,8,Sun,10/25/2020,17:00 (19:00),Nice,1.2,1–1,0.6,Lille,,Stade de Nice,Franck Schneider,Match Report,
Regular season,8,Sun,10/25/2020,21:00 (23:00),Lyon,3.3,4–1,2,Monaco,,Groupama Stadium,Jérôme Brisard,Match Report,
,,,,,,,,,,,,,,
Regular season,9,Sat,10/31/2020,17:00 (19:00),Rennes,1.4,2–1,1.1,Brest,,Roazhon Park,Stéphanie Frappart,Match Report,
Regular season,9,Sat,10/31/2020,21:00 (23:00),Nantes,1.7,0–3,2.4,Paris S-G,,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,Match Report,
Regular season,9,Sun,11/1/2020,13:00 (15:00),Saint-Étienne,0.7,0–1,0.7,Montpellier,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
Regular season,9,Sun,11/1/2020,15:00 (17:00),Angers,0.4,0–3,2.3,Nice,,Stade Raymond Kopa,Jeremy Stinat,Match Report,
Regular season,9,Sun,11/1/2020,15:00 (17:00),Dijon,0.4,0–0,1.2,Lorient,,Stade Gaston Gérard,Aurélien Petit,Match Report,
Regular season,9,Sun,11/1/2020,15:00 (17:00),Reims,0.6,2–1,1.5,Strasbourg,,Stade Auguste-Delaune II,Eric Wattellier,Match Report,
Regular season,9,Sun,11/1/2020,15:00 (17:00),Nîmes,0.9,0–1,0.8,Metz,,Stade des Costières,Amaury Delerue,Match Report,
Regular season,9,Sun,11/1/2020,17:00 (19:00),Monaco,3.5,4–0,0.3,Bordeaux,,Stade Louis II.,Ruddy Buquet,Match Report,
Regular season,9,Sun,11/1/2020,21:00 (23:00),Lille,0.6,1–1,0.6,Lyon,,Stade Pierre-Mauroy,Mikael Lesage,Match Report,
,,,,,,,,,,,,,,
Regular season,10,Fri,11/6/2020,21:00 (23:00),Strasbourg,0.4,0–1,0.1,Marseille,,Stade de la Meinau,Johan Hamel,Match Report,
Regular season,10,Sat,11/7/2020,17:00 (19:00),Bordeaux,0.6,0–2,1.3,Montpellier,,Stade Matmut-Atlantique,Antony Gautier,Match Report,
Regular season,10,Sat,11/7/2020,21:00 (23:00),Paris S-G,0.9,3–0,1,Rennes,,Parc des Princes,Benoît Bastien,Match Report,
Regular season,10,Sun,11/8/2020,13:00 (15:00),Brest,1.3,3–2,3,Lille,,Stade Francis-Le Blé,Florent Batta,Match Report,
Regular season,10,Sun,11/8/2020,15:00 (17:00),Metz,2.2,1–1,2,Dijon,,Stade Saint-Symphorien,Willy Delajod,Match Report,
Regular season,10,Sun,11/8/2020,15:00 (17:00),Lorient,1.8,0–2,1.2,Nantes,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Match Report,
Regular season,10,Sun,11/8/2020,15:00 (17:00),Nîmes,1.9,1–5,2.8,Angers,,Stade des Costières,Franck Schneider,Match Report,
Regular season,10,Sun,11/8/2020,15:00 (17:00),Lens,1.6,4–4,1,Reims,,Stade Bollaert-Delelis,Thomas Léonard,Match Report,
Regular season,10,Sun,11/8/2020,17:00 (19:00),Nice,1,1–2,2,Monaco,,Stade de Nice,Karim Abed,Match Report,
Regular season,10,Sun,11/8/2020,21:00 (23:00),Lyon,2.8,2–1,1.9,Saint-Étienne,,Groupama Stadium,François Letexier,Match Report,
,,,,,,,,,,,,,,
Regular season,11,Fri,11/20/2020,19:00 (21:00),Rennes,1.9,0–1,0.7,Bordeaux,,Roazhon Park,Karim Abed,Match Report,
Regular season,11,Fri,11/20/2020,21:00 (23:00),Monaco,3.9,3–2,1.9,Paris S-G,,Stade Louis II.,Clément Turpin,Match Report,
Regular season,11,Sat,11/21/2020,17:00 (19:00),Brest,0.8,4–1,1.3,Saint-Étienne,,Stade Francis-Le Blé,Thomas Léonard,Match Report,
Regular season,11,Sun,11/22/2020,13:00 (15:00),Nantes,1.3,1–1,1.3,Metz,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
Regular season,11,Sun,11/22/2020,15:00 (17:00),Reims,1.5,0–1,1,Nîmes,,Stade Auguste-Delaune II,Jeremy Stinat,Match Report,
Regular season,11,Sun,11/22/2020,15:00 (17:00),Dijon,0.9,0–1,1.5,Lens,,Stade Gaston Gérard,Eric Wattellier,Match Report,
Regular season,11,Sun,11/22/2020,15:00 (17:00),Montpellier,2.8,4–3,2.9,Strasbourg,,Stade de la Mosson,Jérôme Brisard,Match Report,
Regular season,11,Sun,11/22/2020,17:00 (19:00),Angers,1.1,0–1,1,Lyon,,Stade Raymond Kopa,Amaury Delerue,Match Report,
Regular season,11,Sun,11/22/2020,21:00 (23:00),Lille,3.6,4–0,0.9,Lorient,,Stade Pierre-Mauroy,Willy Delajod,Match Report,
,,,,,,,,,,,,,,
Regular season,8,Wed,11/25/2020,19:00 (21:00),Lens,0.9,1–1,2.1,Nantes,,Stade Bollaert-Delelis,Florent Batta,Match Report,
,,,,,,,,,,,,,,
Regular season,12,Fri,11/27/2020,21:00 (23:00),Strasbourg,0.8,1–1,2.5,Rennes,,Stade de la Meinau,Benoît Millot,Match Report,
Regular season,12,Sat,11/28/2020,17:00 (19:00),Marseille,2.8,3–1,0.4,Nantes,,Orange Vélodrome,Mikael Lesage,Match Report,
Regular season,12,Sat,11/28/2020,21:00 (23:00),Paris S-G,2.2,2–2,1.3,Bordeaux,,Parc des Princes,Jérémie Pignard,Match Report,
Regular season,12,Sun,11/29/2020,13:00 (15:00),Lyon,1.7,3–0,0.4,Reims,,Groupama Stadium,Jérôme Miguelgorry,Match Report,
Regular season,12,Sun,11/29/2020,15:00 (17:00),Lens,1.4,1–3,2.3,Angers,,Stade Bollaert-Delelis,Aurélien Petit,Match Report,
Regular season,12,Sun,11/29/2020,15:00 (17:00),Monaco,3.3,3–0,0.3,Nîmes,,Stade Louis II.,Antony Gautier,Match Report,
Regular season,12,Sun,11/29/2020,15:00 (17:00),Metz,0.9,0–2,1.5,Brest,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Match Report,
Regular season,12,Sun,11/29/2020,15:00 (17:00),Lorient,0.5,0–1,1.6,Montpellier,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
Regular season,12,Sun,11/29/2020,17:00 (19:00),Nice,3.1,1–3,0.9,Dijon,,Stade de Nice,François Letexier,Match Report,
Regular season,12,Sun,11/29/2020,21:00 (23:00),Saint-Étienne,1,1–1,0.5,Lille,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
,,,,,,,,,,,,,,
Regular season,13,Fri,12/4/2020,21:00 (23:00),Nîmes,0.7,0–2,2.3,Marseille,,Stade des Costières,Willy Delajod,Match Report,
Regular season,13,Sat,12/5/2020,17:00 (19:00),Rennes,0.5,0–2,1.1,Lens,,Roazhon Park,Johan Hamel,Match Report,
Regular season,13,Sat,12/5/2020,21:00 (23:00),Montpellier,2.1,1–3,1.8,Paris S-G,,Stade de la Mosson,Mikael Lesage,Match Report,
Regular season,13,Sun,12/6/2020,13:00 (15:00),Lille,1.3,2–1,0.9,Monaco,,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
Regular season,13,Sun,12/6/2020,15:00 (17:00),Angers,2,2–0,0.6,Lorient,,Stade Raymond Kopa,Thomas Léonard,Match Report,
Regular season,13,Sun,12/6/2020,15:00 (17:00),Bordeaux,2.1,1–0,0.3,Brest,,Stade Matmut-Atlantique,Franck Schneider,Match Report,
Regular season,13,Sun,12/6/2020,15:00 (17:00),Dijon,0.5,0–0,0.7,Saint-Étienne,,Stade Gaston Gérard,Ruddy Buquet,Match Report,
Regular season,13,Sun,12/6/2020,15:00 (17:00),Nantes,0.7,0–4,2.7,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
Regular season,13,Sun,12/6/2020,17:00 (19:00),Reims,0.5,0–0,0.7,Nice,,Stade Auguste-Delaune II,Stéphanie Frappart,Match Report,
Regular season,13,Sun,12/6/2020,21:00 (23:00),Metz,1.5,1–3,1.6,Lyon,,Stade Saint-Symphorien,Karim Abed,Match Report,
,,,,,,,,,,,,,,
Regular season,14,Fri,12/11/2020,21:00 (23:00),Saint-Étienne,1.3,0–0,0.7,Angers,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
Regular season,14,Sat,12/12/2020,17:00 (19:00),Marseille,1.3,2–1,1.9,Monaco,,Orange Vélodrome,Benoît Millot,Match Report,
Regular season,14,Sat,12/12/2020,21:00 (23:00),Lens,1.7,2–3,1.1,Montpellier,,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,
Regular season,14,Sun,12/13/2020,13:00 (15:00),Nice,0.9,0–1,1.3,Rennes,,Stade de Nice,Amaury Delerue,Match Report,
Regular season,14,Sun,12/13/2020,15:00 (17:00),Lorient,2.7,3–0,0.5,Nîmes,,Stade Yves Allainmat - Le Moustoir,Karim Abed,Match Report,
Regular season,14,Sun,12/13/2020,15:00 (17:00),Brest,3,2–1,0.6,Reims,,Stade Francis-Le Blé,Aurélien Petit,Match Report,
Regular season,14,Sun,12/13/2020,15:00 (17:00),Strasbourg,1.1,2–2,1.7,Metz,,Stade de la Meinau,François Letexier,Match Report,
Regular season,14,Sun,12/13/2020,15:00 (17:00),Nantes,2.8,1–1,1.2,Dijon,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
Regular season,14,Sun,12/13/2020,17:00 (19:00),Lille,1.1,2–1,0.7,Bordeaux,,Stade Pierre-Mauroy,Eric Wattellier,Match Report,
Regular season,14,Sun,12/13/2020,21:00 (23:00),Paris S-G,0.4,0–1,0.8,Lyon,,Parc des Princes,Benoît Bastien,Match Report,
,,,,,,,,,,,,,,
Regular season,15,Wed,12/16/2020,19:00 (21:00),Dijon,0.2,0–2,0.8,Lille,,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Match Report,
Regular season,15,Wed,12/16/2020,19:00 (21:00),Reims,1.8,3–2,2,Nantes,,Stade Auguste-Delaune II,Karim Abed,Match Report,
Regular season,15,Wed,12/16/2020,19:00 (21:00),Angers,0.4,0–2,0.6,Strasbourg,,Stade Raymond Kopa,Bastien Dechepy,Match Report,
Regular season,15,Wed,12/16/2020,19:00 (21:00),Montpellier,1.1,0–2,1.7,Metz,,Stade de la Mosson,Jérémie Pignard,Match Report,
Regular season,15,Wed,12/16/2020,19:00 (21:00),Nîmes,1.1,0–2,1.8,Nice,,Stade des Costières,Ruddy Buquet,Match Report,
Regular season,15,Wed,12/16/2020,21:00 (23:00),Monaco,0.8,0–3,1.3,Lens,,Stade Louis II.,Willy Delajod,Match Report,
Regular season,15,Wed,12/16/2020,21:00 (23:00),Paris S-G,2.7,2–0,1.4,Lorient,,Parc des Princes,Johan Hamel,Match Report,
Regular season,15,Wed,12/16/2020,21:00 (23:00),Rennes,1.2,2–1,1.2,Marseille,,Roazhon Park,Clément Turpin,Match Report,
Regular season,15,Wed,12/16/2020,21:00 (23:00),Bordeaux,0.7,1–2,2.3,Saint-Étienne,,Stade Matmut-Atlantique,Stéphanie Frappart,Match Report,
Regular season,15,Wed,12/16/2020,21:00 (23:00),Lyon,3.8,2–2,1.7,Brest,,Groupama Stadium,Jérôme Brisard,Match Report,
,,,,,,,,,,,,,,
Regular season,16,Sat,12/19/2020,17:00 (19:00),Metz,1,2–0,1.2,Lens,,Stade Saint-Symphorien,Amaury Delerue,Match Report,
Regular season,16,Sat,12/19/2020,19:00 (21:00),Marseille,1.3,1–1,0.3,Reims,,Orange Vélodrome,Thomas Léonard,Match Report,
Regular season,16,Sat,12/19/2020,21:00 (23:00),Nice,0.9,1–4,3.3,Lyon,,Stade de Nice,Antony Gautier,Match Report,
Regular season,16,Sun,12/20/2020,13:00 (15:00),Brest,1.6,2–2,0.8,Montpellier,,Stade Francis-Le Blé,Benoît Millot,Match Report,
Regular season,16,Sun,12/20/2020,15:00 (17:00),Strasbourg,1,0–2,1,Bordeaux,,Stade de la Meinau,Benoît Bastien,Match Report,
Regular season,16,Sun,12/20/2020,15:00 (17:00),Saint-Étienne,2.9,2–2,1.6,Nîmes,,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
Regular season,16,Sun,12/20/2020,15:00 (17:00),Dijon,1.3,0–1,0.8,Monaco,,Stade Gaston Gérard,Jeremy Stinat,Match Report,
Regular season,16,Sun,12/20/2020,15:00 (17:00),Nantes,0.5,1–1,1.1,Angers,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
Regular season,16,Sun,12/20/2020,17:00 (19:00),Lorient,0.8,0–3,0.9,Rennes,,Stade Yves Allainmat - Le Moustoir,Eric Wattellier,Match Report,
Regular season,16,Sun,12/20/2020,21:00 (23:00),Lille,0.5,0–0,0.7,Paris S-G,,Stade Pierre-Mauroy,François Letexier,Match Report,
,,,,,,,,,,,,,,
Regular season,17,Wed,12/23/2020,19:00 (21:00),Lens,2.1,2–1,1.3,Brest,,Stade Bollaert-Delelis,Bastien Dechepy,Match Report,
Regular season,17,Wed,12/23/2020,19:00 (21:00),Bordeaux,1.1,1–3,1,Reims,,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
Regular season,17,Wed,12/23/2020,19:00 (21:00),Rennes,0.9,1–0,1.4,Metz,,Roazhon Park,Florent Batta,Match Report,
Regular season,17,Wed,12/23/2020,19:00 (21:00),Nîmes,1,1–3,1.8,Dijon,,Stade des Costières,Jérémie Pignard,Match Report,
Regular season,17,Wed,12/23/2020,19:00 (21:00),Nice,0.6,2–2,2.6,Lorient,,Stade de Nice,Aurélien Petit,Match Report,
Regular season,17,Wed,12/23/2020,21:00 (23:00),Montpellier,1.5,2–3,1.8,Lille,,Stade de la Mosson,Clément Turpin,Match Report,
Regular season,17,Wed,12/23/2020,21:00 (23:00),Paris S-G,2.9,4–0,0.6,Strasbourg,,Parc des Princes,Jérôme Miguelgorry,Match Report,
Regular season,17,Wed,12/23/2020,21:00 (23:00),Lyon,3.6,3–0,1.4,Nantes,,Groupama Stadium,Ruddy Buquet,Match Report,
Regular season,17,Wed,12/23/2020,21:00 (23:00),Monaco,0.8,2–2,1.7,Saint-Étienne,,Stade Louis II.,Johan Hamel,Match Report,
Regular season,17,Wed,12/23/2020,21:00 (23:00),Angers,0.6,2–1,1.5,Marseille,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,Match Report,
,,,,,,,,,,,,,,
Regular season,18,Wed,1/6/2021,19:00 (21:00),Strasbourg,4.9,5–0,1,Nîmes,,Stade de la Meinau,Benoît Millot,Match Report,
Regular season,18,Wed,1/6/2021,19:00 (21:00),Nantes,0.6,0–0,0.6,Rennes,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Match Report,
Regular season,18,Wed,1/6/2021,19:00 (21:00),Brest,1.2,2–0,1.5,Nice,,Stade Francis-Le Blé,Jeremy Stinat,Match Report,
Regular season,18,Wed,1/6/2021,19:00 (21:00),Metz,0.9,0–0,1.2,Bordeaux,,Stade Saint-Symphorien,Antony Gautier,Match Report,
Regular season,18,Wed,1/6/2021,19:00 (21:00),Lorient,1,2–5,2.6,Monaco,,Stade Yves Allainmat - Le Moustoir,Franck Schneider,Match Report,
Regular season,18,Wed,1/6/2021,21:00 (23:00),Reims,0.7,0–0,0.3,Dijon,,Stade Auguste-Delaune II,Amaury Delerue,Match Report,
Regular season,18,Wed,1/6/2021,21:00 (23:00),Saint-Étienne,1.2,1–1,1.6,Paris S-G,,Stade Geoffroy-Guichard,Karim Abed,Match Report,
