Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
16,Sun,1/8/2023,14:00 (16:00),Almería,,,,Real Sociedad,,Power Horse Stadium,,Head-to-Head,
16,Sun,1/8/2023,16:15 (18:15),Rayo Vallecano,,,,Betis,,Estadio del Rayo Vallecano,,Head-to-Head,
16,Sun,1/8/2023,18:30 (20:30),Sevilla,,,,Getafe,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
16,Sun,1/8/2023,21:00 (23:00),Atlético Madrid,,,,Barcelona,,Estadio Cívitas Metropolitano,,Head-to-Head,
16,Mon,1/9/2023,21:00 (23:00),Athletic Club,,,,Osasuna,,San Mamés,,Head-to-Head,
,,,,,,,,,,,,,
17,Fri,1/13/2023,21:00 (23:00),Celta Vigo,,,,Villarreal,,Estadio de Balaídos,,Head-to-Head,
17,Sat,1/14/2023,14:00 (16:00),Valladolid,,,,Rayo Vallecano,,Estadio Municipal José Zorrilla,,Head-to-Head,
17,Sat,1/14/2023,16:15 (18:15),Girona,,,,Sevilla,,Estadi Municipal de Montilivi,,Head-to-Head,
17,Sat,1/14/2023,18:30 (20:30),Osasuna,,,,Mallorca,,Estadio El Sadar,,Head-to-Head,
17,Sat,1/14/2023,21:00 (23:00),Real Sociedad,,,,Athletic Club,,Reale Arena,,Head-to-Head,
17,Sun,1/15/2023,14:00 (16:00),Getafe,,,,Espanyol,,Coliseum Alfonso Pérez,,Head-to-Head,
17,Sun,1/15/2023,16:15 (18:15),Almería,,,,Atlético Madrid,,Power Horse Stadium,,Head-to-Head,
17,Mon,1/16/2023,21:00 (23:00),Cádiz,,,,Elche,,Estadio Nuevo Mirandilla,,Head-to-Head,
,,,,,,,,,,,,,
18,Sun,1/22/2023,,Barcelona,,,,Getafe,,Camp Nou,,Head-to-Head,
18,Sun,1/22/2023,,Elche,,,,Osasuna,,Estadio Manuel Martínez Valero,,Head-to-Head,
18,Sun,1/22/2023,,Sevilla,,,,Cádiz,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
18,Sun,1/22/2023,,Espanyol,,,,Betis,,RCDE Stadium,,Head-to-Head,
