Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
11,Thu,10/28/2021,21:30 (22:30),Levante,1.8,2–2,1,Atlético Madrid,"16,298",Estadio Ciudad de Valencia,Pablo González,Match Report,
,,,,,,,,,,,,,
12,Sat,10/30/2021,14:00 (15:00),Elche,0.9,1–2,1.3,Real Madrid,"23,010",Estadio Manuel Martínez Valero,Ricardo de Burgos,Match Report,
12,Sat,10/30/2021,16:15 (17:15),Sevilla,2.5,2–0,0.8,Osasuna,"20,335",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
12,Sat,10/30/2021,18:30 (19:30),Valencia,1.2,2–0,1.1,Villarreal,"31,487",Estadio de Mestalla,José Luis Munuera,Match Report,
12,Sat,10/30/2021,21:00 (22:00),Barcelona,1.4,1–1,0.8,Alavés,"37,278",Camp Nou,Jorge Figueroa,Match Report,
12,Sun,10/31/2021,14:00 (16:00),Cádiz,2,1–1,1.2,Mallorca,"11,790",Estadio Nuevo Mirandilla,Valentín Pizarro,Match Report,
12,Sun,10/31/2021,16:15 (18:15),Atlético Madrid,2.4,3–0,0.6,Betis,"56,838",Estadio Wanda Metropolitano,Alberola Rojas,Match Report,
12,Sun,10/31/2021,18:30 (20:30),Getafe,0.9,2–1,0.8,Espanyol,"4,721",Coliseum Alfonso Pérez,Alejandro Muñíz,Match Report,
12,Sun,10/31/2021,21:00 (23:00),Real Sociedad,1.2,1–1,1,Athletic Club,"37,066",Estadio Municipal de Anoeta,Juan Martínez,Match Report,
12,Mon,11/1/2021,18:30 (20:30),Rayo Vallecano,0.6,0–0,0.5,Celta Vigo,"9,580",Estadio del Rayo Vallecano,Adrián Cordero,Match Report,
12,Mon,11/1/2021,21:00 (23:00),Levante,1.1,0–3,1.1,Granada,"14,512",Estadio Ciudad de Valencia,José Sánchez,Match Report,
,,,,,,,,,,,,,
13,Fri,11/5/2021,21:00 (23:00),Athletic Club,0.8,0–1,0.7,Cádiz,"37,581",San Mamés,Santiago Jaime,Match Report,
13,Sat,11/6/2021,14:00 (16:00),Espanyol,1.6,2–0,2.3,Granada,"19,050",RCDE Stadium,Isidro Díaz de Mera,Match Report,
13,Sat,11/6/2021,16:15 (18:15),Celta Vigo,1.5,3–3,1.1,Barcelona,"13,146",Estadio de Balaídos,Alejandro Hernández,Match Report,
13,Sat,11/6/2021,18:30 (20:30),Alavés,1.5,2–1,0.8,Levante,"12,176",Estadio de Mendizorroza,Adrián Cordero,Match Report,
13,Sat,11/6/2021,21:00 (23:00),Real Madrid,2.1,2–1,1.6,Rayo Vallecano,"43,283",Estadio Santiago Bernabéu,Pablo González,Match Report,
13,Sun,11/7/2021,14:00 (16:00),Villarreal,1.2,1–0,0.3,Getafe,"13,504",Estadio de la Cerámica,Jesús Gil,Match Report,
13,Sun,11/7/2021,16:15 (18:15),Valencia,1.1,3–3,2.2,Atlético Madrid,"37,472",Estadio de Mestalla,César Soto,Match Report,
13,Sun,11/7/2021,18:30 (20:30),Osasuna,0.6,0–2,1.4,Real Sociedad,"21,741",Estadio El Sadar,Miguel Ángel Ortiz Arias,Match Report,
13,Sun,11/7/2021,18:30 (20:30),Mallorca,2.3,2–2,0.7,Elche,"12,933",Iberostar Estadi,Mario Melero,Match Report,
13,Sun,11/7/2021,21:00 (23:00),Betis,0.5,0–2,1.7,Sevilla,"50,534",Estadio Benito Villamarín,Antonio Matéu Lahoz,Match Report,
,,,,,,,,,,,,,
14,Fri,11/19/2021,21:00 (23:00),Levante,0.8,0–0,0.7,Athletic Club,"15,230",Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
14,Sat,11/20/2021,14:00 (16:00),Celta Vigo,1,1–1,2.8,Villarreal,"10,086",Estadio de Balaídos,Alberola Rojas,Match Report,
14,Sat,11/20/2021,16:15 (18:15),Sevilla,1.6,2–2,1.3,Alavés,"25,208",Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,Match Report,
14,Sat,11/20/2021,18:30 (20:30),Atlético Madrid,1.4,1–0,0.6,Osasuna,"53,261",Estadio Wanda Metropolitano,José Sánchez,Match Report,
14,Sat,11/20/2021,21:00 (23:00),Barcelona,1.7,1–0,1.3,Espanyol,"74,418",Camp Nou,Carlos del Cerro,Match Report,
14,Sun,11/21/2021,14:00 (16:00),Getafe,1.5,4–0,0.5,Cádiz,"8,825",Coliseum Alfonso Pérez,Ricardo de Burgos,Match Report,
14,Sun,11/21/2021,16:15 (18:15),Granada,0.7,1–4,3.6,Real Madrid,"17,460",Estadio Nuevo Los Cármenes,Juan Martínez,Match Report,
14,Sun,11/21/2021,18:30 (20:30),Elche,1,0–3,1.8,Betis,"16,127",Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
14,Sun,11/21/2021,21:00 (23:00),Real Sociedad,0.5,0–0,0.9,Valencia,"28,635",Estadio Municipal de Anoeta,Mario Melero,Match Report,
14,Mon,11/22/2021,21:00 (23:00),Rayo Vallecano,2.7,3–1,1,Mallorca,"6,708",Estadio del Rayo Vallecano,Jorge Figueroa,Match Report,
,,,,,,,,,,,,,
15,Fri,11/26/2021,21:00 (23:00),Athletic Club,1.3,2–2,1.1,Granada,"32,651",San Mamés,Adrián Cordero,Match Report,
15,Sat,11/27/2021,14:00 (16:00),Alavés,0.9,1–2,1.3,Celta Vigo,"10,093",Estadio de Mendizorroza,Pablo González,Match Report,
15,Sat,11/27/2021,16:15 (18:15),Valencia,1.5,1–1,1.3,Rayo Vallecano,"30,030",Estadio de Mestalla,Alejandro Hernández,Match Report,
15,Sat,11/27/2021,18:30 (20:30),Mallorca,0.6,0–0,0.8,Getafe,"8,635",Iberostar Estadi,Santiago Jaime,Match Report,
15,Sat,11/27/2021,21:00 (23:00),Villarreal,1.3,1–3,3.4,Barcelona,"19,050",Estadio de la Cerámica,César Soto,Match Report,
15,Sun,11/28/2021,14:00 (16:00),Betis,2.7,3–1,0.5,Levante,"45,012",Estadio Benito Villamarín,Miguel Ángel Ortiz Arias,Match Report,
15,Sun,11/28/2021,16:15 (18:15),Espanyol,0.6,1–0,1.9,Real Sociedad,"19,935",RCDE Stadium,Antonio Matéu Lahoz,Match Report,
15,Sun,11/28/2021,18:30 (20:30),Cádiz,1.1,1–4,3.9,Atlético Madrid,"16,861",Estadio Nuevo Mirandilla,Jesús Gil,Match Report,
15,Sun,11/28/2021,21:00 (23:00),Real Madrid,1.3,2–1,0.8,Sevilla,"45,281",Estadio Santiago Bernabéu,José Sánchez,Match Report,
15,Mon,11/29/2021,21:00 (23:00),Osasuna,1.9,1–1,1.2,Elche,"16,485",Estadio El Sadar,Isidro Díaz de Mera,Match Report,
,,,,,,,,,,,,,
