,Unnamed: 0,Team Av Shots Diff,Team Av Shots Inside Box Diff,Team Av Fouls Diff,Team Av Corners Diff,Team Av Possession Diff,Team Av Pass Accuracy Diff,Team Av Goal Diff,Opponent Av Shots Diff,Opponent Av Shots Inside Box Diff,Opponent Av Fouls Diff,Opponent Av Corners Diff,Opponent Av Possession Diff,Opponent Av Pass Accuracy Diff,Opponent Av Goal Diff
0,0,4.0,2.1,-3.4000000000000004,2.0,9.400000000000006,4.300000000000011,0.3,-3.8000000000000007,-2.1999999999999997,-3.4000000000000004,-1.0,-12.0,-4.5,0.0
1,1,-4.6,-2.4000000000000004,2.0,-1.9000000000000004,-11.599999999999994,-5.899999999999992,0.0,-2.1,-0.2999999999999989,-1.1999999999999993,2.3000000000000007,12.0,4.800000000000011,0.1
2,2,6.699999999999999,4.800000000000001,0.5,2.0,23.200000000000003,10.299999999999995,1.4999999999999998,-4.5,-4.4,-2.6999999999999997,-3.6999999999999993,-9.400000000000006,-1.3000000000000114,-0.1
3,3,-0.8000000000000007,0.1000000000000005,1.4000000000000004,-2.0,8.0,3.0,-0.1999999999999999,-6.300000000000001,-4.1000000000000005,-0.8999999999999986,-4.1,1.0,-0.2999999999999971,-1.2999999999999998
4,4,-3.6000000000000014,-1.7999999999999998,-1.5999999999999996,-1.2000000000000002,-15.0,-7.199999999999989,-0.1999999999999999,3.6999999999999993,0.9000000000000004,0.5,3.9,16.799999999999997,5.899999999999992,1.7
5,5,4.199999999999999,2.8000000000000007,1.799999999999999,2.7,10.799999999999995,6.900000000000006,-0.6000000000000001,-2.8999999999999986,-2.8999999999999995,-0.7000000000000011,-0.2999999999999998,10.599999999999994,3.5,0.1
6,6,-0.5,-0.9000000000000004,1.9000000000000004,-1.4000000000000004,-6.200000000000003,-1.7000000000000028,-1.6,14.3,10.2,3.0,5.1,30.2,11.199999999999989,2.3000000000000003
7,7,-3.299999999999999,-0.2000000000000001,-1.299999999999999,-1.2000000000000002,-23.599999999999994,-12.299999999999995,-0.1,-1.700000000000001,-0.0999999999999996,3.1,-0.3999999999999994,-16.799999999999997,-6.700000000000003,0.0999999999999999
8,8,0.3999999999999986,-0.1000000000000005,3.700000000000001,0.1999999999999993,-6.799999999999997,-3.1000000000000085,-1.6,7.5,4.9,-1.6999999999999993,2.3000000000000003,14.799999999999995,7.399999999999991,0.6999999999999997
9,9,-5.200000000000001,-4.9,-0.6999999999999993,-3.1,-33.599999999999994,-12.400000000000006,-0.9,-1.5,-1.4999999999999991,-0.2999999999999989,-0.1999999999999993,-1.7999999999999972,-1.9000000000000057,-0.1999999999999999
10,10,-0.1999999999999993,-0.3000000000000007,0.7000000000000011,0.2000000000000001,3.5999999999999943,0.5999999999999943,0.1999999999999999,-3.9,-1.1999999999999993,-0.3000000000000007,-0.7999999999999998,-21.8,-11.0,-0.7
11,11,7.200000000000001,5.000000000000001,-1.8000000000000007,2.6,17.599999999999994,8.200000000000003,1.2,-3.3999999999999986,-2.5,-1.9000000000000004,-1.7000000000000002,-13.200000000000005,-5.599999999999994,-0.3999999999999999
12,12,3.1999999999999997,1.8999999999999997,1.5999999999999996,3.1,14.0,4.799999999999997,1.9,-3.3999999999999986,-1.1999999999999993,-1.5999999999999996,2.4000000000000004,11.0,4.5,0.0
13,13,15.7,11.400000000000002,2.4000000000000004,6.8,33.599999999999994,13.200000000000005,1.9,8.5,6.0,0.200000000000001,1.8999999999999997,26.40000000000001,12.5,1.3
14,14,1.200000000000001,1.1999999999999993,2.1,-1.2000000000000002,9.200000000000005,3.3999999999999915,-0.2999999999999998,4.899999999999999,1.8999999999999997,-3.8000000000000007,2.8000000000000003,11.799999999999995,5.299999999999997,-0.2
15,15,-5.699999999999999,-5.200000000000001,-1.5,-3.7,-35.0,-13.399999999999991,-0.7000000000000001,-4.5,-2.200000000000001,-2.299999999999999,-1.5,-14.200000000000005,-5.299999999999997,0.1
16,16,-0.5999999999999996,-0.5,3.6,-0.5999999999999996,-10.0,-4.200000000000003,-1.4,-7.399999999999999,-4.799999999999999,-1.200000000000001,-3.7,1.0,-0.4000000000000057,-1.2000000000000002
17,17,4.0,2.999999999999999,2.1,3.3999999999999995,7.200000000000003,4.599999999999994,-0.5999999999999999,-2.9000000000000004,-2.4000000000000004,1.1999999999999993,-3.6,-12.0,-5.099999999999994,-1.4
18,18,-5.5,-4.5,-1.200000000000001,-2.0,7.400000000000006,2.5,-0.1,-0.5,1.0,1.8000000000000007,-0.4000000000000003,-17.200000000000003,-7.0,0.4000000000000001
19,19,-4.199999999999999,-4.6000000000000005,-2.0,-3.1,-10.400000000000006,-2.6000000000000085,0.0,-2.5,-2.0,1.9000000000000004,-0.8999999999999995,-9.0,-5.0,0.0
20,20,-4.1,-2.1,-3.1,-1.1000000000000003,-8.200000000000003,-2.799999999999997,-0.1,-1.8000000000000007,-1.2999999999999998,1.9000000000000004,-0.3999999999999994,-6.200000000000003,-3.9000000000000057,0.1
21,21,-4.300000000000001,-1.200000000000001,-1.8000000000000007,1.9999999999999991,7.599999999999994,2.299999999999997,-0.3,-4.799999999999999,-4.3,0.8000000000000007,-3.6,-9.799999999999995,-3.9000000000000057,-1.4
22,22,-4.6,-4.4,-1.1999999999999993,-3.4000000000000004,-35.800000000000004,-14.0,-0.3999999999999999,-5.6,-5.799999999999999,-2.6,-3.9,-12.799999999999995,-3.6000000000000085,0.0
23,23,4.5,2.6,1.0999999999999996,3.1,14.0,5.399999999999992,2.1,-1.0999999999999996,-0.1999999999999993,2.4000000000000004,-1.6999999999999995,9.400000000000006,2.9000000000000057,-0.5
24,24,-4.5,-2.7,-0.5999999999999996,-2.0,-16.799999999999997,-6.700000000000003,-0.5,7.799999999999999,5.8,1.0999999999999996,0.5999999999999996,22.40000000000001,10.599999999999994,1.4
25,25,-7.400000000000002,-5.199999999999999,-1.5999999999999996,-3.3,1.4000000000000057,0.2999999999999971,-1.6,5.6,4.6000000000000005,2.1,4.1,9.0,5.200000000000003,-0.6000000000000001
26,26,13.6,9.6,0.9000000000000004,6.6,33.800000000000004,13.099999999999994,1.6999999999999995,9.0,5.7,-2.1,3.3999999999999995,19.599999999999994,9.0,1.4
27,27,6.1,2.6,-3.299999999999999,2.9,7.400000000000006,4.0,0.0,-1.700000000000001,0.2999999999999998,1.5999999999999996,-0.8000000000000007,-17.799999999999997,-7.799999999999997,0.3
28,28,-3.4000000000000004,-1.0,0.5999999999999996,0.2000000000000001,-20.40000000000001,-9.799999999999995,-0.3,-0.7000000000000011,-0.2999999999999989,4.200000000000001,-1.5,-14.200000000000005,-6.199999999999989,-1.1
29,29,-2.5,-2.5,-0.5,-0.9000000000000004,10.599999999999994,4.099999999999994,-0.0999999999999998,-0.0999999999999996,-0.1999999999999993,0.1000000000000014,-0.2999999999999998,6.799999999999997,1.7999999999999972,-0.0999999999999998
30,30,-3.3999999999999986,-1.0,0.3000000000000007,0.0999999999999996,-19.8,-9.700000000000005,0.0,-2.4000000000000004,-1.9000000000000004,-1.5,-1.1999999999999993,-14.599999999999994,-5.0,-0.7000000000000001
31,31,0.200000000000001,0.2000000000000001,0.0,-0.5999999999999996,7.200000000000003,2.0,-0.4000000000000001,6.9,5.1,-1.6999999999999993,2.1,19.599999999999994,9.099999999999994,1.2
32,32,5.5,3.6999999999999993,0.7999999999999989,3.5,13.400000000000006,4.900000000000006,2.2,5.6,4.2,1.4000000000000004,3.5,7.400000000000006,4.900000000000006,-0.6000000000000001
33,33,-2.299999999999999,-1.5999999999999996,3.3000000000000007,-2.1,9.799999999999995,3.0,-0.5,5.799999999999999,4.6000000000000005,0.6999999999999993,0.2999999999999998,24.0,11.299999999999995,1.3
34,34,4.300000000000001,1.8999999999999997,-2.6,1.9,5.200000000000003,2.5,0.1,-4.500000000000002,-4.7,-1.6999999999999993,-2.8000000000000007,-7.400000000000006,-1.9000000000000057,0.0
35,35,-4.299999999999999,-5.000000000000001,-0.7999999999999989,-3.9,-32.400000000000006,-13.0,-0.7000000000000001,13.1,8.8,-0.1000000000000014,7.1000000000000005,28.2,11.0,1.6
36,36,-6.200000000000001,-4.5,-1.700000000000001,-2.6000000000000005,0.7999999999999972,0.0999999999999943,-1.3,-3.6000000000000014,0.200000000000001,-2.1,2.0,10.200000000000005,3.200000000000003,-0.1
37,37,-1.0,-0.7999999999999998,4.2,-1.4000000000000004,-13.0,-5.5,-1.2,-3.899999999999999,-4.1000000000000005,1.299999999999999,-3.1,-12.0,-4.799999999999997,-1.6
38,38,-4.0,-1.2999999999999998,-2.6999999999999997,-1.3999999999999997,-4.200000000000003,-1.7999999999999972,0.0,-3.0,-2.3999999999999995,-0.8000000000000007,-0.5,5.400000000000006,2.5,0.1
39,39,-1.4000000000000004,-1.5,2.3000000000000007,-0.0999999999999996,-8.200000000000003,-4.5,0.2000000000000001,-1.4000000000000004,0.1000000000000005,1.4000000000000004,-0.7999999999999998,-19.599999999999994,-8.300000000000011,0.4
40,40,-1.6999999999999993,-1.8000000000000007,4.4,-1.2999999999999998,11.599999999999994,3.5999999999999943,-0.1999999999999999,-4.800000000000001,-0.1999999999999993,-1.3000000000000007,2.0,11.400000000000006,3.1000000000000085,-0.1
41,41,14.000000000000002,9.7,-0.2999999999999998,7.3,33.0,13.099999999999994,1.2,-1.8000000000000007,-0.1000000000000005,1.299999999999999,-0.1999999999999993,-18.40000000000001,-8.900000000000006,0.1
42,42,-1.5,-1.0999999999999996,4.0,-1.2000000000000002,-16.0,-6.900000000000006,-1.3,5.299999999999999,3.700000000000001,0.8000000000000007,3.6,16.200000000000003,6.200000000000003,2.1
43,43,-6.100000000000001,-6.4,-0.4000000000000003,-4.9,-37.400000000000006,-15.300000000000011,-0.7,-1.200000000000001,0.7000000000000002,1.5,-1.4000000000000004,-19.0,-8.200000000000003,0.3999999999999999
44,44,-2.200000000000001,-1.5999999999999996,1.0,-1.7999999999999998,4.599999999999994,0.6000000000000085,-0.5,-0.4000000000000003,-1.1000000000000003,1.700000000000001,0.4000000000000003,-4.799999999999997,-2.3999999999999915,0.3
45,45,-2.200000000000001,-1.7999999999999998,-1.5999999999999996,-0.3999999999999994,6.799999999999997,3.299999999999997,0.1999999999999999,3.9,1.4000000000000004,-0.8000000000000007,1.8000000000000007,5.799999999999997,3.299999999999997,0.0999999999999998
46,46,-4.0,-3.9,-2.6000000000000014,-1.7000000000000002,-9.400000000000006,-3.1999999999999886,0.0999999999999998,7.800000000000001,5.499999999999999,-2.799999999999999,2.8,20.200000000000003,10.100000000000009,1.1
47,47,-5.299999999999999,-3.9,-1.3000000000000007,-2.5,-1.7999999999999972,-0.7999999999999972,-1.1,-2.299999999999999,-3.0,-0.0999999999999996,-3.1000000000000005,-7.599999999999994,-2.799999999999997,-1.5
48,48,-2.8000000000000007,-0.8000000000000007,-2.6999999999999997,-1.0999999999999996,-3.5999999999999943,-1.7000000000000028,0.1,-4.4,-3.6000000000000005,-1.8000000000000007,-2.2,-13.599999999999994,-4.199999999999989,-0.6000000000000001
49,49,4.399999999999999,3.299999999999999,1.6000000000000014,3.5000000000000004,2.0,1.9000000000000057,-0.8,5.299999999999999,5.000000000000001,-0.5999999999999996,0.3999999999999994,20.0,9.200000000000005,1.1
50,50,3.9,3.6000000000000005,-1.0999999999999996,-0.6000000000000005,16.599999999999994,8.299999999999997,1.2000000000000002,-2.799999999999999,-0.7000000000000002,-0.9000000000000004,-0.7999999999999998,2.4000000000000057,0.3999999999999915,-0.1999999999999999
51,51,6.199999999999999,4.799999999999999,0.5,3.5,17.200000000000003,7.0,2.4,-5.299999999999999,-4.6,-3.5,-1.9000000000000004,-11.400000000000006,-3.700000000000003,0.0
52,52,-1.5999999999999996,-1.8000000000000007,3.9,-1.0,9.400000000000006,2.1999999999999886,-0.0999999999999998,0.6999999999999993,0.2999999999999998,1.9000000000000004,0.2999999999999998,-3.799999999999997,-1.6000000000000083,0.8
53,53,9.000000000000002,5.7,-2.3000000000000007,3.4,21.8,10.0,0.8999999999999999,4.4,3.1999999999999997,1.0999999999999996,3.6,-1.5999999999999943,0.2999999999999971,-0.8999999999999999
54,54,4.199999999999999,1.5,-0.8000000000000007,2.5,6.599999999999994,3.3999999999999915,0.1,13.5,9.1,-0.4999999999999991,6.3,34.400000000000006,14.0,1.6
55,55,-1.3000000000000007,-2.3000000000000007,0.6999999999999993,-2.0,-10.0,-4.0,-1.5000000000000002,-5.5,-5.699999999999999,-0.6999999999999993,-4.7,-37.0,-15.5,-0.2999999999999998
56,56,-3.9,-3.0,-1.9000000000000004,-1.6999999999999993,4.0,1.7000000000000028,-1.3,-1.0999999999999996,1.0,1.5999999999999996,-1.2999999999999998,-14.0,-6.0,0.2999999999999999
57,57,-2.3999999999999986,-0.1000000000000005,2.200000000000001,-0.8000000000000007,-21.200000000000003,-10.099999999999994,-0.1999999999999999,-2.8000000000000007,-1.8000000000000007,-2.3999999999999986,-0.6000000000000005,4.799999999999997,2.5,-0.3
58,58,-4.100000000000001,-3.8,-1.9000000000000004,-2.4000000000000004,-14.799999999999995,-4.5,-0.0999999999999998,-4.699999999999999,-3.3000000000000007,3.3,-2.3,-19.0,-8.599999999999994,-1.5
59,59,-3.1999999999999997,-2.5,1.1999999999999993,-2.1,4.0,0.4000000000000057,-0.7,-3.1999999999999997,0.4000000000000003,-0.4000000000000003,2.6000000000000005,11.599999999999994,3.799999999999997,-0.1999999999999999
60,60,12.4,8.399999999999999,-0.1000000000000014,7.499999999999999,35.0,14.200000000000005,0.7,-4.0,-0.1000000000000014,-0.8000000000000007,1.9999999999999991,13.0,4.200000000000003,-0.0999999999999998
61,61,-5.700000000000001,-6.0,-1.6999999999999993,-5.800000000000001,-33.800000000000004,-14.099999999999994,-0.1999999999999999,-3.200000000000001,-0.7000000000000002,1.6999999999999993,-1.2000000000000002,-19.200000000000003,-9.599999999999994,-0.9000000000000001
62,62,-2.6999999999999997,-1.0999999999999996,-1.0999999999999996,-1.1000000000000003,0.4000000000000057,-0.2999999999999971,-0.7,8.5,5.500000000000001,-2.3000000000000007,3.6000000000000005,25.0,11.5,0.7999999999999998
63,63,-2.1000000000000014,-2.3999999999999986,4.6000000000000005,-0.8999999999999995,7.599999999999994,1.3999999999999917,-0.1,-5.100000000000001,-4.199999999999999,-1.5,-2.7,-14.799999999999995,-4.599999999999994,-0.1
64,64,6.5,5.700000000000001,-0.4000000000000003,2.6,20.40000000000001,8.700000000000003,2.6,-3.200000000000001,-2.5,-2.4000000000000004,-0.5,3.799999999999997,1.9000000000000057,-1.2
65,65,-1.3999999999999986,-1.1999999999999993,2.799999999999999,-1.7999999999999998,-15.400000000000006,-7.5,-0.7,6.400000000000002,5.3,-1.5,-0.2000000000000001,22.200000000000003,11.399999999999991,1.4
66,66,2.799999999999999,2.3999999999999995,1.5999999999999996,2.3000000000000003,-9.400000000000006,-3.799999999999997,-0.5,2.8999999999999986,0.4000000000000003,-0.9000000000000004,0.7999999999999998,1.5999999999999943,1.6000000000000083,0.3999999999999999
67,67,-0.1999999999999993,1.5,2.200000000000001,-1.2000000000000002,-11.799999999999995,-4.899999999999992,0.1999999999999999,-5.399999999999999,-5.0,-3.1,-1.0999999999999996,-11.799999999999995,-4.299999999999997,-0.1999999999999999
68,68,-2.5,-2.8000000000000007,1.4000000000000004,-1.0,-11.799999999999995,-5.299999999999997,-1.4,-3.0,-2.3999999999999995,1.9000000000000004,-1.5999999999999996,1.7999999999999972,0.0,-1.1
69,69,-1.6999999999999993,-1.4000000000000004,-1.700000000000001,0.0,3.4000000000000057,1.8999999999999917,0.3,0.6999999999999993,0.5999999999999996,1.299999999999999,0.3000000000000007,-6.200000000000003,-2.4000000000000057,0.8
70,70,-2.799999999999999,-0.7000000000000002,1.4000000000000004,-0.7000000000000002,-17.599999999999994,-8.099999999999994,-0.8,-3.0,-1.5,-0.5,-1.6000000000000003,-2.5999999999999943,-1.9000000000000057,-0.6
71,71,-3.0,-3.1999999999999997,-0.1999999999999993,-1.2999999999999998,-12.200000000000005,-4.800000000000011,-1.4,-5.900000000000002,-5.0,-2.6,-1.5999999999999996,-15.0,-6.599999999999994,-0.3999999999999999
72,72,-0.0999999999999996,-1.4000000000000004,4.299999999999999,-0.1999999999999993,11.200000000000005,3.0,0.1,0.0999999999999996,1.3999999999999997,1.9000000000000004,-1.1999999999999993,-6.400000000000006,-2.0999999999999943,0.4999999999999999
73,73,-4.199999999999999,-1.200000000000001,-1.8000000000000007,2.1000000000000005,12.400000000000006,4.099999999999994,-0.4000000000000001,2.0,2.1000000000000005,2.200000000000001,1.9000000000000004,-10.0,-4.799999999999997,-0.3
74,74,6.299999999999999,5.300000000000001,-1.0999999999999996,2.5,17.799999999999997,8.0,2.1,12.4,8.7,1.0,7.800000000000001,34.0,13.700000000000005,0.8
75,75,-4.5,-5.4,-1.700000000000001,-5.0,-29.599999999999994,-12.900000000000006,0.1999999999999999,-6.0,-4.6,-2.4000000000000004,-3.1,-16.799999999999997,-5.5,-0.2999999999999999
76,76,-3.5,-2.3999999999999995,-1.5999999999999996,-1.2999999999999998,1.4000000000000057,1.0999999999999943,-1.0,2.4000000000000004,1.1000000000000003,1.8000000000000007,1.7000000000000002,-2.4000000000000057,-1.4000000000000057,0.5
77,77,-2.1,-1.2999999999999998,-1.0,-0.9000000000000004,3.5999999999999943,2.200000000000003,0.3,7.6,4.799999999999999,-2.0,3.8,28.0,12.799999999999995,0.5
78,78,3.9,1.4999999999999991,-1.5999999999999996,0.8000000000000007,3.799999999999997,3.200000000000003,0.3999999999999999,-3.0,-2.5,2.5,-2.6,-21.0,-10.099999999999994,-0.7
79,79,6.800000000000001,6.499999999999999,-0.8999999999999986,0.2000000000000001,21.40000000000001,11.299999999999995,1.5,-3.4000000000000004,-2.1999999999999997,2.299999999999999,-1.2999999999999998,0.0,-1.2000000000000028,-1.0
80,80,-4.699999999999999,-1.6000000000000003,-2.3000000000000007,1.0999999999999996,13.400000000000006,4.700000000000003,-0.5,-2.700000000000001,-1.0999999999999996,-0.6999999999999993,-0.7999999999999998,0.5999999999999943,-0.2000000000000028,-0.6
81,81,-5.799999999999999,-4.9,-2.799999999999999,-1.0,-12.400000000000006,-5.399999999999992,-1.0,-3.5,-3.1,-2.0,-2.5,0.0,0.7000000000000028,-0.7000000000000001
82,82,-2.9000000000000004,-2.9000000000000004,0.4000000000000003,-1.3999999999999997,-12.0,-5.1000000000000085,-0.9000000000000001,8.1,5.1,-2.5,3.9,27.8,12.599999999999994,0.3999999999999999
83,83,-5.0,-3.8000000000000007,-2.1,-3.0,-15.0,-4.799999999999997,-0.5,-4.199999999999999,-2.7,1.9000000000000004,-1.7000000000000002,-4.400000000000006,-3.0,-1.1
84,84,-2.700000000000001,-0.4000000000000003,2.9000000000000004,-0.3999999999999994,-18.40000000000001,-9.0,-0.8,2.1,1.7999999999999998,1.3999999999999986,1.7999999999999998,-13.400000000000006,-6.200000000000003,-0.2000000000000001
85,85,5.799999999999999,5.4,-0.0999999999999996,0.7999999999999998,25.599999999999994,12.600000000000009,1.6,6.1,5.199999999999999,-2.3999999999999986,1.7000000000000002,15.400000000000006,7.5,2.0
86,86,4.5,1.4000000000000004,-1.9000000000000004,0.7999999999999998,2.799999999999997,3.5,0.3,-5.299999999999999,-5.6000000000000005,-1.8000000000000007,-4.9,-27.40000000000001,-12.199999999999989,0.1999999999999999
87,87,-0.1999999999999993,1.5,2.5,-1.2999999999999998,-12.400000000000006,-5.099999999999994,0.6,-3.5,-2.7,2.9000000000000004,-2.8,-21.599999999999994,-10.5,-0.5
88,88,-2.0,-0.9999999999999992,-0.7999999999999989,-1.0999999999999996,1.7999999999999972,1.7000000000000028,0.4000000000000001,-0.8000000000000007,-2.1999999999999997,3.3999999999999995,-0.0999999999999996,15.599999999999994,4.899999999999992,-0.3
89,89,3.6,2.0,2.1999999999999997,3.3000000000000003,2.799999999999997,1.0999999999999943,0.3999999999999999,13.1,9.6,1.799999999999999,7.6,31.2,12.200000000000005,1.1999999999999995
90,90,7.500000000000002,4.1000000000000005,-2.1,3.5,26.8,12.400000000000006,0.0999999999999998,-4.300000000000001,-1.3999999999999986,-1.700000000000001,0.1000000000000005,12.0,3.899999999999992,-0.4000000000000001
91,91,-3.3000000000000007,-1.5,-1.200000000000001,-0.2000000000000001,-1.2000000000000028,-0.8999999999999915,-0.6000000000000001,-0.4000000000000003,-2.1000000000000005,2.5,-0.6000000000000005,14.599999999999994,5.0,-0.3
92,92,-3.6,-0.9000000000000004,2.200000000000001,-0.7000000000000002,-19.0,-10.400000000000006,-0.7999999999999998,6.300000000000001,2.0,-0.7999999999999989,1.0999999999999996,11.0,7.0,0.6000000000000001
93,93,6.0,3.6,2.299999999999999,3.7,3.5999999999999943,1.7999999999999972,0.5,6.700000000000001,6.199999999999999,-0.7000000000000002,1.5999999999999996,23.8,11.299999999999995,2.0
94,94,10.3,7.800000000000001,2.200000000000001,6.700000000000001,24.599999999999994,10.0,0.8999999999999999,1.0,2.4000000000000004,3.0,0.0,-7.0,-2.799999999999997,0.5
95,95,-5.699999999999999,-4.699999999999999,-2.4000000000000004,-4.300000000000001,-27.8,-12.0,0.0,2.5,1.8000000000000007,1.5,1.7000000000000002,-10.200000000000005,-4.099999999999994,-0.3
96,96,-2.9000000000000004,-2.4000000000000004,-2.6,-2.3,1.0,1.3999999999999917,-0.7999999999999999,-2.5,-0.8999999999999995,-0.2999999999999989,-1.2999999999999998,-1.4000000000000057,-0.3999999999999915,0.5
97,97,-4.4,-4.1,-0.4000000000000003,-2.3,-13.799999999999995,-6.599999999999994,-0.7000000000000002,-3.299999999999999,-2.200000000000001,-2.3999999999999986,-2.2,-9.0,-2.700000000000003,-0.2
98,98,-6.700000000000001,-5.9,-1.6999999999999993,-1.5,-13.599999999999994,-6.200000000000003,-1.0,-4.1,-3.3000000000000007,2.1999999999999997,-2.7,-19.40000000000001,-9.199999999999989,-0.5
99,99,4.300000000000001,3.9,-2.0,0.5999999999999996,10.799999999999995,5.900000000000006,1.5,-3.4000000000000004,-2.4000000000000004,2.4000000000000004,-0.8999999999999995,-5.799999999999997,-3.3999999999999915,-1.0
100,100,5.800000000000001,1.5000000000000009,-1.1999999999999993,0.1000000000000005,12.599999999999994,7.699999999999989,0.5999999999999999,-5.4,-2.0,-3.200000000000001,-0.6999999999999993,9.200000000000005,2.9000000000000057,-0.5
101,101,7.800000000000001,4.6000000000000005,-1.5999999999999996,3.5,25.599999999999994,11.699999999999989,0.0,0.4000000000000003,-1.799999999999999,2.3,0.5999999999999996,14.599999999999994,5.599999999999994,-0.1999999999999999
102,102,-3.9,-1.2000000000000002,3.0,-0.5,-18.599999999999994,-10.5,-0.7999999999999999,-6.1,-5.2,-1.8999999999999984,-1.2000000000000002,-10.599999999999994,-5.099999999999994,-1.0
103,103,5.699999999999999,5.9,-0.1000000000000005,1.0,22.599999999999994,10.899999999999991,2.0,0.4000000000000003,2.499999999999999,2.8000000000000007,0.2999999999999998,-9.400000000000006,-3.6999999999999886,0.2999999999999998
104,104,2.5,1.5999999999999996,1.5,1.5,-7.599999999999994,-3.700000000000003,-0.0999999999999998,9.6,6.299999999999999,1.5999999999999996,6.4,26.40000000000001,10.800000000000011,0.8000000000000003
105,105,-5.900000000000002,-4.5,-1.5999999999999996,-4.300000000000001,-28.0,-11.700000000000005,-0.1,2.299999999999999,2.5,-4.1,0.0999999999999996,7.799999999999997,4.700000000000003,0.7
106,106,-3.6999999999999993,-2.8000000000000007,-2.1,-2.3,-9.599999999999994,-3.0,-0.1999999999999999,-2.8000000000000007,-1.9999999999999991,-2.6999999999999997,-1.6000000000000003,0.0,1.0,-0.6000000000000001
107,107,-1.5999999999999996,-2.000000000000001,1.0999999999999996,-1.0,-7.400000000000006,-3.6000000000000085,0.1999999999999999,-0.5,0.0,-0.6999999999999993,-0.6000000000000005,4.0,2.299999999999997,0.6000000000000001
108,108,-2.4000000000000004,-2.3000000000000007,2.299999999999999,-1.9000000000000004,-17.799999999999997,-8.700000000000003,-0.1999999999999999,6.0,3.1,1.0999999999999996,3.5,-0.2000000000000028,-0.2000000000000028,0.4000000000000001
109,109,-4.700000000000001,-1.9000000000000004,-0.4000000000000003,-1.3999999999999997,-4.200000000000003,-2.300000000000012,-0.8,-3.5,-2.3000000000000007,3.9,-1.5,-9.400000000000006,-5.1000000000000085,-1.1
110,110,-5.600000000000001,-3.0,0.2999999999999989,-1.5,-1.0,-0.9000000000000057,-1.2999999999999998,-2.6999999999999997,-2.2,2.6,-1.7000000000000002,-17.0,-8.700000000000003,0.0
111,111,8.200000000000001,5.1,1.5,4.4,24.40000000000001,9.5,0.8000000000000003,-4.899999999999999,-4.1,-2.4000000000000004,-0.7999999999999998,-8.0,-3.6000000000000085,-0.7999999999999998
112,112,7.4,4.4,-0.5999999999999996,2.8,22.599999999999994,10.799999999999995,-0.0999999999999998,-2.299999999999999,-0.1000000000000005,2.8000000000000007,0.0,-17.400000000000006,-9.900000000000006,-0.6000000000000001
113,113,-4.0,-1.1000000000000003,-2.700000000000001,-0.8999999999999995,7.400000000000006,2.300000000000012,-0.3,-3.799999999999999,-2.4000000000000004,-2.3000000000000007,-1.8999999999999997,-6.400000000000006,-2.6000000000000085,0.0
114,114,1.4000000000000004,0.7000000000000011,1.4000000000000004,1.5,-10.0,-4.700000000000003,-0.1999999999999999,-1.0,-2.9000000000000004,1.3000000000000007,0.2999999999999998,12.400000000000006,4.799999999999997,-0.3999999999999999
115,115,0.8000000000000007,0.0,2.5,0.3999999999999994,-4.400000000000006,-2.0999999999999943,0.3999999999999999,3.3000000000000007,2.4000000000000004,-3.8000000000000007,0.1000000000000005,12.0,6.399999999999992,0.7999999999999998
116,116,5.600000000000001,1.6000000000000003,-0.5999999999999996,-0.2000000000000001,11.400000000000006,7.099999999999994,0.5,-1.0999999999999996,-0.5999999999999996,-2.1000000000000014,-1.4000000000000004,-0.4000000000000057,1.5,-0.3999999999999999
117,117,-1.9000000000000004,0.6000000000000005,3.500000000000001,-0.2000000000000001,-13.200000000000005,-4.799999999999997,-0.1999999999999999,-2.8000000000000007,-2.2,2.700000000000001,-1.1999999999999993,-14.799999999999995,-7.800000000000011,-0.5999999999999999
118,118,-0.4000000000000003,0.0999999999999996,-1.8999999999999984,0.0,5.400000000000006,3.1000000000000085,0.5,5.200000000000001,5.6000000000000005,-0.0999999999999996,0.5999999999999996,22.599999999999994,9.900000000000006,2.1
119,119,-6.699999999999999,-4.6,-1.700000000000001,-4.0,-29.599999999999994,-11.900000000000006,-0.5,5.299999999999999,2.700000000000001,-0.4000000000000003,3.7,4.0,1.5999999999999943,0.3
120,120,-1.0,0.8999999999999995,3.7,0.2000000000000001,-11.599999999999994,-4.199999999999989,-0.0999999999999998,-2.799999999999999,-0.5,-1.8999999999999984,-0.5,9.0,3.3999999999999915,-0.0999999999999998
121,121,-6.0,-4.1,-2.1999999999999997,-0.7000000000000002,-12.400000000000006,-5.0,-1.1999999999999995,0.0,-2.6000000000000005,0.9000000000000004,0.5,10.400000000000006,4.200000000000003,-0.3
122,122,1.0999999999999996,1.4000000000000004,-4.6,-0.1999999999999993,13.599999999999994,7.599999999999994,0.5,-4.100000000000001,-1.6000000000000003,1.799999999999999,-1.4000000000000004,-18.40000000000001,-10.799999999999995,-1.2
123,123,5.699999999999999,6.199999999999999,-0.2000000000000001,1.4000000000000004,27.200000000000003,11.399999999999991,2.0,4.6,1.7000000000000002,0.9000000000000004,-0.2999999999999998,14.799999999999995,8.0,0.7
124,124,9.1,5.500000000000001,2.6999999999999997,3.7,27.40000000000001,10.200000000000005,1.5000000000000002,-1.9000000000000004,-1.5999999999999996,-3.9,-1.5,-6.0,-2.299999999999997,0.1999999999999999
