Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,1,Thu,9/14/2017,20:00,Başakşehir tr,1.1,0–0,0.6,bg Ludogorets,"6,000",Başakşehir Fatih Terim Stadium,Stefan Johannesson,Match Report,
Group stage,1,Thu,9/14/2017,20:00,Dynamo Kyiv ua,2.6,3–1,0.3,al Skënderbeu Korçë,"24,883",NSK Olimpijs'kyj,Bart Vertenten,Match Report,
Group stage,1,Thu,9/14/2017,20:05 (22:05),Vitória pt,0.3,1–1,1,at RB Salzburg,"16,000",Estádio Dom Afonso Henriques,Əliyar Ağayev,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),FK Vardar mk,0.4,0–5,2.9,ru Zenit,"25,000",Telekom Arena,Jakob Kehlet,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),Zulte Waregem be,2.9,1–5,2.6,fr Nice,"9,072",Regenboogstadion,Ali Palabıyık,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),Hertha BSC de,1.1,0–0,0.7,es Athletic Club,"28,832",Olympiastadion Berlin,Ivan Kružliak,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),Real Sociedad es,3.1,4–0,0.4,no Rosenborg,"21,479",Estadio Municipal de Anoeta,Paolo Mazzoleni,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),Red Star rs,2.2,1–1,1,by BATE Borisov,"40,284",Stadion Rajko Mitić,Yevhen Aranovskyi,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),Vitesse nl,2.3,2–3,1.5,it Lazio,"19,867",GelreDome,Liran Liany,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (22:05),Marseille fr,1.6,1–0,0.3,tr Konyaspor,"8,549",Orange Vélodrome,Gediminas Mažeika,Match Report,
Group stage,1,Thu,9/14/2017,21:05 (23:05),Arsenal eng,1.4,3–1,0.4,de Köln,"59,359",Emirates Stadium,Javier Estrada,Match Report,
Group stage,1,Thu,9/14/2017,22:05,FCSB ro,1.6,3–0,0.7,cz Viktoria Plzeň,"20,714",Arena Naţională,Andris Treimanis,Match Report,
Group stage,1,Thu,9/14/2017,22:05,Zorya Luhansk ua,1,0–2,1.3,se Östersund,"5,097",L'viv Arena,Stephan Klossner,Match Report,
Group stage,1,Thu,9/14/2017,22:05,Be'er Sheva il,2.4,2–1,0.4,ch Lugano,"14,752",Turner Stadium,Tony Chapron,Match Report,
,,,,,,,,,,,,,,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Östersund se,1.7,1–0,2.2,de Hertha BSC,"8,009",Jämtkraft Arena,Luca Banti,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Athletic Club es,1.8,0–1,0.5,ua Zorya Luhansk,"32,462",San Mamés,Halis Özkahya,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Viktoria Plzeň cz,1.4,3–1,1,il Be'er Sheva,"10,314",Doosan Arena,István Vad,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Lazio it,2.3,2–0,0.6,be Zulte Waregem,300,Stadio Olimpico,Harald Lechner,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Köln de,1.7,0–1,0.8,rs Red Star,"46,195",RheinEnergieSTADION,Bas Nijhuis,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Rosenborg no,1.5,3–1,0.6,mk FK Vardar,"16,038",Lerkendal Stadion,Georgi Kabakov,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Nice fr,1.3,3–0,0.4,nl Vitesse,"15,006",Stade de Nice,Aleksey Eskov,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),RB Salzburg at,1.3,1–0,0.8,fr Marseille,"11,832",Red Bull Arena,Ivan Bebek,Match Report,
Group stage,2,Thu,9/28/2017,19:00 (20:00),Lugano ch,1.6,1–2,0.9,ro FCSB,"2,680",swissporarena,Sergiy Boyko,Match Report,
Group stage,2,Thu,9/28/2017,20:00,BATE Borisov by,1.8,2–4,3.8,eng Arsenal,"13,100",Borisov Arena,Daniel Stefański,Match Report,
Group stage,2,Thu,9/28/2017,20:00,Konyaspor tr,1.2,2–1,1,pt Vitória,"21,116",Konya Büyükşehir Stadı,Aleksandar Stavrev,Match Report,
Group stage,2,Thu,9/28/2017,20:00,Zenit ru,1.5,3–1,0.7,es Real Sociedad,"50,487",Stadion Petrovskij,Andre Marriner,Match Report,
Group stage,2,Thu,9/28/2017,20:05 (22:05),Braga pt,1.5,2–1,0.4,tr Başakşehir,"10,376",Estádio AXA,Matej Jug,Match Report,
Group stage,2,Thu,9/28/2017,20:05 (22:05),Everton eng,1.7,2–2,0.7,cy Apollon Limassol,"27,034",Goodison Park,Tamás Bognár,Match Report,
Group stage,2,Thu,9/28/2017,21:00 (18:00),FC Astana kz,1.2,1–1,1.1,cz Slavia Prague,"17,215",Astana Arena,Andreas Ekberg,Match Report,
Group stage,2,Thu,9/28/2017,21:05 (22:05),Milan it,2,3–2,1.9,hr Rijeka,"23,917",Stadio Giuseppe Meazza,Orel Grinfeeld,Match Report,
Group stage,2,Thu,9/28/2017,21:05 (22:05),Skënderbeu Korçë al,0.5,1–1,1.6,ch Young Boys,"3,300",Elbasan Arena,Kevin Blom,Match Report,
Group stage,2,Thu,9/28/2017,21:05 (22:05),Lyon fr,1.8,1–1,0.8,it Atalanta,"27,715",Groupama Stadium,Daniel Siebert,Match Report,
Group stage,2,Thu,9/28/2017,21:05 (22:05),Partizan rs,1.3,2–3,2.9,ua Dynamo Kyiv,,Stadion Partizana,Svein Oddvar Moen,Match Report,
Group stage,2,Thu,9/28/2017,22:05,AEK Athens gr,2.6,2–2,1.2,at Austria Wien,"16,954",Olympiako Stadio Spyros Louis,Paweł Gil,Match Report,
Group stage,2,Thu,9/28/2017,22:05,Maccabi Tel Aviv il,0.6,0–0,1,es Villarreal,"11,865",Winner Stadium,Craig Pawson,Match Report,
Group stage,2,Thu,9/28/2017,22:05,Sheriff Tiraspol md,0.5,0–0,1.2,dk FC Copenhagen,"5,070",Bolshaya Sportivnaya Arena,Clayton Pisani,Match Report,
Group stage,2,Thu,9/28/2017,22:05,Ludogorets bg,1.1,2–1,0.9,de Hoffenheim,"6,155",Ludogorets Arena,Paweł Raczkowski,Match Report,
Group stage,2,Thu,9/28/2017,22:05,Loko Moscow ru,1.3,3–0,0.8,cz Fastav Zlín,"10,065",RZD Arena,Lee Evans,Match Report,
,,,,,,,,,,,,,,
Group stage,3,Thu,10/19/2017,19:00 (20:00),Zulte Waregem be,1.6,1–1,0.5,nl Vitesse,"9,488",Regenboogstadion,Ivan Bebek,Match Report,
Group stage,3,Thu,10/19/2017,19:00 (20:00),Lugano ch,1.6,3–2,1.4,cz Viktoria Plzeň,"2,530",swissporarena,Srđan Jovanović,Match Report,
Group stage,3,Thu,10/19/2017,19:00 (20:00),Red Star rs,0.7,0–1,1.5,eng Arsenal,"50,327",Stadion Rajko Mitić,Benoît Bastien,Match Report,
Group stage,3,Thu,10/19/2017,19:00 (20:00),Östersund se,3.2,2–2,1.6,es Athletic Club,"7,870",Jämtkraft Arena,István Kovács,Match Report,
Group stage,3,Thu,10/19/2017,19:00 (20:00),Marseille fr,1.7,2–1,0.4,pt Vitória,"13,359",Orange Vélodrome,Stefan Johannesson,Match Report,
Group stage,3,Thu,10/19/2017,19:00 (20:00),Nice fr,0.7,1–3,2.3,it Lazio,"21,386",Stade de Nice,Craig Thomson,Match Report,
Group stage,3,Thu,10/19/2017,20:00,Be'er Sheva il,1.4,1–2,0.8,ro FCSB,"15,117",Turner Stadium,Kevin Blom,Match Report,
Group stage,3,Thu,10/19/2017,20:00,FK Vardar mk,0.7,0–6,7.1,es Real Sociedad,"20,368",Türk Telekom Arena,Əliyar Ağayev,Match Report,
Group stage,3,Thu,10/19/2017,20:00,BATE Borisov by,1.2,1–0,0.9,de Köln,"11,783",Borisov Arena,Hüseyin Göçek,Match Report,
Group stage,3,Thu,10/19/2017,20:00,Konyaspor tr,0.4,0–2,1.4,at RB Salzburg,"23,354",Konya Büyükşehir Stadı,Craig Pawson,Match Report,
Group stage,3,Thu,10/19/2017,20:00,Zorya Luhansk ua,1.8,2–1,1.5,de Hertha BSC,"9,521",L'viv Arena,Liran Liany,Match Report,
Group stage,3,Thu,10/19/2017,20:00,Zenit ru,1.5,3–1,0.8,no Rosenborg,"46,211",Krestovsky Stadium,Tobias Stieler,Match Report,
Group stage,3,Thu,10/19/2017,20:05 (22:05),Everton eng,1.3,1–2,1.6,fr Lyon,"27,159",Goodison Park,Bas Nijhuis,Match Report,
Group stage,3,Thu,10/19/2017,20:05 (22:05),Braga pt,1.3,0–2,0.4,bg Ludogorets,"8,623",Estádio Municipal de Bragança,Davide Massa,Match Report,
Group stage,3,Thu,10/19/2017,21:00 (18:00),FC Astana kz,2,4–0,0.2,il Maccabi Tel Aviv,"10,350",Astana Arena,Sergiy Boyko,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Milan it,1.9,0–0,0.4,gr AEK Athens,"20,812",Stadio Giuseppe Meazza,Andreas Ekberg,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Skënderbeu Korçë al,0.4,0–0,0.9,rs Partizan,"6,300",Elbasan Arena,Daniel Stefański,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Hoffenheim de,0.9,3–1,0.5,tr Başakşehir,"21,167",Wirsol Rhein-Neckar-Arena,Aleksey Eskov,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Atalanta it,3.7,3–1,0.4,cy Apollon Limassol,"13,803",Stadio Città del Tricolore,Georgi Kabakov,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Villarreal es,1.7,2–2,1.1,cz Slavia Prague,"15,634",Estadio de la Cerámica,Svein Oddvar Moen,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Fastav Zlín cz,0.7,1–1,0.4,dk FC Copenhagen,"6,245",Andrův stadion,Oliver Drachta,Match Report,
Group stage,3,Thu,10/19/2017,21:05 (22:05),Austria Wien at,1,1–3,1.3,hr Rijeka,"20,690",Ernst-Happel-Stadion,Sandro Schärer,Match Report,
Group stage,3,Thu,10/19/2017,22:05,Sheriff Tiraspol md,1.5,1–1,0.4,ru Loko Moscow,"10,500",Bolshaya Sportivnaya Arena,István Vad,Match Report,
Group stage,3,Thu,10/19/2017,22:05,Dynamo Kyiv ua,1.7,2–2,1.2,ch Young Boys,"21,789",NSK Olimpijs'kyj,Mattias Gestranius,Match Report,
,,,,,,,,,,,,,,
Group stage,4,Thu,11/2/2017,19:00 (21:00),FC Copenhagen dk,1.5,3–0,0.8,cz Fastav Zlín,"16,189",Telia Parken,Nikola Dabanović,Match Report,
Group stage,4,Thu,11/2/2017,19:00 (21:00),Slavia Prague cz,2,0–2,2.4,es Villarreal,"18,403",Eden Aréna,Bobby Madden,Match Report,
Group stage,4,Thu,11/2/2017,19:00 (21:00),Partizan rs,1.2,2–0,0.7,al Skënderbeu Korçë,"12,659",Stadion Partizana,Carlos del Cerro,Match Report,
Group stage,4,Thu,11/2/2017,19:00 (21:00),Rijeka hr,0.4,1–4,3.1,at Austria Wien,"7,912",Nogometno igralište Rujevica,Jakob Kehlet,Match Report,
Group stage,4,Thu,11/2/2017,19:00 (21:00),Lyon fr,1.3,3–0,0.2,eng Everton,"48,103",Groupama Stadium,Orel Grinfeeld,Match Report,
Group stage,4,Thu,11/2/2017,19:00 (21:00),Young Boys ch,1.7,0–1,0.9,ua Dynamo Kyiv,"10,077",Stade de Suisse Wankdorf Bern,Tony Chapron,Match Report,
Group stage,4,Thu,11/2/2017,20:00 (21:00),Maccabi Tel Aviv il,1.3,0–1,1.2,kz FC Astana,"7,934",Winner Stadium,Paweł Raczkowski,Match Report,
Group stage,4,Thu,11/2/2017,20:00 (21:00),AEK Athens gr,0.6,0–0,0.4,it Milan,"40,538",Olympiako Stadio Spyros Louis,Jorge de Sousa,Match Report,
Group stage,4,Thu,11/2/2017,20:00 (21:00),Ludogorets bg,1.2,1–1,0.8,pt Braga,"7,544",Ludogorets Arena,Vladislav Bezborodov,Match Report,
Group stage,4,Thu,11/2/2017,20:00 (21:00),Apollon Limassol cy,0.8,1–1,1.7,it Atalanta,"5,658",Neo GSP,Andris Treimanis,Match Report,
Group stage,4,Thu,11/2/2017,20:05 (23:05),Arsenal eng,0.8,0–0,1.1,rs Red Star,"58,285",Emirates Stadium,Luca Banti,Match Report,
Group stage,4,Thu,11/2/2017,20:05 (23:05),Vitória pt,2,1–0,1,fr Marseille,"14,181",Estádio Dom Afonso Henriques,Tamás Bognár,Match Report,
Group stage,4,Thu,11/2/2017,21:00,Loko Moscow ru,0.8,1–2,2.1,md Sheriff Tiraspol,"10,118",RZD Arena,Sébastien Delferière,Match Report,
Group stage,4,Thu,11/2/2017,21:00,Başakşehir tr,1.3,1–1,0.9,de Hoffenheim,"5,214",Başakşehir Fatih Terim Stadium,Harald Lechner,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Viktoria Plzeň cz,1.8,4–1,0.9,ch Lugano,"9,483",Doosan Arena,Jonathan Lardot,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Rosenborg no,1.5,1–1,1.6,ru Zenit,"18,597",Lerkendal Stadion,Serdar Gözübüyük,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),RB Salzburg at,0.6,0–0,0.3,tr Konyaspor,"8,773",Red Bull Arena,Paolo Mazzoleni,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Real Sociedad es,2.4,3–0,0,mk FK Vardar,"17,242",Estadio Municipal de Anoeta,Robert Schörgenhofer,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Lazio it,0.3,1–0,0.5,fr Nice,"21,327",Stadio Olimpico,Jesús Gil,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Vitesse nl,1,0–2,0.5,be Zulte Waregem,"17,906",GelreDome,Yevhen Aranovskyi,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Athletic Club es,1.9,1–0,0.3,se Östersund,"32,354",San Mamés,Paweł Gil,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Köln de,2.3,5–2,1,by BATE Borisov,"45,200",RheinEnergieSTADION,Aleksandar Stavrev,Match Report,
Group stage,4,Thu,11/2/2017,21:05 (23:05),Hertha BSC de,1.8,2–0,1,ua Zorya Luhansk,"20,358",Olympiastadion Berlin,John Beaton,Match Report,
Group stage,4,Thu,11/2/2017,22:05 (23:05),FCSB ro,1.5,1–1,2.2,il Be'er Sheva,"27,134",Arena Naţională,Halis Özkahya,Match Report,
,,,,,,,,,,,,,,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Köln de,0.9,1–0,1.3,eng Arsenal,"45,300",RheinEnergieSTADION,Vladislav Bezborodov,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Athletic Club es,2.5,3–2,1.9,de Hertha BSC,"38,928",San Mamés,Paolo Tagliavento,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Lugano ch,1.6,1–0,0.8,il Be'er Sheva,"3,011",swissporarena,Harald Lechner,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Rosenborg no,0.5,0–1,1.8,es Real Sociedad,"18,307",Lerkendal Stadion,Daniel Stefański,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Lazio it,0.6,1–1,0.7,nl Vitesse,"8,226",Stadio Olimpico,Ali Palabıyık,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Viktoria Plzeň cz,3.3,2–0,1.4,ro FCSB,"10,197",Doosan Arena,Ivan Bebek,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),RB Salzburg at,1.5,3–0,0.3,pt Vitória,"6,474",Red Bull Arena,Andrew Dallas,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Östersund se,0.7,2–0,0.6,ua Zorya Luhansk,"7,754",Jämtkraft Arena,Kevin Blom,Match Report,
Group stage,5,Thu,11/23/2017,19:00 (21:00),Nice fr,2,3–1,0.9,be Zulte Waregem,"20,274",Stade de Nice,Luca Banti,Match Report,
Group stage,5,Thu,11/23/2017,20:05 (23:05),Braga pt,0.7,3–1,1.8,de Hoffenheim,"10,054",Estádio AXA,Andre Marriner,Match Report,
Group stage,5,Thu,11/23/2017,20:05 (23:05),Everton eng,0.7,1–5,2.3,it Atalanta,"17,431",Goodison Park,Jakob Kehlet,Match Report,
Group stage,5,Thu,11/23/2017,21:00,Konyaspor tr,1.4,1–1,1,fr Marseille,"18,000",Konya Büyükşehir Stadı,Sergey Karasev,Match Report,
Group stage,5,Thu,11/23/2017,21:00,Zenit ru,1.6,2–1,0.6,mk FK Vardar,"38,196",Krestovsky Stadium,Bart Vertenten,Match Report,
Group stage,5,Thu,11/23/2017,21:00,BATE Borisov by,0.3,0–0,1.3,rs Red Star,"12,000",Borisov Arena,Svein Oddvar Moen,Match Report,
Group stage,5,Thu,11/23/2017,21:00,Loko Moscow ru,1.1,2–1,1,dk FC Copenhagen,"10,696",RZD Arena,Javier Estrada,Match Report,
Group stage,5,Thu,11/23/2017,21:05 (23:05),Milan it,3.6,5–1,0.6,at Austria Wien,"17,932",Stadio Giuseppe Meazza,Andris Treimanis,Match Report,
Group stage,5,Thu,11/23/2017,21:05 (23:05),Skënderbeu Korçë al,1.6,3–2,2.4,ua Dynamo Kyiv,100,Elbasan Arena,Oliver Drachta,Match Report,
Group stage,5,Thu,11/23/2017,21:05 (23:05),Lyon fr,2.1,4–0,1,cy Apollon Limassol,"26,972",Groupama Stadium,Paweł Raczkowski,Match Report,
Group stage,5,Thu,11/23/2017,21:05 (23:05),Partizan rs,1.2,2–1,0.7,ch Young Boys,"20,568",Stadion Partizana,Tamás Bognár,Match Report,
Group stage,5,Thu,11/23/2017,22:00 (19:00),FC Astana kz,0.5,2–3,2.9,es Villarreal,"29,800",Astana Arena,Gediminas Mažeika,Match Report,
Group stage,5,Thu,11/23/2017,22:05 (23:05),AEK Athens gr,1.5,2–2,0.8,hr Rijeka,"17,100",Olympiako Stadio Spyros Louis,Mattias Gestranius,Match Report,
Group stage,5,Thu,11/23/2017,22:05 (23:05),Sheriff Tiraspol md,1.2,1–0,0.7,cz Fastav Zlín,"5,485",Bolshaya Sportivnaya Arena,Ola Nilsen,Match Report,
Group stage,5,Thu,11/23/2017,22:05 (23:05),Maccabi Tel Aviv il,0.6,0–2,1,cz Slavia Prague,"6,874",Winner Stadium,István Kovács,Match Report,
Group stage,5,Thu,11/23/2017,22:05 (23:05),Ludogorets bg,1.9,1–2,1.2,tr Başakşehir,"7,520",Ludogorets Arena,Miroslav Zelinka,Match Report,
,,,,,,,,,,,,,,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Fastav Zlín cz,0.5,0–2,2,ru Loko Moscow,"4,682",Andrův stadion,Mete Kalkavan,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Young Boys ch,0.9,2–1,0.5,al Skënderbeu Korçë,"8,023",Stade de Suisse Wankdorf Bern,Lee Evans,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Villarreal es,1.3,0–1,1.2,il Maccabi Tel Aviv,"12,613",Estadio de la Cerámica,Mads-Kristoffer Kristoffersen,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Apollon Limassol cy,0.6,0–3,1.6,eng Everton,"4,237",Stadio Città del Tricolore,Sébastien Delferière,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),FC Copenhagen dk,2.2,2–0,1.4,md Sheriff Tiraspol,"14,246",Telia Parken,Serdar Gözübüyük,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Atalanta it,1.5,1–0,1.2,fr Lyon,"14,500",Stadio Città del Tricolore,Aleksey Eskov,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Slavia Prague cz,1.4,0–1,1.2,kz FC Astana,"14,198",Eden Aréna,Davide Massa,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Austria Wien at,0.3,0–0,0.8,gr AEK Athens,"23,133",Ernst-Happel-Stadion,Craig Pawson,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Hoffenheim de,0.8,1–1,0.9,bg Ludogorets,"7,814",Wirsol Rhein-Neckar-Arena,Orel Grinfeeld,Match Report,
Group stage,6,Thu,12/7/2017,19:00 (21:00),Rijeka hr,0.6,2–0,0.8,it Milan,"8,021",Nogometno igralište Rujevica,István Vad,Match Report,
Group stage,6,Thu,12/7/2017,20:00 (21:00),Dynamo Kyiv ua,3.5,4–1,1.8,rs Partizan,"14,678",NSK Olimpijs'kyj,Paweł Gil,Match Report,
Group stage,6,Thu,12/7/2017,20:05 (23:05),Arsenal eng,3.1,6–0,0.5,by BATE Borisov,"25,909",Arsenal Stadium,Robert Schörgenhofer,Match Report,
Group stage,6,Thu,12/7/2017,20:05 (23:05),Vitória pt,1.3,1–1,0.7,tr Konyaspor,"9,040",Estádio Dom Afonso Henriques,Daniel Siebert,Match Report,
Group stage,6,Thu,12/7/2017,21:00,Başakşehir tr,1.4,2–1,1.4,pt Braga,"5,241",Başakşehir Fatih Terim Stadium,John Beaton,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),Vitesse nl,2.6,1–0,0.5,fr Nice,"17,564",GelreDome,Sandro Schärer,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),Real Sociedad es,3.2,1–3,1.1,ru Zenit,"20,609",Estadio Municipal de Anoeta,Liran Liany,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),Hertha BSC de,1.5,1–1,1,se Östersund,"15,686",Olympiastadion Berlin,Tiago Martins,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),Zulte Waregem be,0.8,3–2,2.1,it Lazio,"8,845",Regenboogstadion,Charalambos Kalogeropoulos,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),FK Vardar mk,1.2,1–1,1.3,no Rosenborg,"7,839",Telekom Arena,Sergiy Boyko,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),Marseille fr,1,0–0,1,at RB Salzburg,"23,812",Orange Vélodrome,Aliaksei Kulbakov,Match Report,
Group stage,6,Thu,12/7/2017,21:05 (23:05),Red Star rs,1,1–0,0.6,de Köln,"51,364",Stadion Rajko Mitić,Bobby Madden,Match Report,
Group stage,6,Thu,12/7/2017,22:05 (23:05),Zorya Luhansk ua,0.4,0–2,1.1,es Athletic Club,"8,428",L'viv Arena,Ruddy Buquet,Match Report,
Group stage,6,Thu,12/7/2017,22:05 (23:05),Be'er Sheva il,0.5,0–2,2.3,cz Viktoria Plzeň,"10,542",Turner Stadium,Aleksandar Stavrev,Match Report,
Group stage,6,Thu,12/7/2017,22:05 (23:05),FCSB ro,0.5,1–2,0.3,ch Lugano,"13,231",Arena Naţională,Nikola Dabanović,Match Report,
,,,,,,,,,,,,,,
Round of 32,,Tue,2/13/2018,18:00 (20:00),Red Star rs,1.3,0–0,0.7,ru CSKA Moscow,"35,642",Stadion Rajko Mitić (Neutral Site),Paweł Raczkowski,Match Report,Leg 1 of 2
Round of 32,,Fri,2/16/2018,00:00 (21:00),Dortmund de,1.9,3–2,1.3,it Atalanta,"62,500",Astana Arena (Neutral Site),Daniel Stefański,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,19:00 (21:00),Marseille fr,2.8,3–0,0.4,pt Braga,"21,731",Orange Vélodrome (Neutral Site),Serdar Gözübüyük,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,19:00 (21:00),Nice fr,1.5,2–3,2.2,ru Loko Moscow,"16,918",Stade de Nice (Neutral Site),István Kovács,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,19:00 (21:00),Östersund se,1.2,0–3,1.5,eng Arsenal,"7,665",Jämtkraft Arena (Neutral Site),David Fernández,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,19:00 (21:00),Real Sociedad es,1.5,2–2,1,at RB Salzburg,"19,790",Estadio Municipal de Anoeta (Neutral Site),Bobby Madden,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,20:00 (21:00),Ludogorets bg,0.4,0–3,1.7,it Milan,"7,887",Ludogorets Arena (Neutral Site),Milorad Mažić,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,20:05 (23:05),Celtic sct,1,1–0,0.7,ru Zenit,"56,743",Celtic Park (Neutral Site),Damir Skomina,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,21:00,Spartak Moscow ru,1.3,1–3,1.7,es Athletic Club,"43,145",Akademiya Spartak (Neutral Site),Benoît Bastien,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,21:05 (23:05),Napoli it,1,1–3,2.8,de RB Leipzig,"14,554",Stadio San Paolo (Neutral Site),Artur Soares Dias,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,21:05 (23:05),Partizan rs,1.3,1–1,0.4,cz Viktoria Plzeň,"17,165",Stadion Partizana (Neutral Site),Tasos Sidiropoulos,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,21:05 (23:05),AEK Athens gr,1.6,1–1,0.5,ua Dynamo Kyiv,"30,518",Telia Parken (Neutral Site),Carlos del Cerro,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,21:05 (23:05),FC Copenhagen dk,1.6,1–4,2.7,es Atlético Madrid,"34,912",Telia Parken (Neutral Site),Aliaksei Kulbakov,Match Report,Leg 1 of 2
Round of 32,,Thu,2/15/2018,21:05 (23:05),Lyon fr,1.4,3–1,1.4,es Villarreal,"46,846",Groupama Stadium (Neutral Site),Viktor Kassai,Match Report,Leg 1 of 2
