Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,1,Thu,10/22/2020,20:00 (22:00),Leicester City eng,2.7,3–0,0.7,ua Zorya Luhansk,,King Power Stadium,Stéphanie Frappart,Match Report,
Group stage,1,Thu,10/22/2020,20:00 (22:00),Tottenham eng,2.3,3–0,0.7,at LASK,,Tottenham Hotspur Stadium,Mohammed Al Hakim,Match Report,
Group stage,1,Thu,10/22/2020,20:00 (22:00),Braga pt,2.1,3–0,1.2,gr AEK Athens,"2,196",Estádio Municipal de Braga,Ruddy Buquet,Match Report,
Group stage,1,Thu,10/22/2020,21:00 (22:00),Slovan Liberec cz,1.1,1–0,2.2,be Gent,,Stadion u Nisy,Manuel Schüttengruber,Match Report,
Group stage,1,Thu,10/22/2020,21:00 (22:00),Wolfsberger AC at,1.2,1–1,0.5,ru CSKA Moscow,"3,000",Lavanttal-Arena,Sascha Stegemann,Match Report,
Group stage,1,Thu,10/22/2020,21:00 (22:00),Dinamo Zagreb hr,1.6,0–0,1.9,nl Feyenoord,"1,271",Stadion Maksimir,Mattias Gestranius,Match Report,
Group stage,1,Thu,10/22/2020,21:00 (22:00),Sparta Prague cz,1,1–4,2.2,fr Lille,,Generali Arena,Duje Strukan,Match Report,
Group stage,1,Thu,10/22/2020,21:00 (22:00),Villarreal es,3.4,5–3,0.8,tr Sivasspor,,Estadio de la Cerámica,Paweł Raczkowski,Match Report,
Group stage,1,Thu,10/22/2020,21:00 (22:00),Hoffenheim de,1.3,2–0,1,rs Red Star,,PreZero Arena,Alejandro Hernández,Match Report,
Group stage,1,Thu,10/22/2020,22:00,Ludogorets bg,0.6,1–2,2.5,be Antwerp,"2,321",Huvepharma Arena,Roi Reinshreiber,Match Report,
Group stage,1,Thu,10/22/2020,22:00,Maccabi Tel Aviv il,1.3,1–0,0.2,az Qarabağ Ağdam,,Winner Stadium,John Beaton,Match Report,
,,,,,,,,,,,,,,
Group stage,2,Thu,10/29/2020,18:55 (20:55),Lille fr,2.3,2–2,0.5,sct Celtic,,Stade Pierre-Mauroy,Aleksandar Stavrev,Match Report,
Group stage,2,Thu,10/29/2020,18:55 (20:55),Antwerp be,1.8,1–0,0.7,eng Tottenham,,Bosuilstadion,Maurizio Mariani,Match Report,
Group stage,2,Thu,10/29/2020,18:55 (20:55),Red Star rs,2,5–1,0.7,cz Slovan Liberec,,Stadion Rajko Mitić,Fábio Veríssimo,Match Report,
Group stage,2,Thu,10/29/2020,18:55 (20:55),Feyenoord nl,2,1–4,2.9,at Wolfsberger AC,,Stadion Feijenoord,Srđan Jovanović,Match Report,
Group stage,2,Thu,10/29/2020,18:55 (20:55),Gent be,1.9,1–4,2.5,de Hoffenheim,,GHELAMCO-arena,Sandro Schärer,Match Report,
Group stage,2,Thu,10/29/2020,18:55 (20:55),LASK at,1.6,4–3,1.9,bg Ludogorets,"1,487",Linzer Stadion,Javier Estrada,Match Report,
Group stage,2,Thu,10/29/2020,18:55 (20:55),Milan it,2.8,3–0,0.2,cz Sparta Prague,,Stadio Giuseppe Meazza,Halis Özkahya,Match Report,
Group stage,2,Thu,10/29/2020,19:55 (20:55),Zorya Luhansk ua,1.5,1–2,1.2,pt Braga,853,Slavutych-Arena,Giorgi Kruashvili,Match Report,
Group stage,2,Thu,10/29/2020,19:55 (20:55),AEK Athens gr,1.4,1–2,1.9,eng Leicester City,,Olympiako Stadio Spyros Louis,Harald Lechner,Match Report,
Group stage,2,Thu,10/29/2020,20:00 (23:00),Rangers sct,1.3,1–0,0.9,pl Lech Poznań,11,Ibrox Stadium,Kristo Tohver,Match Report,
Group stage,2,Thu,10/29/2020,20:00 (23:00),Benfica pt,2.4,3–0,0.3,be Standard Liège,"4,750",Estádio do Sport Lisboa e Benfica,François Letexier,Match Report,
Group stage,2,Thu,10/29/2020,20:00 (23:00),Arsenal eng,3,3–0,0.2,ie Dundalk,,Emirates Stadium,Filip Glova,Match Report,
Group stage,2,Thu,10/29/2020,20:55,Sivasspor tr,1.5,1–2,1.9,il Maccabi Tel Aviv,348,Sivas Arena,Irfan Peljto,Match Report,
Group stage,2,Thu,10/29/2020,20:55,CSKA Moscow ru,1.8,0–0,0.3,hr Dinamo Zagreb,"6,411",VEB Arena,Radu Petrescu,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),Slavia Prague cz,1.4,1–0,0.8,de Leverkusen,,Sinobo Stadium,William Collum,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),Roma it,2.3,0–0,1,bg CSKA Sofia,,Stadio Olimpico,Aliaksei Kulbakou,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),Granada es,0.5,0–0,0.5,gr PAOK,,Estadio Nuevo Los Cármenes,Tiago Martins,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),Nice fr,1.6,1–0,0.9,il Be'er Sheva,,Stade de Nice,Chris Kavanagh,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),Real Sociedad es,1.4,0–1,1.1,it Napoli,,Estadio Municipal de Anoeta,Craig Pawson,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),Molde no,2.9,1–0,0.9,at Rapid Wien,600,Aker Stadion,Petr Ardeleánu,Match Report,
Group stage,2,Thu,10/29/2020,21:00 (23:00),AZ Alkmaar nl,2.8,4–1,1.3,hr Rijeka,,AFAS Stadion,Sergey Ivanov,Match Report,
Group stage,2,Thu,10/29/2020,21:55 (20:55),Qarabağ Ağdam az,0.2,1–3,3,es Villarreal,,Tofiq Bəhramov adına Respublika stadionu,Pavel Orel,Match Report,
Group stage,2,Thu,10/29/2020,22:00 (23:00),CFR Cluj ro,0.5,1–1,1.3,ch Young Boys,,Stadionul Dr. Constantin Rădulescu,Glenn Nyberg,Match Report,
Group stage,2,Thu,10/29/2020,22:00 (23:00),AC Omonia cy,0.7,1–2,2.3,nl PSV Eindhoven,,Neo GSP,Donatas Rumšas,Match Report,
,,,,,,,,,,,,,,
Group stage,3,Thu,11/5/2020,17:55 (20:55),Benfica pt,1.6,3–3,2,sct Rangers,,Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,
Group stage,3,Thu,11/5/2020,18:55 (20:55),Slavia Prague cz,1.8,3–2,1.2,fr Nice,,Sinobo Stadium,Jakob Kehlet,Match Report,
Group stage,3,Thu,11/5/2020,18:55 (20:55),Rijeka hr,0.8,1–2,3,it Napoli,,Stadion HNK Rijeka,Mattias Gestranius,Match Report,
Group stage,3,Thu,11/5/2020,18:55 (20:55),Real Sociedad es,4.5,1–0,0.2,nl AZ Alkmaar,,Estadio Municipal de Anoeta,John Beaton,Match Report,
Group stage,3,Thu,11/5/2020,18:55 (20:55),Rapid Wien at,2.6,4–3,2.5,ie Dundalk,,Allianz Stadion,Trustin Farrugia Cann,Match Report,
Group stage,3,Thu,11/5/2020,18:55 (20:55),Roma it,2.3,5–0,0.5,ro CFR Cluj,,Stadio Olimpico,Matej Jug,Match Report,
Group stage,3,Thu,11/5/2020,18:55 (20:55),Lech Poznań pl,2.4,3–1,1.6,be Standard Liège,,Stadion Miejski,Manuel Schüttengruber,Match Report,
Group stage,3,Thu,11/5/2020,19:55 (20:55),PAOK gr,1.1,4–1,1.3,nl PSV Eindhoven,,Stadio Toumbas,Daniel Stefański,Match Report,
Group stage,3,Thu,11/5/2020,19:55 (20:55),Ludogorets bg,0.8,1–3,4.1,eng Tottenham,,Huvepharma Arena,Fran Jović,Match Report,
Group stage,3,Thu,11/5/2020,19:55 (20:55),Be'er Sheva il,1.6,2–4,1.6,de Leverkusen,,Turner Stadium,Radu Petrescu,Match Report,
Group stage,3,Thu,11/5/2020,19:55 (20:55),AC Omonia cy,0.6,0–2,0.9,es Granada,,Neo GSP,Ivan Bebek,Match Report,
Group stage,3,Thu,11/5/2020,20:00 (23:00),Arsenal eng,2.6,4–1,0.2,no Molde,,Emirates Stadium,Halil Umut Meler,Match Report,
Group stage,3,Thu,11/5/2020,20:00 (23:00),Leicester City eng,2.9,4–0,0.6,pt Braga,,King Power Stadium,Bas Nijhuis,Match Report,
Group stage,3,Thu,11/5/2020,20:00 (23:00),Celtic sct,1.5,1–4,2.3,cz Sparta Prague,397,Celtic Park,István Kovács,Match Report,
Group stage,3,Thu,11/5/2020,20:55,Sivasspor tr,1.8,2–0,0.2,az Qarabağ Ağdam,296,Sivas Arena,Sandro Schärer,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Red Star rs,1,2–1,1.6,be Gent,,Stadion Rajko Mitić,Michael Fabbri,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Young Boys ch,3,3–0,0.9,bg CSKA Sofia,,Wankdorfstadion,Lawrence Visser,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Hoffenheim de,3.9,5–0,0.3,cz Slovan Liberec,,PreZero Arena,Sergey Karasev,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Milan it,1,0–3,1.8,fr Lille,,Stadio Giuseppe Meazza,Bartosz Frankowski,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Feyenoord nl,2.5,3–1,0.5,ru CSKA Moscow,,Stadion Feijenoord,Roi Reinshreiber,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Antwerp be,1.2,0–1,1.4,at LASK,,Bosuilstadion,Yevhen Aranovskyi,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Villarreal es,2,4–0,0.1,il Maccabi Tel Aviv,,Estadio de la Cerámica,Nikola Dabanović,Match Report,
Group stage,3,Thu,11/5/2020,21:00 (23:00),Dinamo Zagreb hr,1,1–0,0,at Wolfsberger AC,,Stadion Maksimir,Jérôme Brisard,Match Report,
Group stage,3,Thu,11/5/2020,22:00 (23:00),Zorya Luhansk ua,0.7,1–4,2.4,gr AEK Athens,,Slavutych-Arena,William Collum,Match Report,
,,,,,,,,,,,,,,
Group stage,4,Thu,11/26/2020,17:55 (20:55),Braga pt,2.2,3–3,2.1,eng Leicester City,,Estádio Municipal de Braga,Daniele Orsato,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),Wolfsberger AC at,0.5,0–3,2.2,hr Dinamo Zagreb,,Lavanttal-Arena,Sergiy Boyko,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),Gent be,1.4,0–2,0.4,rs Red Star,,GHELAMCO-arena,Filip Glova,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),LASK at,0.5,0–2,2.3,be Antwerp,,Linzer Stadion,Donatas Rumšas,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),Molde no,1.3,0–3,2.4,eng Arsenal,600,Aker Stadion,Irfan Peljto,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),Lille fr,0.5,1–1,0.8,it Milan,,Stade Pierre-Mauroy,Craig Pawson,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),Slovan Liberec cz,0.4,0–2,1.8,de Hoffenheim,,Stadion u Nisy,Jérôme Brisard,Match Report,
Group stage,4,Thu,11/26/2020,18:55 (20:55),Sparta Prague cz,2.9,4–1,0.8,sct Celtic,,Generali Arena,Tobias Stieler,Match Report,
Group stage,4,Thu,11/26/2020,19:55 (20:55),AEK Athens gr,0.6,0–3,1.8,ua Zorya Luhansk,,Olympiako Stadio Spyros Louis,Əliyar Ağayev,Match Report,
Group stage,4,Thu,11/26/2020,19:55 (20:55),CSKA Sofia bg,0.1,0–1,0.6,ch Young Boys,,Stadion Bâlgarska Armija,Fábio Veríssimo,Match Report,
Group stage,4,Thu,11/26/2020,19:55 (20:55),Maccabi Tel Aviv il,1.3,1–1,1,es Villarreal,,Sammy Ofer Stadium,Tiago Martins,Match Report,
Group stage,4,Thu,11/26/2020,20:00 (23:00),Tottenham eng,3.3,4–0,0,bg Ludogorets,,Tottenham Hotspur Stadium,Giorgi Kruashvili,Match Report,
Group stage,4,Thu,11/26/2020,20:00 (23:00),Dundalk ie,2.5,1–3,0.8,at Rapid Wien,,Aviva Stadium,Tamás Bognár,Match Report,
Group stage,4,Thu,11/26/2020,20:00 (23:00),Rangers sct,1.1,2–2,1.3,pt Benfica,,Ibrox Stadium,Radu Petrescu,Match Report,
Group stage,4,Thu,11/26/2020,20:55,CSKA Moscow ru,1.5,0–0,1.2,nl Feyenoord,"5,407",VEB Arena,Kristo Tohver,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),Granada es,1.6,2–1,0.4,cy AC Omonia,,Estadio Nuevo Los Cármenes,Stéphanie Frappart,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),PSV Eindhoven nl,2,3–2,0.5,gr PAOK,,Philips Stadion,Andris Treimanis,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),Napoli it,4.3,2–0,0.6,hr Rijeka,,Stadio Diego Armando Maradona,Halis Özkahya,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),Standard Liège be,1.9,2–1,0.8,pl Lech Poznań,,Stade Maurice Dufrasne,Petr Ardeleánu,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),Leverkusen de,2.9,4–1,0.3,il Be'er Sheva,,BayArena,Paweł Gil,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),Nice fr,1.8,1–3,1.6,cz Slavia Prague,,Stade de Nice,Glenn Nyberg,Match Report,
Group stage,4,Thu,11/26/2020,21:00 (23:00),AZ Alkmaar nl,1,0–0,0.9,es Real Sociedad,,AFAS Stadion,Aleksandar Stavrev,Match Report,
Group stage,4,Thu,11/26/2020,21:55 (20:55),Qarabağ Ağdam az,1.1,2–3,1.4,tr Sivasspor,,Tofiq Bəhramov adına Respublika stadionu,Jakob Kehlet,Match Report,
Group stage,4,Thu,11/26/2020,22:00 (23:00),CFR Cluj ro,0.5,0–2,1.6,it Roma,,Stadionul Dr. Constantin Rădulescu,Harald Lechner,Match Report,
,,,,,,,,,,,,,,
Group stage,5,Thu,12/3/2020,18:55 (20:55),Gent be,0.9,1–2,2,cz Slovan Liberec,,GHELAMCO-arena,Kateryna Monzul,Match Report,
Group stage,5,Thu,12/3/2020,18:55 (20:55),Antwerp be,3.3,3–1,1.2,bg Ludogorets,,Bosuilstadion,Pavel Orel,Match Report,
Group stage,5,Thu,12/3/2020,18:55 (20:55),Feyenoord nl,0.7,0–2,1.5,hr Dinamo Zagreb,,Stadion Feijenoord,Chris Kavanagh,Match Report,
Group stage,5,Thu,12/3/2020,18:55 (20:55),Milan it,1.5,4–2,1.2,sct Celtic,,Stadio Giuseppe Meazza,Ricardo de Burgos,Match Report,
Group stage,5,Thu,12/3/2020,18:55 (20:55),Red Star rs,0.2,0–0,1.3,de Hoffenheim,,Stadion Rajko Mitić,Bobby Madden,Match Report,
Group stage,5,Thu,12/3/2020,18:55 (20:55),Lille fr,2.8,2–1,0.6,cz Sparta Prague,,Stade Pierre-Mauroy,Javier Estrada,Match Report,
Group stage,5,Thu,12/3/2020,18:55 (20:55),LASK at,1,3–3,2.3,eng Tottenham,,Linzer Stadion,Paweł Raczkowski,Match Report,
Group stage,5,Thu,12/3/2020,19:55 (20:55),AEK Athens gr,1.7,2–4,2.5,pt Braga,,Olympiako Stadio Spyros Louis,Georgi Kabakov,Match Report,
Group stage,5,Thu,12/3/2020,19:55 (20:55),Zorya Luhansk ua,1.1,1–0,1.5,eng Leicester City,,Slavutych-Arena,Espen Andreas Eskås,Match Report,
Group stage,5,Thu,12/3/2020,20:00 (23:00),Benfica pt,1.7,4–0,0.1,pl Lech Poznań,,Estádio do Sport Lisboa e Benfica,Srđan Jovanović,Match Report,
Group stage,5,Thu,12/3/2020,20:00 (23:00),Arsenal eng,2.9,4–1,1.5,at Rapid Wien,"2,000",Emirates Stadium,Radu Petrescu,Match Report,
Group stage,5,Thu,12/3/2020,20:00 (23:00),Rangers sct,2.1,3–2,2.3,be Standard Liège,,Ibrox Stadium,Bojan Pandzic,Match Report,
Group stage,5,Thu,12/3/2020,20:55,Sivasspor tr,0.2,0–1,1.6,es Villarreal,,Sivas Arena,Duje Strukan,Match Report,
Group stage,5,Thu,12/3/2020,20:55,CSKA Moscow ru,0.8,0–1,0.7,at Wolfsberger AC,"4,321",VEB Arena,Nikola Dabanović,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),Roma it,1.9,3–1,0.9,ch Young Boys,,Stadio Olimpico,Fran Jović,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),Real Sociedad es,2.8,2–2,1.3,hr Rijeka,,Estadio Municipal de Anoeta,João Pinheiro,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),Molde no,3.9,3–1,0.3,ie Dundalk,600,Aker Stadion,Daniel Siebert,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),Granada es,1,0–1,1.3,nl PSV Eindhoven,,Estadio Nuevo Los Cármenes,Roi Reinshreiber,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),Nice fr,1.1,2–3,2.4,de Leverkusen,,Stade de Nice,Maurizio Mariani,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),AZ Alkmaar nl,2.1,1–1,1.4,it Napoli,,AFAS Stadion,Ruddy Buquet,Match Report,
Group stage,5,Thu,12/3/2020,21:00 (23:00),Slavia Prague cz,2.3,3–0,0.3,il Be'er Sheva,600,Sinobo Stadium,Tamás Bognár,Match Report,
Group stage,5,Thu,12/3/2020,21:55 (20:55),Qarabağ Ağdam az,0.5,1–1,2.2,il Maccabi Tel Aviv,,Tofiq Bəhramov adına Respublika stadionu,Robert Hennessy,Match Report,
Group stage,5,Thu,12/3/2020,22:00 (23:00),CFR Cluj ro,0.3,0–0,1.2,bg CSKA Sofia,,Stadionul Dr. Constantin Rădulescu,Amaury Delerue,Match Report,
Group stage,5,Thu,12/3/2020,22:00 (23:00),AC Omonia cy,2.2,2–1,1.9,gr PAOK,,Neo GSP,Craig Pawson,Match Report,
,,,,,,,,,,,,,,
Group stage,6,Thu,12/10/2020,17:55 (20:55),Dundalk ie,0.3,2–4,1.5,eng Arsenal,,Aviva Stadium,Ivan Bebek,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Rapid Wien at,1.7,2–2,1.6,no Molde,,Allianz Stadion,Marco Guida,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Napoli it,0.6,1–1,2.4,es Real Sociedad,,Stadio Diego Armando Maradona,Orel Grinfeeld,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Young Boys ch,2.2,2–1,1.6,ro CFR Cluj,,Wankdorfstadion,Benoît Bastien,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),PSV Eindhoven nl,2.9,4–0,1.3,cy AC Omonia,,Philips Stadion,Kevin Clancy,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Leverkusen de,4.3,4–0,0.3,cz Slavia Prague,,BayArena,Anastasios Sidiropoulos,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Standard Liège be,1.1,2–2,2.9,pt Benfica,,Stade Maurice Dufrasne,Aliaksei Kulbakou,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Lech Poznań pl,0.6,0–2,1.6,sct Rangers,,Stadion Miejski,José Sánchez,Match Report,
Group stage,6,Thu,12/10/2020,18:55 (20:55),Rijeka hr,1.3,2–1,1.4,nl AZ Alkmaar,,Stadion HNK Rijeka,Sergey Karasev,Match Report,
Group stage,6,Thu,12/10/2020,19:55 (20:55),Be'er Sheva il,0.7,1–0,0.9,fr Nice,,Turner Stadium,Kristo Tohver,Match Report,
Group stage,6,Thu,12/10/2020,19:55 (20:55),CSKA Sofia bg,1.9,3–1,2.2,it Roma,,Stadion Bâlgarska Armija,Irfan Peljto,Match Report,
Group stage,6,Thu,12/10/2020,19:55 (20:55),PAOK gr,0.9,0–0,1.3,es Granada,,Stadio Toumbas,John Beaton,Match Report,
Group stage,6,Thu,12/10/2020,20:00 (23:00),Leicester City eng,1.2,2–0,0.2,gr AEK Athens,,King Power Stadium,Lawrence Visser,Match Report,
Group stage,6,Thu,12/10/2020,20:00 (23:00),Celtic sct,1.3,3–2,1.5,fr Lille,300,Celtic Park,Fábio Veríssimo,Match Report,
Group stage,6,Thu,12/10/2020,20:00 (23:00),Tottenham eng,3.2,2–0,0.1,be Antwerp,"2,000",Tottenham Hotspur Stadium,Jesús Gil,Match Report,
Group stage,6,Thu,12/10/2020,20:00 (23:00),Braga pt,2.5,2–0,0.5,ua Zorya Luhansk,,Estádio Municipal de Braga,Daniel Stefański,Match Report,
Group stage,6,Thu,12/10/2020,21:00 (23:00),Villarreal es,,3–0,,az Qarabağ Ağdam,,Estadio de la Cerámica,,Match Report,Match awarded to Villarreal
Group stage,6,Thu,12/10/2020,21:00 (23:00),Slovan Liberec cz,0.5,0–0,0.7,rs Red Star,,Stadion u Nisy,Mattias Gestranius,Match Report,
Group stage,6,Thu,12/10/2020,21:00 (23:00),Dinamo Zagreb hr,3.1,3–1,1.4,ru CSKA Moscow,,Stadion Maksimir,Tiago Martins,Match Report,
Group stage,6,Thu,12/10/2020,21:00 (23:00),Wolfsberger AC at,1.5,1–0,0.6,nl Feyenoord,,Lavanttal-Arena,Paweł Raczkowski,Match Report,
Group stage,6,Thu,12/10/2020,21:00 (23:00),Hoffenheim de,2.2,4–1,1.2,be Gent,,PreZero Arena,Anastasios Papapetrou,Match Report,
Group stage,6,Thu,12/10/2020,21:00 (23:00),Sparta Prague cz,1.4,0–1,0.7,it Milan,,Generali Arena,Daniel Siebert,Match Report,
Group stage,6,Thu,12/10/2020,22:00 (23:00),Ludogorets bg,0.5,1–3,3.8,at LASK,,Huvepharma Arena,Vitaly Meshkov,Match Report,
Group stage,6,Thu,12/10/2020,22:00 (23:00),Maccabi Tel Aviv il,0.2,1–0,0.4,tr Sivasspor,,Sammy Ofer Stadium,Andris Treimanis,Match Report,
,,,,,,,,,,,,,,
Round of 32,,Thu,2/18/2021,17:00 (18:00),Dynamo Kyiv ua,0.4,1–1,0.8,be Club Brugge,"3,284",NSK Olimpijs'kyj (Neutral Site),Mattias Gestranius,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,17:55 (20:55),Braga pt,0.3,0–2,1.8,it Roma,,Estádio Municipal de Braga (Neutral Site),István Kovács,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,18:55 (20:55),Red Star rs,1.6,2–2,1.9,it Milan,,Stadion Rajko Mitić (Neutral Site),Anastasios Sidiropoulos,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,18:55 (20:55),Wolfsberger AC at,1.7,1–4,2.3,eng Tottenham,,Wörthersee Stadion (Neutral Site),Ali Palabıyık,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,18:55 (20:55),Young Boys ch,2.4,4–3,2.7,de Leverkusen,,Wankdorfstadion (Neutral Site),Antonio Matéu Lahoz,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,18:55 (20:55),Slavia Prague cz,0.9,0–0,0.4,eng Leicester City,600,Sinobo Stadium (Neutral Site),Marco Guida,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,18:55 (20:55),Real Sociedad es,0.7,0–4,3,eng Manchester Utd,,Allianz Stadium (Neutral Site),Sandro Schärer,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,19:55 (20:55),Olympiacos gr,1,4–2,0.8,nl PSV Eindhoven,,Stadio Georgios Karaiskáki (Neutral Site),Andreas Ekberg,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,20:00 (23:00),Benfica pt,1,1–1,1.4,eng Arsenal,,Stadio Olimpico (Neutral Site),Cüneyt Çakιr,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,20:55,Krasnodar ru,1.5,2–3,2.2,hr Dinamo Zagreb,"9,897",Krasnodar Stadium (Neutral Site),Bartosz Frankowski,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,21:00 (23:00),Lille fr,0.5,1–2,1.8,nl Ajax,,Stade Pierre-Mauroy (Neutral Site),Ivan Kružliak,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,21:00 (23:00),Antwerp be,1.9,3–4,3.3,sct Rangers,,Bosuilstadion (Neutral Site),Georgi Kabakov,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,21:00 (23:00),Granada es,1.4,2–0,1,it Napoli,,Estadio Nuevo Los Cármenes (Neutral Site),Sergey Karasev,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,21:00 (23:00),Molde no,1.5,3–3,4.3,de Hoffenheim,,Estadio de la Cerámica (Neutral Site),Stéphanie Frappart,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,21:00 (23:00),RB Salzburg at,1,0–2,2,es Villarreal,,Red Bull Arena (Neutral Site),Andris Treimanis,Match Report,Leg 1 of 2
Round of 32,,Thu,2/18/2021,22:00 (23:00),Maccabi Tel Aviv il,0.6,0–2,1.5,ua Shakhtar,,Bloomfield Stadium (Neutral Site),François Letexier,Match Report,Leg 1 of 2
Round of 32,,Wed,2/24/2021,17:00 (20:00),Tottenham eng,2.2,4–0,0.3,at Wolfsberger AC,,Tottenham Hotspur Stadium (Neutral Site),Matej Jug,Match Report,Leg 2 of 2; Tottenham won
