Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Round of 32,,Thu,2/20/2020,22:00 (23:00),APOEL cy,0.4,0–3,1.6,ch Basel,"8,191",Neo GSP,Orel Grinfeeld,Match Report,Leg 1 of 2
Round of 32,,Thu,2/20/2020,22:00 (23:00),Olympiacos gr,0.4,0–1,2.3,eng Arsenal,"31,456",Stadio Georgios Karaiskáki,Felix Zwayer,Match Report,Leg 1 of 2
Round of 32,,Wed,2/26/2020,17:00 (20:00),Braga pt,1,0–1,1.9,sct Rangers,"18,113",Estádio Municipal de Braga,Andreas Ekberg,Match Report,Leg 2 of 2; Rangers won
Round of 32,,Thu,2/27/2020,17:55 (20:55),Porto pt,0.3,1–3,1.5,de Leverkusen,"30,292",Estádio Do Dragão,István Kovács,Match Report,Leg 2 of 2; Leverkusen won
Round of 32,,Thu,2/27/2020,18:55 (20:55),Basel ch,1.4,1–0,1,cy APOEL,"14,428",St. Jakob-Park,Pavel Královec,Match Report,Leg 2 of 2; Basel won
Round of 32,,Thu,2/27/2020,18:55 (20:55),LASK at,2,2–0,0.6,nl AZ Alkmaar,"14,000",Linzer Stadion,Srđan Jovanović,Match Report,Leg 2 of 2; LASK won
Round of 32,,Thu,2/27/2020,18:55 (20:55),Gent be,1.8,1–1,0.9,it Roma,"17,557",GHELAMCO-arena,José Sánchez,Match Report,Leg 2 of 2; Roma won
Round of 32,,Thu,2/27/2020,18:55 (20:55),Malmö se,0.7,0–3,2.2,de Wolfsburg,"20,500",Eleda Stadion,William Collum,Match Report,Leg 2 of 2; Wolfsburg won
Round of 32,,Thu,2/27/2020,18:55 (20:55),Espanyol es,1.9,3–2,1.8,eng Wolves,"14,525",RCDE Stadium,Marco Guida,Match Report,Leg 2 of 2; Wolves won
Round of 32,,Thu,2/27/2020,20:00 (23:00),Celtic sct,2.2,1–3,1,dk FC Copenhagen,"56,172",Celtic Park,Artur Soares Dias,Match Report,Leg 2 of 2; FC Copenhagen won
Round of 32,,Thu,2/27/2020,20:00 (23:00),Arsenal eng,2,1–2,1.2,gr Olympiacos,"60,424",Emirates Stadium,Davide Massa,Match Report,Leg 2 of 2; Olympiacos won; Required Extra Time
Round of 32,,Thu,2/27/2020,20:00 (23:00),Manchester Utd eng,3.5,5–0,0.3,be Club Brugge,"70,397",Old Trafford,Serdar Gözübüyük,Match Report,Leg 2 of 2; Manchester Utd won
Round of 32,,Thu,2/27/2020,20:00 (23:00),Benfica pt,1.8,3–3,1.8,ua Shakhtar,"48,302",Estádio do Sport Lisboa e Benfica,Björn Kuipers,Match Report,Leg 2 of 2; Shakhtar won
Round of 32,,Thu,2/27/2020,20:55,Başakşehir tr,2.2,4–1,1.5,pt Sporting CP,"5,892",Başakşehir Fatih Terim Stadium,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Başakşehir won; Required Extra Time
Round of 32,,Thu,2/27/2020,21:00 (23:00),Sevilla es,1.6,0–0,0.8,ro CFR Cluj,"31,338",Estadio Ramón Sánchez Pizjuán,Andris Treimanis,Match Report,Leg 2 of 2; Sevilla won
Round of 32,,Thu,2/27/2020,21:00 (23:00),Inter it,1.8,2–1,0.5,bg Ludogorets,,Stadio Giuseppe Meazza,Daniel Siebert,Match Report,Leg 2 of 2; Inter won
Round of 32,,Thu,2/27/2020,21:00 (23:00),Ajax nl,1.5,2–1,1.6,es Getafe,"51,487",Johan Cruyff ArenA,Anastasios Sidiropoulos,Match Report,Leg 2 of 2; Getafe won
Round of 32,,Fri,2/28/2020,18:00 (20:00),RB Salzburg at,1.4,2–2,1.7,de Eint Frankfurt,"29,000",Red Bull Arena,Benoît Bastien,Match Report,Leg 2 of 2; Eint Frankfurt won
Round of 16,,Thu,3/12/2020,18:55 (20:55),Eint Frankfurt de,0.8,0–3,1.5,ch Basel,,Deutsche Bank Park,Andreas Ekberg,Match Report,Leg 1 of 2
Round of 16,,Thu,3/12/2020,18:55 (20:55),LASK at,0.5,0–5,3,eng Manchester Utd,,Linzer Stadion,Artur Soares Dias,Match Report,Leg 1 of 2
Round of 16,,Thu,3/12/2020,20:00 (23:00),Rangers sct,0.9,1–3,1.4,de Leverkusen,"47,494",Ibrox Stadium,Szymon Marciniak,Match Report,Leg 1 of 2
Round of 16,,Thu,3/12/2020,20:55,Başakşehir tr,1.4,1–0,0.2,dk FC Copenhagen,"12,205",Başakşehir Fatih Terim Stadium,William Collum,Match Report,Leg 1 of 2
Round of 16,,Thu,3/12/2020,21:00 (23:00),Wolfsburg de,1.4,1–2,1.9,ua Shakhtar,,Volkswagen Arena,Damir Skomina,Match Report,Leg 1 of 2
Round of 16,,Thu,3/12/2020,22:00 (23:00),Olympiacos gr,1,1–1,0.9,eng Wolves,,Stadio Georgios Karaiskáki,Clément Turpin,Match Report,Leg 1 of 2
Round of 16,,Thu,3/19/2020,18:55 (20:55),Getafe es,,,,it Inter,,Coliseum Alfonso Pérez,,Match Report,Leg 1 of 2; Match Cancelled
Round of 16,,Thu,3/19/2020,21:00 (23:00),Roma it,,,,es Sevilla,,Stadio Olimpico,,Match Report,Leg 1 of 2; Match Cancelled
Round of 16,,Wed,8/5/2020,18:55 (19:55),FC Copenhagen dk,2.2,3–0,0.6,tr Başakşehir,,Telia Parken,Daniele Orsato,Match Report,Leg 2 of 2; FC Copenhagen won
Round of 16,,Wed,8/5/2020,19:55,Shakhtar ua,2.4,3–0,0.5,de Wolfsburg,,NSK Olimpijs'kyj,Ivan Kružliak,Match Report,Leg 2 of 2; Shakhtar won
Round of 16,,Wed,8/5/2020,20:00 (22:00),Manchester Utd eng,1.5,2–1,1,at LASK,,Old Trafford,Anastasios Sidiropoulos,Match Report,Leg 2 of 2; Manchester Utd won
Round of 16,,Wed,8/5/2020,21:00 (22:00),Inter it,1.7,2–0,1.9,es Getafe,,Veltins-Arena (Neutral Site),Anthony Taylor,Match Report,Leg 2 of 2; Getafe won
Round of 16,,Thu,8/6/2020,18:55 (19:55),Sevilla es,2.4,2–0,0.5,it Roma,,Schauinsland-Reisen-Arena (Neutral Site),Björn Kuipers,Match Report,Leg 2 of 2; Roma won
Round of 16,,Thu,8/6/2020,18:55 (19:55),Leverkusen de,1.8,1–0,0.4,sct Rangers,,BayArena,Danny Makkelie,Match Report,Leg 2 of 2; Leverkusen won
Round of 16,,Thu,8/6/2020,20:00 (22:00),Wolves eng,2,1–0,1.1,gr Olympiacos,,Molineux Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Wolves won
Round of 16,,Thu,8/6/2020,21:00 (22:00),Basel ch,2.7,1–0,1,de Eint Frankfurt,,St. Jakob-Park,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Basel won
Quarter-finals,,Mon,8/10/2020,21:00 (22:00),Inter it,2.8,2–1,0.9,de Leverkusen,,Merkur Spielarena,Carlos del Cerro,Match Report,
Quarter-finals,,Mon,8/10/2020,21:00 (22:00),Manchester Utd eng,3,1–0,0.6,dk FC Copenhagen,,RheinEnergieSTADION,Clément Turpin,Match Report,Required Extra Time
Quarter-finals,,Tue,8/11/2020,21:00 (22:00),Wolves eng,1,0–1,1.5,es Sevilla,,Schauinsland-Reisen-Arena,Daniele Orsato,Match Report,
Quarter-finals,,Tue,8/11/2020,21:00 (22:00),Shakhtar ua,1.9,4–1,1.7,ch Basel,,Veltins-Arena,Michael Oliver,Match Report,
Semi-finals,,Sun,8/16/2020,21:00 (22:00),Sevilla es,1.2,2–1,2.4,eng Manchester Utd,,RheinEnergieSTADION,Felix Brych,Match Report,
Semi-finals,,Mon,8/17/2020,21:00 (22:00),Inter it,1.4,5–0,0.6,ua Shakhtar,,Merkur Spielarena,Szymon Marciniak,Match Report,
Final,,Fri,8/21/2020,21:00 (22:00),Sevilla es,0.9,3–2,1.5,it Inter,,RheinEnergieSTADION,Danny Makkelie,Match Report,
